"Year","Index"
2002,NA
2003,NA
2004,99.7101562919193
2005,52.9309676338104
2006,18.1796992623998
2007,32.4930019321003
2008,24.1089000097969
2009,43.7902918974955
2010,27.4085117743887
2011,18.7921075433484
2012,130.180334993634
2013,20.3990445419756
2014,30.0822726999895
2015,13.8127681710847
2016,1.76512933541562
2017,3.77172603582554
2018,2.1286563648313
2019,0.352151085988918
2020,0.337552543867188
