Project,Date,DataType,Winter Chinook BY,Winter Chinook Passage Estimate,Winter Chinook Length,Spring Chinook BY,Spring Chinook Passage Estimate,Spring Chinook Length,Fall Chinook BY,Fall Chinook Passage Estimate,Fall Chinook Length,Late-Fall Chinook BY,Late-Fall Chinook Passage Estimate,Late-Fall Chinook Length,Steelhead BY,Steelhead Passage Estimate,Steelhead Length,Bend Bridge Peak Flow (CFS),Water Temperature (C),Turbidity (NTU)
RedBluff,2013-01-01,Daily,2012,1857,60-108,2012,0,NA,2012,175195,29-39,2012,149,112,2013,0,NA,8380,6.9,7.9
RedBluff,2013-01-02,Daily,2012,726,58-104,2012,0,NA,2012,184615,30-39,2012,201,118,2013,0,NA,8010,6.9,7.8
RedBluff,2013-01-03,Daily,2012,5509,58-105,2012,495,55-56,2012,229997,30-39,2012,385,134,2013,0,NA,7670,6.9,7.7
RedBluff,2013-01-04,Daily,2012,1677,57-102,2012,0,NA,2012,131962,30-40,2012,373,115-126,2013,0,NA,7370,7.2,5.6
RedBluff,2013-01-05,Daily,2012,1631,57-66,2012,0,NA,2012,250245,30-39,2012,510,126,2013,0,NA,7150,7.3,8.1
RedBluff,2013-01-06,Daily,2012,529,57-67,2012,176,51,2012,103524,26-40,2012,353,116-122,2013,0,NA,6980,7.8,6.3
RedBluff,2013-01-07,Daily,2012,1351,71-102,2012,0,NA,2012,225229,31-40,2012,0,NA,2013,0,NA,7030,8.3,6.6
RedBluff,2013-01-08,Daily,2012,3223,67-109,2012,184,52,2012,555397,29-40,2012,0,NA,2013,0,NA,6940,8.5,7.2
RedBluff,2013-01-09,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7070,8.5,NA
RedBluff,2013-01-10,Daily,2012,370,65-72,2012,370,45-57,2012,496961,31-39,2012,370,161-200,2013,0,NA,7150,7.8,9.6
RedBluff,2013-01-11,Daily,2012,737,65-118,2012,368,47-51,2012,935411,30-41,2012,184,167,2013,184,110,7450,7.3,9.5
RedBluff,2013-01-12,Daily,2012,176,68,2012,176,59,2012,745368,32-41,2012,0,NA,2013,0,NA,7170,6.9,8.7
RedBluff,2013-01-13,Daily,2012,897,63-109,2012,1104,52-54,2012,631400,30-40,2012,0,NA,2013,0,NA,6980,6.4,8.8
RedBluff,2013-01-14,Daily,2012,605,62-110,2012,158,50-59,2012,618778,29-41,2012,0,NA,2013,0,NA,6800,6.2,7.4
RedBluff,2013-01-15,Daily,2012,1659,64-102,2012,0,NA,2012,451396,31-39,2012,0,NA,2013,0,NA,6630,6.6,7.6
RedBluff,2013-01-16,Daily,2012,0,NA,2012,0,NA,2012,481021,29-40,2012,0,NA,2013,0,NA,6490,7.2,7.4
RedBluff,2013-01-17,Daily,2012,0,NA,2012,0,NA,2012,666924,29-39,2012,0,NA,2013,0,NA,6350,7.6,7.4
RedBluff,2013-01-18,Daily,2012,0,NA,2012,0,NA,2012,757211,29-40,2012,0,NA,2013,47,79,6320,7.7,7.8
RedBluff,2013-01-19,Daily,2012,0,NA,2012,0,NA,2012,736992,31-39,2012,0,NA,2013,0,NA,6300,7.6,6.7
RedBluff,2013-01-20,Daily,2012,0,NA,2012,0,NA,2012,686619,32-39,2012,0,NA,2013,0,NA,6300,7.6,7.0
RedBluff,2013-01-21,Daily,2012,0,NA,2012,716,62,2012,711760,30-43,2012,0,NA,2013,0,NA,6260,7.7,6.8
RedBluff,2013-01-22,Daily,2012,0,NA,2012,0,NA,2012,647804,31-40,2012,0,NA,2013,0,NA,6260,7.7,6.7
RedBluff,2013-01-23,Daily,2012,0,NA,2012,0,NA,2012,433217,31-41,2012,0,NA,2013,0,NA,6260,7.8,7.0
RedBluff,2013-01-24,Daily,2012,0,NA,2012,49,57,2012,221450,32-42,2012,0,NA,2013,0,NA,6650,8.6,6.7
RedBluff,2013-01-25,Daily,2012,0,NA,2012,0,NA,2012,888381,31-40,2012,0,NA,2013,0,NA,8010,9.2,58.0
RedBluff,2013-01-26,Daily,2012,0,NA,2012,0,NA,2012,824114,31-41,2012,0,NA,2013,0,NA,7630,9.4,21.3
RedBluff,2013-01-27,Daily,2012,0,NA,2012,1390,61,2012,474598,30-41,2012,0,NA,2013,0,NA,7490,8.7,15.8
RedBluff,2013-01-28,Daily,2012,0,NA,2012,0,NA,2012,553874,30-40,2012,0,NA,2013,0,NA,7450,8.3,11.3
RedBluff,2013-01-29,Daily,2012,0,NA,2012,0,NA,2012,254680,31-40,2012,0,NA,2013,47,74,7110,8.2,9.9
RedBluff,2013-01-30,Daily,2012,0,NA,2012,0,NA,2012,430141,32-43,2012,0,NA,2013,0,NA,6820,8.4,7.4
RedBluff,2013-01-31,Daily,2012,0,NA,2012,0,NA,2012,389951,30-40,2012,0,NA,2013,0,NA,6650,8.7,7.1
RedBluff,2013-02-01,Daily,2012,0,NA,2012,0,NA,2012,405111,30-40,2012,0,NA,2013,0,NA,6510,8.5,6.7
RedBluff,2013-02-02,Daily,2012,0,NA,2012,0,NA,2012,238364,31-41,2012,0,NA,2013,0,NA,6490,8.6,5.0
RedBluff,2013-02-03,Daily,2012,0,NA,2012,0,NA,2012,333145,29-40,2012,0,NA,2013,0,NA,6410,8.7,5.7
RedBluff,2013-02-04,Daily,2012,0,NA,2012,0,NA,2012,271244,32-42,2012,0,NA,2013,0,NA,6370,9.2,6.1
RedBluff,2013-02-05,Daily,2012,0,NA,2012,0,NA,2012,218332,31-40,2012,0,NA,2013,0,NA,6180,9.2,5.8
RedBluff,2013-02-06,Daily,2012,0,NA,2012,0,NA,2012,237044,31-39,2012,0,NA,2013,0,NA,6280,9.1,5.2
RedBluff,2013-02-07,Daily,2012,0,NA,2012,0,NA,2012,194338,30-40,2012,0,NA,2013,0,NA,6280,9.1,5.5
RedBluff,2013-02-08,Daily,2012,0,NA,2012,0,NA,2012,115239,32-41,2012,0,NA,2013,0,NA,6680,9.1,5.1
RedBluff,2013-02-09,Daily,2012,0,NA,2012,0,NA,2012,149550,31-41,2012,0,NA,2013,0,NA,6660,8.6,5.8
RedBluff,2013-02-10,Daily,2012,191,103,2012,0,NA,2012,269181,31-41,2012,0,NA,2013,0,NA,6280,8.6,5.4
