Project,Date,DataType,Winter Chinook BY,Winter Chinook Passage Estimate,Winter Chinook Length,Spring Chinook BY,Spring Chinook Passage Estimate,Spring Chinook Length,Fall Chinook BY,Fall Chinook Passage Estimate,Fall Chinook Length,Late-Fall Chinook BY,Late-Fall Chinook Passage Estimate,Late-Fall Chinook Length,Steelhead BY,Steelhead Passage Estimate,Steelhead Length,Bend Bridge Peak Flow (CFS),Water Temperature (C),Turbidity (NTU)
RedBluff,2010-02-11,Daily,2009,0,,2009,126,54-56,2009,22352,29-51,2009,0,,2010,41,99,9960,9.3,11.2
RedBluff,2010-02-12,Daily,2009,0,,2009,71,57,2009,8883,31-53,2009,0,,2010,0,,9190,9.9,10.1
RedBluff,2010-02-13,Daily,2009,0,,2009,202,59-66,2009,9718,31-52,2009,0,,2010,0,,9330,10.2,14.5
RedBluff,2010-02-14,Daily,2009,69,79,2009,0,,2009,13693,30-50,2009,0,,2010,0,,9090,10.3,10.3
RedBluff,2010-02-15,Daily,2009,0,,2009,42,58,2009,22863,30-51,2009,0,,2010,0,,8210,10.1,8.5
RedBluff,2010-02-16,Daily,2009,0,,2009,0,,2009,16478,30-47,2009,0,,2010,0,,7650,10.9,7.2
RedBluff,2010-02-17,Daily,2009,32,101,2009,0,,2009,15469,29-52,2009,0,,2010,0,,7380,11.2,6.0
RedBluff,2010-02-18,Daily,2009,64,89-125,2009,0,,2009,13463,28-43,2009,0,,2010,0,,6990,11.0,10.5
RedBluff,2010-02-19,Daily,2009,0,,2009,0,,2009,10283,31-41,2009,0,,2010,0,,6800,11.1,7.7
RedBluff,2010-02-20,Daily,2009,32,125,2009,0,,2009,13119,30-41,2009,0,,2010,0,,6520,11.4,10.0
RedBluff,2010-02-21,Daily,2009,52,101-123,2009,0,,2009,11131,29-46,2009,0,,2010,0,,8150,11.1,22.3
RedBluff,2010-02-22,Daily,2009,35,104,2009,0,,2009,27217,30-42,2009,0,,2010,0,,8700,10.4,8.7
RedBluff,2010-02-23,Daily,2009,0,,2009,67,66-68,2009,14604,31-45,2009,0,,2010,0,,6520,9.6,5.4
RedBluff,2010-02-24,Daily,2009,0,,2009,0,,2009,8372,31-48,2009,0,,2010,0,,21500,8.9,55.8
RedBluff,2010-02-25,Daily,2009,1070,103-118,2009,0,,2009,47727,30-44,2009,0,,2010,0,,24600,9.7,72.8
RedBluff,2010-02-26,Daily,2009,0,,2009,0,,2009,7002,33-39,2009,0,,2010,0,,11000,10.6,12.6
RedBluff,2010-02-27,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24100,10.2,NA
RedBluff,2010-02-28,Daily,2009,357,123,2009,0,,2009,130342,29-57,2009,0,,2010,0,,19000,10.6,94.9
RedBluff,2010-03-01,Daily,2009,144,95-152,2009,99,65-71,2009,22741,31-56,2009,48,196,2010,0,,11700,10.8,30.5
RedBluff,2010-03-02,Daily,2009,73,126-152,2009,0,,2009,8365,31-53,2009,0,,2010,0,,9570,10.8,16.2
RedBluff,2010-03-03,Daily,2009,43,108,2009,86,66-76,2009,5962,33-60,2009,0,,2010,0,,11000,10.1,39.6
RedBluff,2010-03-04,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21600,9.2,NA
RedBluff,2010-03-05,Daily,2009,270,101-140,2009,0,,2009,22461,30-61,2009,0,,2010,0,,13000,9.8,13.7
RedBluff,2010-03-06,Daily,2009,121,111-112,2009,40,66,2009,12485,31-55,2009,0,,2010,0,,9810,10.5,NA
RedBluff,2010-03-07,Daily,2009,0,,2009,0,,2009,7352,31-56,2009,0,,2010,0,,8600,11.2,9.7
RedBluff,2010-03-08,Daily,2009,34,111,2009,33,74,2009,2908,32-48,2009,0,,2010,0,,7840,11.5,8.3
RedBluff,2010-03-09,Daily,2009,102,111-140,2009,0,,2009,3265,27-48,2009,0,,2010,0,,7460,10.1,5.2
RedBluff,2010-03-10,Daily,2009,0,,2009,35,66,2009,1993,30-55,2009,35,185,2010,0,,7360,9.6,5.9
RedBluff,2010-03-11,Daily,2009,35,125,2009,35,70,2009,1445,33-62,2009,0,,2010,0,,7270,10.3,4.9
RedBluff,2010-03-12,Daily,2009,33,119,2009,33,71,2009,890,32-47,2009,0,,2010,0,,6780,10.6,4.2
RedBluff,2010-03-13,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11400,9.3,NA
RedBluff,2010-03-14,Daily,2009,893,110-146,2009,337,67-74,2009,10602,32-52,2009,0,,2010,0,,10100,9.7,9.3
RedBluff,2010-03-15,Daily,2009,140,111-150,2009,140,68-84,2009,2635,34-66,2009,0,,2010,0,,7440,10.6,6.8
RedBluff,2010-03-16,Daily,2009,31,103,2009,62,71-78,2009,1356,34-64,2009,0,,2010,0,,6780,11.4,4.6
RedBluff,2010-03-17,Daily,2009,0,,2009,34,79,2009,2001,32-67,2009,0,,2010,0,,6580,12.0,3.1
RedBluff,2010-03-18,Daily,2009,60,115-142,2009,151,71-82,2009,1358,32-39,2009,0,,2010,0,,6370,12.4,2.6
RedBluff,2010-03-19,Daily,2009,63,111-112,2009,63,69,2009,1140,32-66,2009,0,,2010,32,26,6300,12.4,2.9
RedBluff,2010-03-20,Daily,2009,32,135,2009,32,75,2009,989,32-53,2009,0,,2010,0,,6170,12.6,2.5
RedBluff,2010-03-21,Daily,2009,0,,2009,149,70-84,2009,1246,33-69,2009,0,,2010,0,,6030,12.4,3.3
RedBluff,2010-03-22,Daily,2009,0,,2009,29,84,2009,1033,32-67,2009,0,,2010,0,,5990,12.2,2.2
RedBluff,2010-03-23,Daily,2009,31,136,2009,62,72-81,2009,292,33-64,2009,0,,2010,0,,6010,12.4,2.7
RedBluff,2010-03-24,Daily,2009,33,119,2009,66,79-82,2009,198,33-70,2009,0,,2010,0,,5830,12.7,2.8
RedBluff,2010-03-25,Daily,2009,29,126,2009,59,81-84,2009,175,37-62,2009,0,,2010,0,,5770,12.3,2.8
RedBluff,2010-03-26,Daily,2009,31,107,2009,122,75-83,2009,275,32-70,2009,0,,2010,0,,6010,11.4,2.9
RedBluff,2010-03-27,Daily,2009,0,,2009,199,74-82,2009,398,32-66,2009,0,,2010,0,,5900,12.0,2.2
RedBluff,2010-03-28,Daily,2009,31,155,2009,157,74-81,2009,252,32-66,2009,0,,2010,0,,5630,12.5,2.6
RedBluff,2010-03-29,Daily,2009,0,,2009,55,76-90,2009,110,34-62,2009,0,,2010,0,,5520,12.0,1.9
RedBluff,2010-03-30,Daily,2009,0,,2009,86,80-94,2009,115,33-62,2009,0,,2010,0,,6170,11.9,2.7
RedBluff,2010-03-31,Daily,2009,289,108-155,2009,258,77-95,2009,259,31-69,2009,0,,2010,0,,6600,11.3,9.9
RedBluff,2010-04-01,Daily,2009,128,116-140,2009,255,75-90,2009,357,34-72,2010,98,31-33,2010,31,160,6230,10.9,3.7
RedBluff,2010-04-02,Daily,2009,63,109-121,2009,281,75-92,2009,158,63-74,2010,0,,2010,0,,5900,10.9,3.5
RedBluff,2010-04-03,Daily,2009,55,110-164,2009,1455,76-100,2009,663,35-75,2010,57,34,2010,0,,8890,9.7,3.2
RedBluff,2010-04-04,Daily,2009,192,108-144,2009,1729,76-101,2009,928,35-75,2010,161,28-34,2010,0,,8050,9.7,5.8
RedBluff,2010-04-05,Daily,2009,58,104-134,2009,492,77-92,2009,552,35-75,2010,115,33-34,2010,0,,9010,9.4,3.7
RedBluff,2010-04-06,Daily,2009,344,109-140,2009,4088,77-99,2009,1989,35-76,2010,206,32-34,2010,35,35,8970,10.5,8.3
RedBluff,2010-04-07,Daily,2009,29,125,2009,1249,78-102,2009,1045,37-77,2010,144,31-34,2010,29,177,6860,11.8,3.3
RedBluff,2010-04-08,Daily,2009,29,136,2009,847,78-102,2009,699,37-77,2010,175,33-35,2010,0,,6170,12.4,2.8
RedBluff,2010-04-09,Daily,2009,0,,2009,16365,79-95,2009,30130,37-78,2010,0,,2010,0,,5990,12.6,2.3
RedBluff,2010-04-10,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5950,12.5,NA
RedBluff,2010-04-11,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5900,11.4,NA
RedBluff,2010-04-12,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9710,10.2,NA
RedBluff,2010-04-13,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21700,10.8,NA
RedBluff,2010-04-14,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18800,12.0,NA
RedBluff,2010-04-15,Daily,2009,0,,2009,16618,82-99,2009,70977,38-81,2010,19495,32-37,2010,109,53-173,11100,11.6,21.6
RedBluff,2010-04-16,Daily,2009,0,,2009,11606,83-106,2009,38192,38-82,2010,5021,32-37,2010,0,,10800,13.0,17.1
RedBluff,2010-04-17,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10200,13.6,NA
RedBluff,2010-04-18,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9310,14.1,NA
RedBluff,2010-04-19,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9070,14.2,NA
RedBluff,2010-04-20,Daily,2009,0,,2009,498,88-89,2009,33894,39-84,2010,3342,31-38,2010,0,,8740,13.2,9.3
RedBluff,2010-04-21,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16100,12.3,NA
RedBluff,2010-04-22,Daily,2009,318,116,2009,3889,86-107,2009,72763,41-85,2010,4116,31-38,2010,0,,13200,12.2,13.1
RedBluff,2010-04-23,Daily,2009,113,157,2009,1054,86-97,2009,27542,43-85,2010,1601,34-39,2010,103,57-61,10600,13.6,6.2
RedBluff,2010-04-24,Daily,2009,0,,2009,976,87-112,2009,21228,46-86,2010,980,32-38,2010,137,57-74,9860,14.3,4.7
RedBluff,2010-04-25,Daily,2009,0,,2009,1265,88-96,2009,21728,48-87,2010,357,33-36,2010,117,36-67,10000,14.3,4.8
RedBluff,2010-04-26,Daily,2009,63,146,2009,1446,88-111,2009,13554,65-87,2010,99,34-37,2010,210,32-60,9810,13.8,4.0
RedBluff,2010-04-27,Daily,2009,35,140,2009,525,89-111,2009,5704,52-88,2010,70,33-37,2010,105,57-69,9710,12.7,3.0
RedBluff,2010-04-28,Daily,2009,51,130,2009,743,89-100,2009,7801,52-88,2010,288,31-37,2010,51,66,12700,12.1,9.6
RedBluff,2010-04-29,Daily,2009,52,168,2009,3717,90-108,2009,19814,51-89,2010,2077,32-40,2010,0,,12400,11.2,9.8
RedBluff,2010-04-30,Daily,2009,0,,2009,2906,90-113,2009,18062,53-89,2010,944,30-39,2010,121,54-79,11200,12.0,8.7
RedBluff,2010-05-01,Daily,2009,0,,2009,917,91-100,2009,13007,56-90,2010,403,34-37,2010,227,45-68,10400,13.0,0.0
RedBluff,2010-05-02,Daily,2009,0,,2009,1531,92-111,2009,19663,44-91,2010,39,34,2010,834,46-79,10600,13.7,5.0
RedBluff,2010-05-03,Daily,2009,102,173,2009,1146,92-112,2009,20073,52-90,2010,385,34-38,2010,321,60-73,10400,14.1,5.6
RedBluff,2010-05-04,Daily,2009,45,154,2009,1018,93-117,2009,14355,59-92,2010,345,34-37,2010,178,61-70,10300,13.7,4.8
RedBluff,2010-05-05,Daily,2009,0,,2009,613,93-118,2009,14245,55-92,2010,1621,28-40,2010,176,51-71,10600,13.0,6.1
RedBluff,2010-05-06,Daily,2009,0,,2009,856,94-109,2009,11669,56-93,2010,288,31-36,2010,448,53-77,10200,12.4,3.5
RedBluff,2010-05-07,Daily,2009,0,,2009,256,97-111,2009,10982,60-94,2010,470,34-39,2010,471,29-75,9960,12.8,4.5
RedBluff,2010-05-08,Daily,2009,0,,2009,1089,95-110,2009,11585,57-94,2010,389,32-39,2010,156,59-73,9810,13.4,1.9
RedBluff,2010-05-09,Daily,2009,0,,2009,359,96-122,2009,7370,55-94,2010,239,32-38,2010,159,55-73,9710,13.4,4.5
RedBluff,2010-05-10,Daily,2009,0,,2009,113,96-107,2009,3608,60-95,2010,150,34-36,2010,304,64-79,9750,12.8,2.3
RedBluff,2010-05-11,Daily,2009,0,,2009,307,97-103,2009,13360,51-96,2010,89,33-35,2010,174,55-82,10900,12.3,5.9
RedBluff,2010-05-12,Daily,2009,0,,2009,145,101-106,2009,14302,51-97,2010,290,32-35,2010,285,54-75,10600,13.6,3.3
RedBluff,2010-05-13,Daily,2009,0,,2009,84,98-99,2009,8861,50-97,2010,199,32-37,2010,314,31-75,9850,14.4,3.1
RedBluff,2010-05-14,Daily,2009,0,,2009,153,99-100,2009,7908,52-98,2010,269,32-39,2010,306,22-84,9610,14.9,2.2
RedBluff,2010-05-15,Daily,2009,0,,2009,150,101-114,2009,11455,53-97,2010,40,37,2010,440,25-153,10400,15.0,2.6
RedBluff,2010-05-16,Daily,2009,0,,2009,153,100-112,2009,15492,55-99,2010,434,33-36,2010,953,48-86,10400,14.9,2.7
RedBluff,2010-05-17,Daily,2009,0,,2009,165,102-104,2009,7029,52-100,2010,130,36-37,2010,302,27-76,10400,14.4,4.7
RedBluff,2010-05-18,Daily,2009,0,,2009,82,104-106,2009,5478,54-101,2010,82,33-35,2010,330,58-78,10400,13.6,4.1
RedBluff,2010-05-19,Daily,2009,0,,2009,51,102,2009,11472,52-100,2010,102,33-34,2010,205,57-68,10900,13.4,4.0
RedBluff,2010-05-20,Daily,2009,0,,2009,37,108,2009,7929,60-100,2010,0,,2010,186,25-73,10700,12.7,4.3
RedBluff,2010-05-21,Daily,2009,0,,2009,49,108,2009,4886,47-100,2010,49,33,2010,107,50-69,11000,13.3,4.7
RedBluff,2010-05-22,Daily,2009,0,,2009,271,105-131,2009,12643,53-103,2010,50,33,2010,213,59-81,10900,12.3,2.6
RedBluff,2010-05-23,Daily,2009,0,,2009,311,105-109,2009,15633,57-104,2010,0,,2010,373,44-78,10800,12.4,2.1
RedBluff,2010-05-24,Daily,2009,0,,2009,78,107,2009,11766,58-104,2010,78,34-46,2010,430,24-89,10700,13.0,2.2
RedBluff,2010-05-25,Daily,2009,0,,2009,115,107-109,2009,3697,59-100,2010,0,,2010,111,63-79,11000,12.7,2.0
RedBluff,2010-05-26,Daily,2009,0,,2009,43,107,2009,10371,58-103,2010,0,,2010,255,63-107,12500,12.6,2.7
RedBluff,2010-05-27,Daily,2009,0,,2009,141,109-117,2009,16571,59-107,2010,45,33,2010,597,60-80,13100,12.5,5.0
RedBluff,2010-05-28,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14200,12.5,NA
RedBluff,2010-05-29,Daily,2009,0,,2009,0,,2009,11941,58-107,2010,69,36,2010,328,41-86,17000,13.6,4.3
RedBluff,2010-05-30,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17800,14.2,NA
RedBluff,2010-05-31,Daily,2009,0,,2009,0,,2009,16613,57-103,2010,83,36,2010,174,60-64,17700,14.6,4.7
RedBluff,2010-06-01,Daily,2009,0,,2009,0,,2009,5815,51-97,2010,160,35-36,2010,77,70,17800,14.7,6.4
RedBluff,2010-06-02,Daily,2009,0,,2009,0,,2009,3222,56-98,2010,0,,2010,455,24-73,17100,14.0,4.1
RedBluff,2010-06-03,Daily,2009,0,,2009,0,,2009,12104,55-109,2010,85,35,2010,393,58-84,17700,12.4,4.2
RedBluff,2010-06-04,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18100,12.9,NA
RedBluff,2010-06-05,Daily,2009,0,,2009,0,,2009,9606,53-106,2010,151,37-51,2010,224,28-91,18100,12.9,5.3
RedBluff,2010-06-06,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18300,13.0,NA
RedBluff,2010-06-07,Daily,2009,0,,2009,0,,2009,11758,54-110,2010,233,35-49,2010,152,85-97,17900,13.7,4.5
RedBluff,2010-06-08,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17800,13.8,NA
RedBluff,2010-06-09,Daily,2009,0,,2009,0,,2009,10927,55-96,2010,606,34-52,2010,306,49-78,17700,14.3,2.3
RedBluff,2010-06-10,Daily,2009,0,,2009,0,,2009,18959,54-104,2010,328,34-53,2010,354,42-112,15100,14.2,2.3
RedBluff,2010-06-11,Daily,2009,0,,2009,0,,2009,28751,54-109,2010,406,35-53,2010,421,39-91,13800,13.8,3.5
RedBluff,2010-06-12,Daily,2009,0,,2009,0,,2009,19813,54-103,2010,717,32-53,2010,735,31-95,13400,14.1,2.1
RedBluff,2010-06-13,Daily,2009,0,,2009,0,,2009,17130,55-107,2010,276,38-54,2010,772,37-88,13800,14.3,2.4
RedBluff,2010-06-14,Daily,2009,0,,2009,0,,2009,16084,56-100,2010,0,,2010,1112,23-108,12900,14.2,2.0
RedBluff,2010-06-15,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14900,13.8,NA
RedBluff,2010-06-16,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13600,14.1,NA
RedBluff,2010-06-17,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12500,14.4,NA
RedBluff,2010-06-18,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12500,13.9,NA
RedBluff,2010-06-19,Daily,2009,0,,2009,0,,2009,6936,60-109,2010,0,,2010,463,47-102,12600,13.9,1.9
RedBluff,2010-06-20,Daily,2009,0,,2009,0,,2009,4843,60-102,2010,63,33,2010,565,25-94,12500,13.9,1.4
RedBluff,2010-06-21,Daily,2009,0,,2009,0,,2009,3208,60-101,2010,52,34,2010,52,60,12600,13.9,1.4
RedBluff,2010-06-22,Daily,2009,0,,2009,0,,2009,6342,60-116,2010,63,55,2010,138,32-91,12400,14.2,1.6
RedBluff,2010-06-23,Daily,2009,0,,2009,0,,2009,1973,67-100,2010,0,,2010,77,63,12400,14.1,1.8
RedBluff,2010-06-24,Daily,2009,0,,2009,0,,2009,2447,62-98,2010,68,33,2010,342,26-109,12200,14.3,2.3
RedBluff,2010-06-25,Daily,2009,0,,2009,0,,2009,4436,62-102,2010,62,54,2010,62,74,12200,14.1,1.6
RedBluff,2010-06-26,Daily,2009,0,,2009,0,,2009,5063,62-112,2010,60,58,2010,179,71-118,12200,14.4,1.3
RedBluff,2010-06-27,Daily,2009,0,,2009,0,,2009,4719,61-107,2010,60,57,2010,120,35-60,12300,14.7,1.7
RedBluff,2010-06-28,Daily,2009,0,,2009,0,,2009,6265,61-110,2010,0,,2010,64,84,12800,14.6,1.7
RedBluff,2010-06-29,Daily,2009,0,,2009,0,,2009,7169,62-100,2010,72,58,2010,289,45-86,13200,14.4,2.2
RedBluff,2010-06-30,Daily,2009,0,,2009,0,,2009,7127,62-124,2010,92,35,2010,92,81,13400,14.3,1.7
RedBluff,2010-07-01,Daily,2010,0,,2009,0,,2009,9756,61-112,2010,157,57-60,2010,156,86,13100,14.2,1.5
RedBluff,2010-07-02,Daily,2010,0,,2009,0,,2009,6385,62-113,2010,75,59,2010,226,66-100,13000,14.1,1.8
RedBluff,2010-07-03,Daily,2010,0,,2009,0,,2009,10776,62-115,2010,515,37-61,2010,382,46-75,13000,13.9,1.8
RedBluff,2010-07-04,Daily,2010,0,,2009,0,,2009,7685,62-108,2010,381,36-61,2010,318,35-79,12900,14.0,1.7
RedBluff,2010-07-05,Daily,2010,0,,2009,0,,2009,5680,63-114,2010,127,37-61,2010,383,36-71,12900,14.2,1.9
RedBluff,2010-07-06,Daily,2010,0,,2009,0,,2009,5340,63-105,2010,204,55-62,2010,271,30-67,12900,14.3,1.6
RedBluff,2010-07-07,Daily,2010,0,,2009,0,,2009,6042,68-119,2010,214,60-63,2010,214,69-110,12800,14.6,1.5
RedBluff,2010-07-08,Daily,2010,0,,2009,0,,2009,4575,65-106,2010,262,37-63,2010,261,30-61,13000,14.4,2.2
RedBluff,2010-07-09,Daily,2010,0,,2009,0,,2009,4819,68-120,2010,348,36-62,2010,752,61-120,13500,14.6,1.8
RedBluff,2010-07-10,Daily,2010,0,,2009,0,,2009,3944,65-115,2010,359,36-64,2010,349,25-78,13700,14.6,1.9
RedBluff,2010-07-11,Daily,2010,0,,2009,0,,2009,7888,66-117,2010,276,37-63,2010,204,27-37,13700,14.4,2.1
RedBluff,2010-07-12,Daily,2010,0,,2009,0,,2009,7288,66-129,2010,134,59-65,2010,200,44-62,13900,14.4,2.7
RedBluff,2010-07-13,Daily,2010,136,34-35,2009,0,,2009,4819,66-112,2010,136,41-61,2010,457,24-58,13400,14.6,1.7
RedBluff,2010-07-14,Daily,2010,324,35-36,2009,0,,2009,3637,76-113,2010,167,37-63,2010,261,26-62,13500,14.4,1.9
RedBluff,2010-07-15,Daily,2010,0,,2009,0,,2009,3775,68-103,2010,67,37,2010,372,23-75,13300,14.3,1.8
RedBluff,2010-07-16,Daily,2010,159,34-37,2009,0,,2009,3719,69-108,2010,239,38-66,2010,468,26-74,13300,14.4,1.8
RedBluff,2010-07-17,Daily,2010,0,,2009,0,,2009,4070,70-115,2010,437,40-66,2010,437,26-117,13400,14.6,1.6
RedBluff,2010-07-18,Daily,2010,227,34-37,2009,0,,2009,3415,69-110,2010,151,65-67,2010,228,26-70,13300,14.6,1.9
RedBluff,2010-07-19,Daily,2010,0,,2009,0,,2009,3575,72-124,2010,209,38-65,2010,418,23-95,13700,14.3,2.6
RedBluff,2010-07-20,Daily,2010,223,31-37,2009,0,,2009,2671,71-108,2010,221,39-68,2010,445,23-59,13600,14.3,1.9
RedBluff,2010-07-21,Daily,2010,298,35-37,2009,0,,2009,3493,71-113,2010,75,67,2010,746,33-88,13200,14.3,1.7
RedBluff,2010-07-22,Daily,2010,219,36-37,2009,0,,2009,1617,70-105,2010,146,41-64,2010,219,29-79,13200,14.3,1.8
RedBluff,2010-07-23,Daily,2010,160,34-35,2009,0,,2009,3760,72-116,2010,83,70,2010,231,40-53,13200,14.3,2.0
RedBluff,2010-07-24,Daily,2010,260,35-39,2009,0,,2009,1483,74-114,2010,129,70,2010,64,28,13400,14.3,2.0
RedBluff,2010-07-25,Daily,2010,580,34-39,2009,0,,2009,1628,73-117,2010,0,,2010,219,58-78,13400,14.4,2.0
RedBluff,2010-07-26,Daily,2010,222,33-37,2009,0,,2009,881,81-104,2010,294,63-71,2010,149,38-45,13000,14.5,1.8
