Project,Date,DataType,Winter Chinook BY,Winter Chinook Passage Estimate,Winter Chinook Length,Spring Chinook BY,Spring Chinook Passage Estimate,Spring Chinook Length,Fall Chinook BY,Fall Chinook Passage Estimate,Fall Chinook Length,Late-Fall Chinook BY,Late-Fall Chinook Passage Estimate,Late-Fall Chinook Length,Steelhead BY,Steelhead Passage Estimate,Steelhead Length,Bend Bridge Peak Flow (CFS),Water Temperature (C),Turbidity (NTU)
RedBluff,2006-01-16,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53700,NA,NA
RedBluff,2006-01-17,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41900,NA,NA
RedBluff,2006-01-18,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39800,NA,NA
RedBluff,2006-01-19,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38600,NA,NA
RedBluff,2006-01-20,Daily,2005,411,79-98,2005,334,47-54,2005,73087,31-46,2005,0,,2006,0,,30300,9.5,64.4
RedBluff,2006-01-21,Daily,2005,1718,69-122,2005,626,47-58,2005,60433,32-46,2005,645,151-157,2006,0,,24300,8.7,10.3
RedBluff,2006-01-22,Daily,2005,1930,67-123,2005,349,49-60,2005,89205,32-45,2005,138,128,2006,71,169,22900,8.8,13.3
RedBluff,2006-01-23,Daily,2005,2008,71-120,2005,605,49-63,2005,126867,32-46,2005,0,,2006,0,,18700,8.7,8.1
RedBluff,2006-01-24,Daily,2005,3397,65-124,2005,566,48-58,2005,123389,29-47,2005,0,,2006,0,,16500,9.1,8.7
RedBluff,2006-01-25,Daily,2005,559,66-110,2005,392,50,2005,182632,31-44,2005,0,,2006,0,,14500,9.0,9.3
RedBluff,2006-01-26,Daily,2005,471,80-107,2005,0,,2005,227978,27-46,2005,0,,2006,56,94,13600,9.0,7.9
RedBluff,2006-01-27,Daily,2005,0,,2005,0,,2005,138457,31-47,2005,0,,2006,50,196,13900,8.9,6.6
RedBluff,2006-01-28,Daily,2005,323,117,2005,323,64,2005,216672,32-41,2005,0,,2006,0,,15200,8.9,7.4
RedBluff,2006-01-29,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23300,NA,NA
RedBluff,2006-01-30,Daily,2005,0,,2005,363,51,2005,257929,29-47,2005,0,,2006,0,,19800,8.9,11.6
RedBluff,2006-01-31,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34500,NA,NA
RedBluff,2006-02-01,Daily,2005,248,72,2005,286,51,2005,80098,33-49,2005,0,,2006,0,,28300,8.5,15.5
RedBluff,2006-02-02,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43800,NA,NA
RedBluff,2006-02-03,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43800,NA,NA
RedBluff,2006-02-04,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44400,NA,NA
RedBluff,2006-02-05,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47200,NA,NA
RedBluff,2006-02-06,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43600,NA,NA
RedBluff,2006-02-07,Daily,2005,224,81,2005,1089,54-57,2005,109649,31-52,2005,0,,2006,0,,41300,8.9,12.9
RedBluff,2006-02-08,Daily,2005,0,,2005,513,53,2005,110817,30-50,2005,0,,2006,0,,37600,9.2,12.2
RedBluff,2006-02-09,Daily,2005,840,76-122,2005,0,,2005,82510,30-48,2005,0,,2006,0,,31000,9.3,9.2
RedBluff,2006-02-10,Daily,2005,0,,2005,323,57,2005,104837,32-50,2005,0,,2006,0,,26700,9.4,7.7
RedBluff,2006-02-11,Daily,2005,115,88,2005,115,55,2005,106272,30-52,2005,0,,2006,0,,24000,9.5,7.6
RedBluff,2006-02-12,Daily,2005,244,96-113,2005,82,55,2005,119774,29-53,2005,0,,2006,0,,20400,9.6,5.9
RedBluff,2006-02-13,Daily,2005,225,106,2005,68,73,2005,101855,30-53,2005,0,,2006,0,,18100,9.7,6.0
RedBluff,2006-02-14,Daily,2005,0,,2005,0,,2005,140785,29-43,2005,0,,2006,0,,15800,9.7,7.9
RedBluff,2006-02-15,Daily,2005,113,116,2005,0,,2005,131122,33-42,2005,0,,2006,0,,15200,9.0,6.2
RedBluff,2006-02-16,Daily,2005,314,110,2005,719,62-71,2005,129909,31-47,2005,0,,2006,0,,12900,8.2,5.7
RedBluff,2006-02-17,Daily,2005,340,117,2005,340,61,2005,123027,31-53,2005,0,,2006,0,,11800,8.2,5.1
RedBluff,2006-02-18,Daily,2005,55,111,2005,0,,2005,74031,32-45,2005,0,,2006,0,,11000,8.2,4.3
RedBluff,2006-02-19,Daily,2005,225,95-124,2005,0,,2005,50609,30-44,2005,0,,2006,0,,10900,7.6,4.1
RedBluff,2006-02-20,Daily,2005,419,108-137,2005,0,,2005,118971,30-44,2005,0,,2006,102,220-230,10600,7.8,4.0
RedBluff,2006-02-21,Daily,2005,103,123,2005,0,,2005,97981,31-41,2005,0,,2006,50,72,10000,8.0,3.7
RedBluff,2006-02-22,Daily,2005,0,,2005,0,,2005,73326,26-41,2005,0,,2006,0,,9920,8.5,2.8
RedBluff,2006-02-23,Daily,2005,213,80-99,2005,243,69-71,2005,77723,29-55,2005,0,,2006,0,,9800,9.0,3.2
RedBluff,2006-02-24,Daily,2005,326,117-131,2005,0,,2005,82967,32-48,2005,0,,2006,0,,9510,9.3,3.1
RedBluff,2006-02-25,Daily,2005,70,122,2005,0,,2005,69538,29-51,2005,0,,2006,0,,9320,9.5,2.5
RedBluff,2006-02-26,Daily,2005,82,98,2005,0,,2005,46601,31-55,2005,0,,2006,0,,9220,9.3,2.5
RedBluff,2006-02-27,Daily,2005,0,,2005,0,,2005,49884,32-55,2005,0,,2006,0,,10300,NA,7.0
RedBluff,2006-02-28,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,71800,NA,NA
RedBluff,2006-03-01,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,65900,NA,NA
RedBluff,2006-03-02,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28200,NA,NA
RedBluff,2006-03-03,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25500,NA,NA
RedBluff,2006-03-04,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39300,NA,NA
RedBluff,2006-03-05,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36000,NA,NA
RedBluff,2006-03-06,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80800,NA,NA
RedBluff,2006-03-07,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,82900,NA,NA
RedBluff,2006-03-08,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,62300,NA,NA
RedBluff,2006-03-09,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50900,NA,NA
RedBluff,2006-03-10,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45000,NA,NA
RedBluff,2006-03-11,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41000,NA,NA
RedBluff,2006-03-12,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40000,NA,NA
RedBluff,2006-03-13,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39500,NA,NA
RedBluff,2006-03-14,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39200,NA,NA
RedBluff,2006-03-15,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38200,NA,NA
RedBluff,2006-03-16,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36100,NA,NA
RedBluff,2006-03-17,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,37100,NA,NA
RedBluff,2006-03-18,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38400,NA,NA
RedBluff,2006-03-19,Daily,2005,0,,2005,0,,2005,51943,31-52,2005,0,,2006,0,,33900,8.9,9.3
RedBluff,2006-03-20,Daily,2005,0,,2005,254,69-72,2005,42821,31-50,2005,0,,2006,0,,32400,8.6,7.5
RedBluff,2006-03-21,Daily,2005,131,95,2005,131,73,2005,45457,30-59,2005,0,,2006,0,,33700,8.6,9.8
RedBluff,2006-03-22,Daily,2005,91,119,2005,0,,2005,54023,32-54,2005,0,,2006,0,,33000,9.1,8.2
RedBluff,2006-03-23,Daily,2005,0,,2005,89,88,2005,41705,30-58,2005,0,,2006,0,,31400,9.2,7.8
RedBluff,2006-03-24,Daily,2005,0,,2005,0,,2005,50454,32-59,2005,0,,2006,0,,30200,9.3,5.7
RedBluff,2006-03-25,Daily,2005,0,,2005,0,,2005,67344,30-51,2005,0,,2006,0,,33100,9.5,12.8
RedBluff,2006-03-26,Daily,2005,346,107-130,2005,117,92,2005,83426,32-71,2005,0,,2006,345,210-244,40500,9.1,14.0
RedBluff,2006-03-27,Daily,2005,89,180,2005,0,,2005,62813,30-71,2005,0,,2006,257,35-242,32100,9.3,9.3
RedBluff,2006-03-28,Daily,2005,0,,2005,0,,2005,52790,32-67,2005,0,,2006,0,,29500,9.3,7.8
RedBluff,2006-03-29,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33300,NA,NA
RedBluff,2006-03-30,Daily,2005,0,,2005,0,,2005,42161,30-64,2005,0,,2006,0,,31700,9.0,8.9
RedBluff,2006-03-31,Daily,2005,269,103-120,2005,0,,2005,27283,31-72,2005,0,,2006,88,22,30500,9.0,6.7
RedBluff,2006-04-01,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44100,NA,NA
RedBluff,2006-04-02,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40200,NA,NA
RedBluff,2006-04-03,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48200,NA,NA
RedBluff,2006-04-04,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,62500,NA,NA
RedBluff,2006-04-05,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56300,NA,NA
RedBluff,2006-04-06,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,57000,NA,NA
RedBluff,2006-04-07,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,52600,NA,NA
RedBluff,2006-04-08,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50300,NA,NA
RedBluff,2006-04-09,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50400,NA,NA
RedBluff,2006-04-10,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54400,NA,NA
RedBluff,2006-04-11,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,59900,NA,NA
RedBluff,2006-04-12,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66600,NA,NA
RedBluff,2006-04-13,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80900,NA,NA
RedBluff,2006-04-14,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,69800,NA,NA
RedBluff,2006-04-15,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,62100,NA,NA
RedBluff,2006-04-16,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,68100,NA,NA
RedBluff,2006-04-17,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,67600,NA,NA
RedBluff,2006-04-18,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48600,NA,NA
RedBluff,2006-04-19,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42500,NA,NA
RedBluff,2006-04-20,Daily,2005,0,,2005,14088,85-92,2005,182386,39-84,2006,5402,33-38,2006,105,163,41900,10.8,9.2
RedBluff,2006-04-21,Daily,2005,0,,2005,9380,85-94,2005,126361,39-84,2006,5028,31-38,2006,431,46-315,39800,11.0,10.1
RedBluff,2006-04-22,Daily,2005,129,128,2005,4225,86-95,2005,50122,39-85,2006,4771,34-38,2006,0,,35300,10.8,10.3
RedBluff,2006-04-23,Daily,2005,0,,2005,3800,86-95,2005,45011,40-85,2006,4938,32-39,2006,381,55-218,32900,11.3,11.8
RedBluff,2006-04-24,Daily,2005,0,,2005,3156,87-99,2005,37705,40-86,2006,5891,31-38,2006,247,58-185,30200,11.4,9.8
RedBluff,2006-04-25,Daily,2005,0,,2005,1172,88-95,2005,25799,40-87,2006,2918,32-39,2006,425,28-230,27600,11.1,9.0
RedBluff,2006-04-26,Daily,2005,0,,2005,2572,88-112,2005,49792,40-87,2006,3619,32-39,2006,478,34-190,27700,12.0,8.3
RedBluff,2006-04-27,Daily,2005,0,,2005,403,90-93,2005,45539,41-88,2006,4332,34-39,2006,763,51-128,27000,12.5,7.9
RedBluff,2006-04-28,Daily,2005,0,,2005,1410,89-93,2005,39858,43-88,2006,4258,34-40,2006,434,49-63,26500,12.9,9.8
RedBluff,2006-04-29,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25600,13.4,NA
RedBluff,2006-04-30,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21900,13.6,NA
RedBluff,2006-05-01,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18900,13.3,NA
RedBluff,2006-05-02,Daily,2005,0,,2005,593,93-101,2005,225346,42-91,2006,7234,34-41,2006,844,50-225,16200,13.3,14.2
RedBluff,2006-05-03,Daily,2005,0,,2005,2018,92-93,2005,150166,42-91,2006,2796,34-39,2006,386,51-66,14800,13.7,11.8
RedBluff,2006-05-04,Daily,2005,0,,2005,198,96,2005,82947,44-92,2006,2549,33-39,2006,890,51-240,13300,14.3,8.1
RedBluff,2006-05-05,Daily,2005,0,,2005,477,93-114,2005,58722,42-92,2006,2563,34-41,2006,935,54-187,12100,14.7,7.1
RedBluff,2006-05-06,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11100,15.0,NA
RedBluff,2006-05-07,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11000,14.2,NA
RedBluff,2006-05-08,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17300,12.7,NA
RedBluff,2006-05-09,Daily,2005,0,,2005,870,96,2005,152621,44-95,2006,7818,33-40,2006,1275,47-65,17800,12.4,9.8
RedBluff,2006-05-10,Daily,2005,0,,2005,0,,2005,94087,45-93,2006,5301,34-43,2006,1310,38-80,17800,12.4,6.9
RedBluff,2006-05-11,Daily,2005,0,,2005,61,97,2005,78465,44-92,2006,3300,33-39,2006,1206,42-100,17500,12.5,6.3
RedBluff,2006-05-12,Daily,2005,0,,2005,0,,2005,86792,47-96,2006,3515,33-42,2006,796,31-71,17200,12.7,6.0
RedBluff,2006-05-13,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16900,NA,NA
RedBluff,2006-05-14,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16200,NA,NA
RedBluff,2006-05-15,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16000,NA,NA
RedBluff,2006-05-16,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16100,NA,NA
RedBluff,2006-05-17,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16100,NA,NA
RedBluff,2006-05-18,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16300,NA,NA
RedBluff,2006-05-19,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17300,NA,NA
RedBluff,2006-05-20,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18100,NA,NA
RedBluff,2006-05-21,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17900,NA,NA
RedBluff,2006-05-22,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18300,NA,NA
RedBluff,2006-05-23,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18500,NA,NA
RedBluff,2006-05-24,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18100,NA,NA
RedBluff,2006-05-25,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17400,NA,NA
RedBluff,2006-05-26,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16400,NA,NA
RedBluff,2006-05-27,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16200,NA,NA
RedBluff,2006-05-28,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16300,NA,NA
RedBluff,2006-05-29,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16300,NA,NA
RedBluff,2006-05-30,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15900,NA,NA
RedBluff,2006-05-31,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15900,NA,NA
RedBluff,2006-06-01,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15600,NA,NA
RedBluff,2006-06-02,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15600,NA,NA
RedBluff,2006-06-03,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15600,NA,NA
RedBluff,2006-06-04,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15900,NA,NA
RedBluff,2006-06-05,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15700,NA,NA
RedBluff,2006-06-06,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15700,NA,NA
RedBluff,2006-06-07,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15600,NA,NA
RedBluff,2006-06-08,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15400,NA,NA
RedBluff,2006-06-09,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15700,NA,NA
RedBluff,2006-06-10,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15600,NA,NA
RedBluff,2006-06-11,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15500,NA,NA
RedBluff,2006-06-12,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15300,NA,NA
RedBluff,2006-06-13,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15500,NA,NA
RedBluff,2006-06-14,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15500,NA,NA
RedBluff,2006-06-15,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15500,NA,NA
RedBluff,2006-06-16,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15800,NA,NA
RedBluff,2006-06-17,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15000,NA,NA
RedBluff,2006-06-18,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15200,NA,NA
RedBluff,2006-06-19,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15600,NA,NA
RedBluff,2006-06-20,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15100,NA,NA
RedBluff,2006-06-21,Daily,2005,0,,2005,0,,2005,17212,58-103,2006,775,33-56,2006,389,42-100,15000,13.3,3.7
RedBluff,2006-06-22,Daily,2005,0,,2005,0,,2005,23.667,58-113,2006,781,37-57,2006,279,51-95,15300,13.3,3.6
RedBluff,2006-06-23,Daily,2005,0,,2005,0,,2005,13092,58-111,2006,213,37-56,2006,320,59-106,15300,13.6,4.2
RedBluff,2006-06-24,Daily,2005,0,,2005,0,,2005,13854,59-110,2006,371,34-58,2006,313,68-79,15500,13.6,3.7
RedBluff,2006-06-25,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15300,NA,NA
RedBluff,2006-06-26,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15100,NA,NA
RedBluff,2006-06-27,Daily,2005,0,,2005,0,,2005,11022,60-100,2006,685,30-59,2006,113,68-79,15300,14.1,3.5
RedBluff,2006-06-28,Daily,2005,0,,2005,0,,2005,12480,60-104,2006,740,31-58,2006,62,75,15300,13.7,3.4
RedBluff,2006-06-29,Daily,2005,0,,2005,0,,2005,7861,60-110,2006,326,31-58,2006,163,82-113,14100,13.4,3.0
RedBluff,2006-06-30,Daily,2005,0,,2005,0,,2005,9907,62-105,2006,590,35-59,2006,197,60-93,14400,13.4,3.2
RedBluff,2006-07-01,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14200,13.5,NA
RedBluff,2006-07-02,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14300,13.5,NA
RedBluff,2006-07-03,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14300,13.6,NA
RedBluff,2006-07-04,Daily,2006,163,34,2005,0,,2005,15609,62-112,2006,1390,36-61,2006,248,78-101,14000,13.5,2.9
RedBluff,2006-07-05,Daily,2006,148,32-34,2005,0,,2005,15429,63-116,2006,1192,36-62,2006,150,24-92,14000,13.3,3.3
RedBluff,2006-07-06,Daily,2006,70,33,2005,0,,2005,11848,63-108,2006,421,37-61,2006,70,78,14400,13.3,3.2
RedBluff,2006-07-07,Daily,2006,153,33-34,2005,0,,2005,8893,64-110,2006,650,36-63,2006,268,26-119,14000,13.4,3.0
RedBluff,2006-07-08,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14000,13.5,NA
RedBluff,2006-07-09,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14000,13.7,NA
RedBluff,2006-07-10,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14100,13.7,NA
RedBluff,2006-07-11,Daily,2006,52,34,2005,0,,2005,7774,65-114,2006,629,36-64,2006,157,24-108,14200,13.7,3.0
RedBluff,2006-07-12,Daily,2006,266,32-36,2005,0,,2005,9403,66-114,2006,744,39-64,2006,106,28-32,13900,13.6,2.8
RedBluff,2006-07-13,Daily,2006,355,33-36,2005,0,,2005,14342,66-116,2006,948,37-65,2006,0,,14000,13.5,2.9
RedBluff,2006-07-14,Daily,2006,591,32-36,2005,0,,2005,13584,67-109,2006,2398,37-66,2006,387,29-96,14100,13.8,3.0
RedBluff,2006-07-15,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NA,NA,NA
RedBluff,2006-07-16,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14900,13.4,NA
RedBluff,2006-07-17,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14900,13.5,NA
RedBluff,2006-07-18,Daily,2006,712,30-37,2005,0,,2005,18576,68-115,2006,3185,38-67,2006,122,58-99,14800,13.9,2.9
RedBluff,2006-07-19,Daily,2006,1191,30-37,2005,0,,2005,9224,69-108,2006,2008,38-68,2006,447,28-120,15200,13.6,3.0
RedBluff,2006-07-20,Daily,2006,1468,32-38,2005,0,,2005,7983,69-110,2006,1821,39-68,2006,172,28-92,15200,13.2,3.5
RedBluff,2006-07-21,Daily,2006,1891,29-38,2005,0,,2005,7585,70-108,2006,1728,39-69,2006,111,26-280,15300,12.9,3.3
RedBluff,2006-07-22,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15300,12.8,NA
RedBluff,2006-07-23,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15300,13.4,NA
RedBluff,2006-07-24,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15400,13.7,NA
RedBluff,2006-07-25,Daily,2006,1991,31-39,2005,0,,2005,5591,72-115,2006,922,57-71,2006,290,25-130,15500,13.5,3.1
RedBluff,2006-07-26,Daily,2006,2129,32-39,2005,0,,2005,5931,72-118,2006,1909,40-71,2006,481,22-131,15500,13.6,3.6
RedBluff,2006-07-27,Daily,2006,3597,32-39,2005,0,,2005,5398,73-108,2006,2272,40-72,2006,413,22-79,15500,13.5,3.1
RedBluff,2006-07-28,Daily,2006,5734,30-40,2005,0,,2005,5158,73-129,2006,1340,41-72,2006,291,24-62,15200,14.0,3.4
RedBluff,2006-07-29,Daily,2006,6790,31-40,2005,0,,2005,5983,73-113,2006,2302,41-72,2006,472,23-42,14900,13.5,3.4
RedBluff,2006-07-30,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15100,13.5,NA
RedBluff,2006-07-31,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15200,13.1,NA
RedBluff,2006-08-01,Daily,2006,5828,33-41,2005,0,,2005,5093,75-111,2006,2207,43-74,2006,254,26-92,14700,13.3,2.9
RedBluff,2006-08-02,Daily,2006,4664,30-41,2005,0,,2005,2966,75-112,2006,825,42-74,2006,226,23-58,14900,13.2,3.3
RedBluff,2006-08-03,Daily,2006,5905,30-41,2005,0,,2005,3742,76-125,2006,1703,46-75,2006,394,24-109,15100,13.4,3.2
RedBluff,2006-08-04,Daily,2006,6140,31-40,2005,0,,2005,3919,76-126,2006,1452,42-75,2006,233,28-52,14500,13.4,3.0
RedBluff,2006-08-05,Daily,2006,6673,32-42,2005,0,,2005,2896,77-111,2006,2530,53-76,2006,279,45-300,14500,13.6,3.0
RedBluff,2006-08-06,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14600,13.6,NA
RedBluff,2006-08-07,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14400,13.8,NA
RedBluff,2006-08-08,Daily,2006,6990,30-39,2005,0,,2005,2639,78-109,2006,1424,57-77,2006,239,40-91,14200,13.8,2.9
RedBluff,2006-08-09,Daily,2006,8142,30-42,2005,0,,2005,3340,79-115,2006,1520,54-78,2006,293,23-44,14300,13.4,3.1
