Project,Date,DataType,Winter Chinook BY,Winter Chinook Passage Estimate,Winter Chinook Length,Spring Chinook BY,Spring Chinook Passage Estimate,Spring Chinook Length,Fall Chinook BY,Fall Chinook Passage Estimate,Fall Chinook Length,Late-Fall Chinook BY,Late-Fall Chinook Passage Estimate,Late-Fall Chinook Length,Steelhead BY,Steelhead Passage Estimate,Steelhead Length,Bend Bridge Peak Flow (CFS),Water Temperature (C),Turbidity (NTU)
RedBluff,2007-01-26,Daily,2006,0,,2006,0,,2006,77429,33-42,2006,0,,2007,0,,6070,8.2,1.1
RedBluff,2007-01-27,Daily,2006,0,,2006,0,,2006,57976,31-45,2006,0,,2007,0,,6260,8.4,1.3
RedBluff,2007-01-28,Daily,2006,57,75,2006,104,59,2006,44995,31-43,2006,0,,2007,0,,6220,8.0,1.6
RedBluff,2007-01-29,Daily,2006,361,78-121,2006,0,,2006,72800,33-42,2006,0,,2007,0,,6260,8.5,1.3
RedBluff,2007-01-30,Daily,2006,408,74-114,2006,559,51-66,2006,108167,32-49,2006,0,,2007,0,,6180,8.5,1.3
RedBluff,2007-01-31,Daily,2006,598,74-123,2006,98,67,2006,80547,32-46,2006,0,,2007,0,,6200,8.6,1.5
RedBluff,2007-02-01,Daily,2006,372,83-121,2006,83,60,2006,66872,31-46,2006,0,,2007,0,,6140,8.6,1.3
RedBluff,2007-02-02,Daily,2006,362,74-117,2006,589,51-60,2006,43419,30-50,2006,0,,2007,0,,6050,8.6,1.6
RedBluff,2007-02-03,Daily,2006,323,90-110,2006,262,52-67,2006,38892,30-50,2006,0,,2007,0,,6090,8.5,1.4
RedBluff,2007-02-04,Daily,2006,140,72,2006,191,55-64,2006,60310,31-49,2006,0,,2007,0,,6110,8.4,1.8
RedBluff,2007-02-05,Daily,2006,144,76,2006,89,53,2006,82092,30-50,2006,0,,2007,0,,6050,9.2,1.5
RedBluff,2007-02-06,Daily,2006,0,,2006,346,55-64,2006,72923,33-50,2006,0,,2007,0,,6030,9.3,1.5
RedBluff,2007-02-07,Daily,2006,78,112,2006,0,,2006,28323,30-49,2006,0,,2007,0,,6050,9.7,1.6
RedBluff,2007-02-08,Daily,2006,0,,2006,0,,2006,29272,32-48,2006,0,,2007,0,,6300,9.8,1.6
RedBluff,2007-02-09,Daily,2006,0,,2006,0,,2006,200965,31-49,2006,0,,2007,90,91,11600,9.7,7.4
RedBluff,2007-02-10,Daily,2006,1435,85-100,2006,0,,2006,1725654,31-53,2006,0,,2007,0,,16900,10.3,21.1
RedBluff,2007-02-11,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45400,NA,NA
RedBluff,2007-02-12,Daily,2006,5947,80-87,2006,958,54,2006,1392210,30-53,2006,0,,2007,146,75,23000,10.2,19.9
RedBluff,2007-02-13,Daily,2006,490,101,2006,1379,55-58,2006,342765,30-53,2006,0,,2007,228,91-122,11400,9.9,14.5
RedBluff,2007-02-14,Daily,2006,270,87-89,2006,1658,56-66,2006,140332,32-53,2006,0,,2007,0,,9480,9.9,7.0
RedBluff,2007-02-15,Daily,2006,121,85,2006,703,58-74,2006,109142,31-54,2006,0,,2007,78,108,8210,9.9,4.3
RedBluff,2007-02-16,Daily,2006,0,,2006,155,68-70,2006,59578,31-55,2006,0,,2007,109,79-113,7640,10.6,3.2
RedBluff,2007-02-17,Daily,2006,0,,2006,383,59-71,2006,42854,31-51,2006,0,,2007,43,132,7300,11.2,2.7
RedBluff,2007-02-18,Daily,2006,38,78,2006,38,58,2006,26482,31-55,2006,0,,2007,39,78,7140,11.1,2.5
RedBluff,2007-02-19,Daily,2006,124,77-115,2006,289,59-76,2006,34989,31-55,2006,0,,2007,42,87,6980,10.3,2.1
RedBluff,2007-02-20,Daily,2006,37,87,2006,37,75,2006,34404,30-52,2006,0,,2007,37,74,6800,9.7,2.1
RedBluff,2007-02-21,Daily,2006,0,,2006,0,,2006,23238,30-57,2006,0,,2007,0,,6680,9.5,2.0
RedBluff,2007-02-22,Daily,2006,35,116,2006,35,69,2006,10331,31-53,2006,0,,2007,0,,7020,9.6,3.2
RedBluff,2007-02-23,Daily,2006,0,,2006,293,66,2006,126550,31-57,2006,0,,2007,0,,14200,8.9,19.7
RedBluff,2007-02-24,Daily,2006,0,,2006,814,59-61,2006,226074,31-55,2006,0,,2007,0,,9480,8.8,6.9
RedBluff,2007-02-25,Daily,2006,93,82,2006,349,60-68,2006,67590,32-58,2006,0,,2007,0,,15100,8.7,12.1
RedBluff,2007-02-26,Daily,2006,0,,2006,0,,2006,606750,30-58,2006,0,,2007,47,84,15100,9.1,17.8
RedBluff,2007-02-27,Daily,2006,0,,2006,605,60-62,2006,138634,31-58,2006,0,,2007,0,,10200,7.9,8.3
RedBluff,2007-02-28,Daily,2006,0,,2006,0,,2006,188127,31-58,2006,0,,2007,0,,12900,7.2,10.2
RedBluff,2007-03-01,Daily,2006,0,,2006,198,66,2006,165809,31-59,2006,0,,2007,0,,12500,8.1,7.6
RedBluff,2007-03-02,Daily,2006,0,,2006,1103,63-81,2006,93208,31-59,2006,0,,2007,0,,9260,8.6,4.6
RedBluff,2007-03-03,Daily,2006,380,85-115,2006,434,62-78,2006,38254,31-61,2006,0,,2007,0,,8060,9.9,2.9
RedBluff,2007-03-04,Daily,2006,475,88-134,2006,142,62-78,2006,28293,31-60,2006,0,,2007,0,,7760,10.7,2.5
RedBluff,2007-03-05,Daily,2006,180,87-132,2006,252,63-72,2006,14419,31-61,2006,0,,2007,0,,7500,10.5,3.2
RedBluff,2007-03-06,Daily,2006,0,,2006,66,63-72,2006,17273,31-62,2006,0,,2007,0,,7180,10.5,1.9
RedBluff,2007-03-07,Daily,2006,0,,2006,368,64-70,2006,32378,31-50,2006,0,,2007,0,,7090,10.7,1.9
RedBluff,2007-03-08,Daily,2006,0,,2006,73,64,2006,29790,26-60,2006,0,,2007,0,,7070,10.2,1.8
RedBluff,2007-03-09,Daily,2006,68,97-127,2006,62,72,2006,34769,31-56,2006,0,,2007,0,,7040,10.7,2.3
RedBluff,2007-03-10,Daily,2006,0,,2006,124,68-69,2006,21450,29-60,2006,0,,2007,0,,6930,10.7,2.5
RedBluff,2007-03-11,Daily,2006,33,100,2006,139,68-80,2006,24783,32-64,2006,0,,2007,0,,6800,11.1,2.3
RedBluff,2007-03-12,Daily,2006,68,108-109,2006,206,66-87,2006,22355,31-65,2006,0,,2007,34,169,6780,12.3,1.9
RedBluff,2007-03-13,Daily,2006,0,,2006,32,68,2006,20209,31-64,2006,0,,2007,0,,6840,12.9,1.8
RedBluff,2007-03-14,Daily,2006,0,,2006,0,,2006,22924,33-64,2006,0,,2007,0,,6910,13.2,2.0
RedBluff,2007-03-15,Daily,2006,0,,2006,0,,2006,24969,31-63,2006,0,,2007,0,,6750,12.9,2.0
RedBluff,2007-03-16,Daily,2006,31,96,2006,31,73,2006,24366,30-57,2006,0,,2007,0,,6620,14.1,2.2
RedBluff,2007-03-17,Daily,2006,31,102,2006,62,79-80,2006,20046,31-67,2006,0,,2007,31,31,6580,13.1,1.4
RedBluff,2007-03-18,Daily,2006,66,98-116,2006,94,69-72,2006,16506,30-67,2006,0,,2007,0,,6580,13.4,1.7
RedBluff,2007-03-19,Daily,2006,61,97-128,2006,62,70-77,2006,14404,33-64,2006,0,,2007,0,,6430,13.4,1.7
RedBluff,2007-03-20,Daily,2006,31,119,2006,0,,2006,5502,31-58,2006,0,,2007,0,,6470,13.1,2.3
RedBluff,2007-03-21,Daily,2006,32,116,2006,226,70-85,2006,9956,34-69,2006,0,,2007,33,34,6660,12.7,1.3
RedBluff,2007-03-22,Daily,2006,64,114-139,2006,447,70-85,2006,13489,33-69,2006,0,,2007,0,,6600,12.1,1.6
RedBluff,2007-03-23,Daily,2006,82,95-105,2006,327,71-83,2006,12233,33-70,2006,0,,2007,0,,6360,12.6,1.2
RedBluff,2007-03-24,Daily,2006,133,101-135,2006,364,72-90,2006,11064,33-70,2006,0,,2007,0,,6240,13.3,1.7
RedBluff,2007-03-25,Daily,2006,31,104,2006,219,72-77,2006,6186,32-71,2006,0,,2007,0,,6380,13.2,1.6
RedBluff,2007-03-26,Daily,2006,92,109-118,2006,369,72-83,2006,4359,33-71,2006,0,,2007,0,,7050,12.6,1.4
RedBluff,2007-03-27,Daily,2006,36,123,2006,1110,73-91,2006,5854,33-72,2006,0,,2007,34,53,7620,11.3,1.7
RedBluff,2007-03-28,Daily,2006,247,104-142,2006,3243,73-93,2006,12832,34-72,2006,0,,2007,0,,7710,11.2,1.3
RedBluff,2007-03-29,Daily,2006,175,100-152,2006,3879,73-96,2006,16177,32-72,2006,0,,2007,35,55,7370,11.4,1.9
RedBluff,2007-03-30,Daily,2006,352,100-117,2006,4368,74-91,2006,11981,32-73,2006,0,,2007,33,74,7620,12.2,1.2
RedBluff,2007-03-31,Daily,2006,125,103-152,2006,3554,74-98,2006,10286,34-73,2006,0,,2007,0,,7400,12.8,2.1
RedBluff,2007-04-01,Daily,2006,35,102,2006,764,75-98,2006,4062,34-74,2007,0,,2007,0,,7560,13.2,1.4
RedBluff,2007-04-02,Daily,2006,71,118-129,2006,3654,75-94,2006,6228,35-74,2007,0,,2007,36,53,7890,12.7,1.8
RedBluff,2007-04-03,Daily,2006,139,104-172,2006,3814,76-98,2006,10046,35-75,2007,208,32-34,2007,34,41,7940,12.7,1.5
RedBluff,2007-04-04,Daily,2006,99,109-121,2006,2506,76-100,2006,7008,35-75,2007,99,33-34,2007,0,,7990,12.8,1.5
RedBluff,2007-04-05,Daily,2006,0,,2006,6275,77-99,2006,12601,35-76,2007,152,33-34,2007,68,60-61,8130,13.1,1.9
RedBluff,2007-04-06,Daily,2006,113,110-123,2006,9903,77-102,2006,19079,35-76,2007,300,33-34,2007,76,53-78,8600,13.7,1.2
RedBluff,2007-04-07,Daily,2006,118,112-124,2006,4679,78-103,2006,13967,36-77,2007,565,33-35,2007,37,26,8780,13.9,2.0
RedBluff,2007-04-08,Daily,2006,224,107-124,2006,7714,78-100,2006,14809,36-77,2007,994,27-35,2007,42,61,8850,13.6,2.2
RedBluff,2007-04-09,Daily,2006,41,145,2006,8606,79-97,2006,18009,36-78,2007,1027,32-35,2007,0,,8960,13.6,1.8
RedBluff,2007-04-10,Daily,2006,0,,2006,7607,79-99,2006,21438,36-78,2007,741,33-35,2007,0,,8920,12.9,1.9
RedBluff,2007-04-11,Daily,2006,0,,2006,4778,80-102,2006,16463,37-79,2007,1391,33-36,2007,40,98,8560,12.5,1.7
RedBluff,2007-04-12,Daily,2006,0,,2006,7065,80-103,2006,26779,37-79,2007,1061,34-36,2007,0,,8870,11.9,1.9
RedBluff,2007-04-13,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8780,12.5,NA
RedBluff,2007-04-14,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8890,12.4,NA
RedBluff,2007-04-15,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8960,12.2,NA
RedBluff,2007-04-16,Daily,2006,312,111,2006,15902,83-91,2006,116180,38-82,2007,4888,32-37,2007,0,,9000,12.9,1.4
RedBluff,2007-04-17,Daily,2006,0,,2006,6960,83-95,2006,56043,38-82,2007,6402,32-37,2007,58,62,8960,13.2,1.6
RedBluff,2007-04-18,Daily,2006,0,,2006,7070,84-102,2006,50208,38-83,2007,4205,33-37,2007,56,27,8890,12.4,2.1
RedBluff,2007-04-19,Daily,2006,105,129-132,2006,4543,84-110,2006,41201,39-83,2007,3277,34-38,2007,53,55,8830,12.0,1.8
RedBluff,2007-04-20,Daily,2006,117,114,2006,4992,85-105,2006,41790,39-84,2007,4267,35-38,2007,115,32-53,8910,11.6,1.9
RedBluff,2007-04-21,Daily,2006,0,,2006,4079,85-104,2006,43002,39-84,2007,3206,26-38,2007,0,,8800,12.0,1.5
RedBluff,2007-04-22,Daily,2006,0,,2006,2286,86-106,2006,34029,39-85,2007,1305,32-38,2007,57,35,9600,11.0,1.6
RedBluff,2007-04-23,Daily,2006,0,,2006,8964,86-98,2006,169758,40-85,2007,7775,33-39,2007,205,44-79,12100,13.0,7.0
RedBluff,2007-04-24,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9620,13.6,NA
RedBluff,2007-04-25,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9000,14.1,NA
RedBluff,2007-04-26,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8800,14.3,NA
RedBluff,2007-04-27,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8650,14.6,NA
RedBluff,2007-04-28,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8560,13.9,NA
RedBluff,2007-04-29,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8490,13.5,NA
RedBluff,2007-04-30,Daily,2006,0,,2006,1466,90-100,2006,95680,41-89,2007,1308,34-40,2007,170,48-67,9490,14.1,1.4
RedBluff,2007-05-01,Daily,2006,0,,2006,542,92-101,2006,75492,41-90,2007,1932,34-40,2007,0,,9440,13.2,1.2
RedBluff,2007-05-02,Daily,2006,0,,2006,61,92,2006,34844,42-89,2007,790,33-40,2007,243,38-93,9550,12.0,1.2
RedBluff,2007-05-03,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13600,11.4,NA
RedBluff,2007-05-04,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13500,11.6,NA
RedBluff,2007-05-05,Daily,2006,0,,2006,810,93-120,2006,52827,42-91,2007,12666,33-41,2007,801,47-72,11100,12.3,1.1
RedBluff,2007-05-06,Daily,2006,0,,2006,429,94-119,2006,35100,43-92,2007,1828,36-42,2007,636,46-76,10000,13.1,1.3
RedBluff,2007-05-07,Daily,2006,0,,2006,346,95-108,2006,42027,44-93,2007,1146,34-40,2007,453,38-76,9980,13.9,1.1
RedBluff,2007-05-08,Daily,2006,0,,2006,425,95-103,2006,43240,44-93,2007,1382,32-40,2007,294,27-70,9930,14.2,1.0
RedBluff,2007-05-09,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9820,13.7,NA
RedBluff,2007-05-10,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9790,13.3,NA
RedBluff,2007-05-11,Daily,2006,0,,2006,75,107,2006,66833,45-95,2007,1201,33-41,2007,453,35-82,9790,12.8,1.3
RedBluff,2007-05-12,Daily,2006,0,,2006,201,100-115,2006,45123,46-96,2007,913,33-42,2007,201,34-70,10400,12.8,1.0
RedBluff,2007-05-13,Daily,2006,0,,2006,49,100,2006,44170,45-97,2007,593,35-42,2007,148,58-185,10300,13.2,1.0
RedBluff,2007-05-14,Daily,2006,0,,2006,363,100-111,2006,43230,45-98,2007,669,35-42,2007,396,45-83,10300,13.4,1.1
RedBluff,2007-05-15,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13500,12.9,NA
RedBluff,2007-05-16,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12600,13.2,NA
RedBluff,2007-05-17,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11000,13.6,NA
RedBluff,2007-05-18,Daily,2006,0,,2006,0,,2006,27967,51-99,2007,572,36-45,2007,408,42-72,10400,13.6,1.4
RedBluff,2007-05-19,Daily,2006,0,,2006,60,107,2006,17616,50-98,2007,496,36-43,2007,61,24,10400,13.4,1.3
RedBluff,2007-05-20,Daily,2006,0,,2006,0,,2006,18099,53-100,2007,301,35-39,2007,118,44-61,10400,13.1,1.2
RedBluff,2007-05-21,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10400,13.0,1.9
RedBluff,2007-05-22,Daily,2006,0,,2006,0,,2006,55391,53-99,2007,702,37-43,2007,270,49-69,10400,12.7,1.3
RedBluff,2007-05-23,Daily,2006,0,,2006,0,,2006,44829,48-99,2007,790,35-38,2007,119,47-61,10300,12.8,0.9
RedBluff,2007-05-24,Daily,2006,0,,2006,0,,2006,64539,48-102,2007,700,34-39,2007,139,43-79,10300,13.2,1.8
RedBluff,2007-05-25,Daily,2006,0,,2006,0,,2006,40659,48-105,2007,331,34-46,2007,166,50-72,10300,13.3,1.3
RedBluff,2007-05-26,Daily,2006,0,,2006,73,109,2006,25047,52-100,2007,455,36-48,2007,146,59-92,10300,13.4,1.1
RedBluff,2007-05-27,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10700,13.6,0.9
RedBluff,2007-05-28,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11000,13.4,1.2
RedBluff,2007-05-29,Daily,2006,0,,2006,114,110,2006,40576,50-102,2007,173,39-48,2007,382,26-59,10900,13.4,1.3
RedBluff,2007-05-30,Daily,2006,0,,2006,0,,2006,48669,51-103,2007,509,36-46,2007,170,52-87,11000,13.1,1.2
RedBluff,2007-05-31,Daily,2006,0,,2006,0,,2006,48949,50-96,2007,630,37-49,2007,54,55,10900,13.7,1.4
RedBluff,2007-06-01,Daily,2006,0,,2006,0,,2006,38170,51-102,2007,462,36-50,2007,169,65-82,10900,13.8,1.1
RedBluff,2007-06-02,Daily,2006,0,,2006,0,,2006,77743,55-96,2007,0,,2007,165,63-79,11400,13.7,1.2
RedBluff,2007-06-03,Daily,2006,0,,2006,0,,2006,50923,52-104,2007,130,38-50,2007,65,58,11300,13.6,1.8
RedBluff,2007-06-04,Daily,2006,0,,2006,0,,2006,45343,53-100,2007,369,32-45,2007,238,29-65,11300,13.2,1.4
RedBluff,2007-06-05,Daily,2006,0,,2006,0,,2006,32956,53-97,2007,189,39-46,2007,62,65,11400,12.2,2.1
RedBluff,2007-06-06,Daily,2006,0,,2006,0,,2006,76706,52-105,2007,243,35-50,2007,61,75,11400,11.7,1.1
RedBluff,2007-06-07,Daily,2006,167,161,2006,0,,2006,49394,52-103,2007,121,39-51,2007,66,78,11400,12.9,1.4
RedBluff,2007-06-08,Daily,2006,0,,2006,0,,2006,67953,53-101,2007,310,47-52,2007,124,58-64,11300,13.3,0.8
RedBluff,2007-06-09,Daily,2006,0,,2006,0,,2006,52088,53-100,2007,541,35-52,2007,120,39-47,11300,13.4,1.2
RedBluff,2007-06-10,Daily,2006,0,,2006,0,,2006,57409,54-104,2007,237,36-53,2007,239,59-84,11300,13.5,1.1
RedBluff,2007-06-11,Daily,2006,0,,2006,0,,2006,52400,55-101,2007,424,36-52,2007,181,50-70,11400,13.8,0.9
RedBluff,2007-06-12,Daily,2006,0,,2006,0,,2006,46593,54-106,2007,376,52-53,2007,125,28-64,11300,14.0,1.1
RedBluff,2007-06-13,Daily,2006,0,,2006,0,,2006,59321,55-99,2007,451,49-53,2007,138,46-68,11300,14.3,1.4
RedBluff,2007-06-14,Daily,2006,0,,2006,0,,2006,52150,55-110,2007,620,51-54,2007,577,30-95,11200,14.7,1.0
RedBluff,2007-06-15,Daily,2006,0,,2006,0,,2006,54730,55-107,2007,940,51-54,2007,216,26-90,11200,14.8,1.0
RedBluff,2007-06-16,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12500,14.7,2.2
RedBluff,2007-06-17,Daily,2006,0,,2006,0,,2006,53305,56-112,2007,736,53-55,2007,266,37-67,12500,14.1,1.6
RedBluff,2007-06-18,Daily,2006,0,,2006,0,,2006,54614,56-111,2007,578,52-55,2007,298,35-90,12500,14.1,2.0
RedBluff,2007-06-19,Daily,2006,0,,2006,0,,2006,63192,57-105,2007,2335,45-56,2007,429,42-95,12600,14.6,1.1
RedBluff,2007-06-20,Daily,2006,0,,2006,0,,2006,68476,57-114,2007,979,44-56,2007,498,52-100,13300,14.3,1.1
RedBluff,2007-06-21,Daily,2006,0,,2006,0,,2006,67581,57-112,2007,1513,48-56,2007,384,28-81,13300,14.2,1.8
RedBluff,2007-06-22,Daily,2006,0,,2006,0,,2006,64206,58-114,2007,2039,37-57,2007,380,29-78,13100,14.2,1.3
RedBluff,2007-06-23,Daily,2006,0,,2006,0,,2006,61464,59-105,2007,654,52-56,2007,131,27-85,13600,13.9,2.2
RedBluff,2007-06-24,Daily,2006,0,,2006,0,,2006,64959,59-106,2007,2072,48-58,2007,132,26-47,13600,13.6,1.6
RedBluff,2007-06-25,Daily,2006,0,,2006,0,,2006,52163,59-119,2007,1003,50-58,2007,251,24-65,13900,13.5,1.3
RedBluff,2007-06-26,Daily,2006,0,,2006,0,,2006,53103,59-112,2007,2064,49-58,2007,135,33-73,14100,13.7,1.5
RedBluff,2007-06-27,Daily,2006,0,,2006,0,,2006,43752,60-108,2007,1742,39-59,2007,128,64,14600,13.9,2.0
RedBluff,2007-06-28,Daily,2006,0,,2006,0,,2006,52095,60-108,2007,1186,54-59,2007,425,24-79,14000,14.3,1.5
RedBluff,2007-06-29,Daily,2006,0,,2006,0,,2006,35016,60-106,2007,867,52-59,2007,334,42-61,14200,14.3,1.4
RedBluff,2007-06-30,Daily,2006,0,,2006,0,,2006,56317,62-112,2007,1606,47-60,2007,368,39-90,15400,13.9,2.0
RedBluff,2007-07-01,Daily,2007,0,,2006,0,,2006,51554,61-124,2007,2312,37-60,2007,545,38-111,15400,13.9,2.0
RedBluff,2007-07-02,Daily,2007,0,,2006,0,,2006,52189,62-107,2007,1963,53-61,2007,93,56,15300,13.9,1.9
RedBluff,2007-07-03,Daily,2007,0,,2006,0,,2006,42072,62-106,2007,2441,42-61,2007,329,57-79,15300,14.0,1.9
RedBluff,2007-07-04,Daily,2007,0,,2006,0,,2006,41643,62-109,2007,2922,37-61,2007,563,38-92,15100,14.1,2.2
RedBluff,2007-07-05,Daily,2007,0,,2006,59,160,2006,43097,63-122,2007,2721,50-62,2007,837,43-79,15400,14.2,1.8
RedBluff,2007-07-06,Daily,2007,0,,2006,0,,2006,38101,63-109,2007,2973,38-62,2007,534,28-104,15600,14.4,1.7
RedBluff,2007-07-07,Daily,2007,0,,2006,0,,2006,32080,64-105,2007,3026,37-63,2007,138,36-42,15000,14.5,1.5
RedBluff,2007-07-08,Daily,2007,0,,2006,0,,2006,34531,64-117,2007,2199,37-63,2007,389,32-85,15500,14.6,1.3
RedBluff,2007-07-09,Daily,2007,0,,2006,0,,2006,23447,65-99,2007,2273,47-64,2007,553,25-84,15500,14.7,1.8
RedBluff,2007-07-10,Daily,2007,0,,2006,0,,2006,34676,65-116,2007,2403,44-64,2007,454,28-140,15500,14.8,1.4
RedBluff,2007-07-11,Daily,2007,0,,2006,0,,2006,28031,65-109,2007,2377,40-64,2007,255,39-92,15300,14.7,1.6
RedBluff,2007-07-12,Daily,2007,0,,2006,0,,2006,21931,66-122,2007,2389,48-65,2007,209,56-84,15000,14.2,1.5
RedBluff,2007-07-13,Daily,2007,0,,2006,0,,2006,37232,66-106,2007,4201,44-65,2007,332,26-115,14900,13.9,1.3
RedBluff,2007-07-14,Daily,2007,0,,2006,0,,2006,38085,67-109,2007,5016,39-66,2007,556,42-75,15400,14.4,1.2
RedBluff,2007-07-15,Daily,2007,0,,2006,0,,2006,34916,67-112,2007,6052,37-66,2007,557,28-82,15500,14.6,1.6
RedBluff,2007-07-16,Daily,2007,0,,2006,0,,2006,28339,68-101,2007,6722,51-67,2007,491,42-165,15200,14.5,1.4
RedBluff,2007-07-17,Daily,2007,399,35-37,2006,0,,2006,24960,68-127,2007,7272,38-67,2007,468,27-78,15000,14.5,1.1
RedBluff,2007-07-18,Daily,2007,1024,32-37,2006,0,,2006,16565,68-111,2007,2900,38-67,2007,551,32-190,15800,14.3,1.4
RedBluff,2007-07-19,Daily,2007,350,36-37,2006,0,,2006,19438,69-104,2007,3703,49-68,2007,434,39-100,16600,13.9,1.3
RedBluff,2007-07-20,Daily,2007,6718,35-38,2006,0,,2006,171229,69-108,2007,62142,39-68,2007,1409,38-123,17000,14.2,NA
RedBluff,2007-07-21,Daily,2007,1528,35-38,2006,0,,2006,41833,70-106,2007,22077,39-69,2007,522,50-153,15000,14.5,4.7
RedBluff,2007-07-22,Daily,2007,924,36-38,2006,0,,2006,19347,70-104,2007,12763,39-69,2007,845,34-109,15000,14.7,2.0
