"","Date","runname","Dailypassage","Month"
"288",2005-06-08,"Winter.Chinook.Passage.Estimate",0,6
"289",2005-06-09,"Winter.Chinook.Passage.Estimate",0,6
"290",2005-06-10,"Winter.Chinook.Passage.Estimate",0,6
"291",2005-06-11,"Winter.Chinook.Passage.Estimate",0,6
"292",2005-06-12,"Winter.Chinook.Passage.Estimate",0,6
"293",2005-06-13,"Winter.Chinook.Passage.Estimate",0,6
"294",2005-06-14,"Winter.Chinook.Passage.Estimate",0,6
"295",2005-06-15,"Winter.Chinook.Passage.Estimate",0,6
"296",2005-06-16,"Winter.Chinook.Passage.Estimate",0,6
"297",2005-06-17,"Winter.Chinook.Passage.Estimate",0,6
"298",2005-06-18,"Winter.Chinook.Passage.Estimate",0,6
"299",2005-06-19,"Winter.Chinook.Passage.Estimate",0,6
"300",2005-06-20,"Winter.Chinook.Passage.Estimate",0,6
"301",2005-06-21,"Winter.Chinook.Passage.Estimate",0,6
"302",2005-06-22,"Winter.Chinook.Passage.Estimate",0,6
"303",2005-06-23,"Winter.Chinook.Passage.Estimate",0,6
"304",2005-06-24,"Winter.Chinook.Passage.Estimate",0,6
"305",2005-06-25,"Winter.Chinook.Passage.Estimate",0,6
"306",2005-06-26,"Winter.Chinook.Passage.Estimate",0,6
"307",2005-06-27,"Winter.Chinook.Passage.Estimate",0,6
"308",2005-06-28,"Winter.Chinook.Passage.Estimate",0,6
"309",2005-06-29,"Winter.Chinook.Passage.Estimate",0,6
"310",2005-06-30,"Winter.Chinook.Passage.Estimate",0,6
"311",2005-07-01,"Winter.Chinook.Passage.Estimate",0,7
"312",2005-07-02,"Winter.Chinook.Passage.Estimate",0,7
"313",2005-07-03,"Winter.Chinook.Passage.Estimate",0,7
"314",2005-07-04,"Winter.Chinook.Passage.Estimate",0,7
"315",2005-07-05,"Winter.Chinook.Passage.Estimate",0,7
"316",2005-07-06,"Winter.Chinook.Passage.Estimate",0,7
"317",2005-07-07,"Winter.Chinook.Passage.Estimate",0,7
"318",2005-07-08,"Winter.Chinook.Passage.Estimate",0,7
"319",2005-07-09,"Winter.Chinook.Passage.Estimate",0,7
"320",2005-07-10,"Winter.Chinook.Passage.Estimate",0,7
"321",2005-07-11,"Winter.Chinook.Passage.Estimate",71,7
"322",2005-07-12,"Winter.Chinook.Passage.Estimate",132,7
"323",2005-07-13,"Winter.Chinook.Passage.Estimate",223,7
"324",2005-07-14,"Winter.Chinook.Passage.Estimate",224,7
"325",2005-07-15,"Winter.Chinook.Passage.Estimate",218,7
"326",2005-07-16,"Winter.Chinook.Passage.Estimate",228,7
"327",2005-07-17,"Winter.Chinook.Passage.Estimate",224,7
"328",2005-07-18,"Winter.Chinook.Passage.Estimate",488,7
"329",2005-07-19,"Winter.Chinook.Passage.Estimate",525,7
"330",2005-07-20,"Winter.Chinook.Passage.Estimate",80,7
"331",2005-07-21,"Winter.Chinook.Passage.Estimate",417,7
"332",2005-07-22,"Winter.Chinook.Passage.Estimate",82,7
"333",2005-07-23,"Winter.Chinook.Passage.Estimate",413,7
"334",2005-07-24,"Winter.Chinook.Passage.Estimate",373,7
"335",2005-07-25,"Winter.Chinook.Passage.Estimate",914,7
"336",2005-07-26,"Winter.Chinook.Passage.Estimate",213,7
"337",2005-07-27,"Winter.Chinook.Passage.Estimate",651,7
"338",2005-07-28,"Winter.Chinook.Passage.Estimate",521,7
"339",2005-07-29,"Winter.Chinook.Passage.Estimate",979,7
"340",2005-07-30,"Winter.Chinook.Passage.Estimate",177,7
"341",2005-07-31,"Winter.Chinook.Passage.Estimate",604,7
"342",2005-08-01,"Winter.Chinook.Passage.Estimate",824,8
"343",2005-08-02,"Winter.Chinook.Passage.Estimate",1190,8
"344",2005-08-03,"Winter.Chinook.Passage.Estimate",926,8
"345",2005-08-04,"Winter.Chinook.Passage.Estimate",1257,8
"346",2005-08-05,"Winter.Chinook.Passage.Estimate",1071,8
"347",2005-08-06,"Winter.Chinook.Passage.Estimate",1709,8
"348",2005-08-07,"Winter.Chinook.Passage.Estimate",1166,8
"349",2005-08-08,"Winter.Chinook.Passage.Estimate",704,8
"350",2005-08-09,"Winter.Chinook.Passage.Estimate",1424,8
"351",2005-08-10,"Winter.Chinook.Passage.Estimate",2586,8
"352",2005-08-11,"Winter.Chinook.Passage.Estimate",1163,8
"353",2005-08-12,"Winter.Chinook.Passage.Estimate",647,8
"354",2005-08-13,"Winter.Chinook.Passage.Estimate",1652,8
"355",2005-08-14,"Winter.Chinook.Passage.Estimate",1616,8
"356",2005-08-15,"Winter.Chinook.Passage.Estimate",1633,8
"357",2005-08-16,"Winter.Chinook.Passage.Estimate",1582,8
"358",2005-08-17,"Winter.Chinook.Passage.Estimate",2157,8
"359",2005-08-18,"Winter.Chinook.Passage.Estimate",1849,8
"360",2005-08-19,"Winter.Chinook.Passage.Estimate",2815,8
"361",2005-08-20,"Winter.Chinook.Passage.Estimate",2107,8
"362",2005-08-21,"Winter.Chinook.Passage.Estimate",1921,8
"363",2005-08-22,"Winter.Chinook.Passage.Estimate",3806,8
"364",2005-08-23,"Winter.Chinook.Passage.Estimate",4570,8
"365",2005-08-24,"Winter.Chinook.Passage.Estimate",7221,8
"366",2005-08-25,"Winter.Chinook.Passage.Estimate",13205,8
"367",2005-08-26,"Winter.Chinook.Passage.Estimate",12342,8
"368",2005-08-27,"Winter.Chinook.Passage.Estimate",17116,8
"369",2005-08-28,"Winter.Chinook.Passage.Estimate",22243,8
"370",2005-08-29,"Winter.Chinook.Passage.Estimate",21442,8
"371",2005-08-30,"Winter.Chinook.Passage.Estimate",33165,8
"372",2005-08-31,"Winter.Chinook.Passage.Estimate",47094,8
"373",2005-09-01,"Winter.Chinook.Passage.Estimate",43131,9
"374",2005-09-02,"Winter.Chinook.Passage.Estimate",57964,9
"375",2005-09-03,"Winter.Chinook.Passage.Estimate",55992,9
"376",2005-09-04,"Winter.Chinook.Passage.Estimate",51912,9
"377",2005-09-05,"Winter.Chinook.Passage.Estimate",62680,9
"378",2005-09-06,"Winter.Chinook.Passage.Estimate",85906,9
"379",2005-09-07,"Winter.Chinook.Passage.Estimate",94674,9
"380",2005-09-08,"Winter.Chinook.Passage.Estimate",57950,9
"381",2005-09-09,"Winter.Chinook.Passage.Estimate",67750,9
"382",2005-09-10,"Winter.Chinook.Passage.Estimate",43576,9
"383",2005-09-11,"Winter.Chinook.Passage.Estimate",88960,9
"384",2005-09-12,"Winter.Chinook.Passage.Estimate",77927,9
"385",2005-09-13,"Winter.Chinook.Passage.Estimate",107309,9
"386",2005-09-14,"Winter.Chinook.Passage.Estimate",88842,9
"387",2005-09-21,"Winter.Chinook.Passage.Estimate",133474,9
"388",2005-09-22,"Winter.Chinook.Passage.Estimate",137038,9
"389",2005-09-23,"Winter.Chinook.Passage.Estimate",176057,9
"390",2005-09-24,"Winter.Chinook.Passage.Estimate",318251,9
"391",2005-09-25,"Winter.Chinook.Passage.Estimate",402126,9
"392",2005-09-26,"Winter.Chinook.Passage.Estimate",194214,9
"393",2005-09-27,"Winter.Chinook.Passage.Estimate",292970,9
"394",2005-09-28,"Winter.Chinook.Passage.Estimate",310544,9
"395",2005-09-29,"Winter.Chinook.Passage.Estimate",299799,9
"396",2005-09-30,"Winter.Chinook.Passage.Estimate",297114,9
"397",2005-10-01,"Winter.Chinook.Passage.Estimate",234148,10
"398",2005-10-02,"Winter.Chinook.Passage.Estimate",256507,10
"399",2005-10-03,"Winter.Chinook.Passage.Estimate",216528,10
"400",2005-10-04,"Winter.Chinook.Passage.Estimate",148007,10
"401",2005-10-05,"Winter.Chinook.Passage.Estimate",255136,10
"402",2005-10-06,"Winter.Chinook.Passage.Estimate",217748,10
"403",2005-10-07,"Winter.Chinook.Passage.Estimate",182268,10
"404",2005-10-08,"Winter.Chinook.Passage.Estimate",163957,10
"405",2005-10-09,"Winter.Chinook.Passage.Estimate",126638,10
"406",2005-10-10,"Winter.Chinook.Passage.Estimate",199327,10
"407",2005-10-11,"Winter.Chinook.Passage.Estimate",222843,10
"408",2005-10-12,"Winter.Chinook.Passage.Estimate",147937,10
"409",2005-10-13,"Winter.Chinook.Passage.Estimate",170696,10
"410",2005-10-14,"Winter.Chinook.Passage.Estimate",106815,10
"411",2005-10-15,"Winter.Chinook.Passage.Estimate",50129,10
"412",2005-10-16,"Winter.Chinook.Passage.Estimate",72049,10
"413",2005-10-17,"Winter.Chinook.Passage.Estimate",52409,10
"414",2005-10-18,"Winter.Chinook.Passage.Estimate",44262,10
"415",2005-10-19,"Winter.Chinook.Passage.Estimate",31067,10
"416",2005-10-20,"Winter.Chinook.Passage.Estimate",34215,10
"417",2005-10-21,"Winter.Chinook.Passage.Estimate",49061,10
