"","Date","runname","Dailypassage","Month"
"4238",2018-10-09,"Winter.Chinook.Passage.Estimate",34984,10
"4239",2018-10-10,"Winter.Chinook.Passage.Estimate",25074,10
"4240",2018-10-11,"Winter.Chinook.Passage.Estimate",21632,10
"4241",2018-10-12,"Winter.Chinook.Passage.Estimate",25149,10
"4242",2018-10-13,"Winter.Chinook.Passage.Estimate",28215,10
"4243",2018-10-14,"Winter.Chinook.Passage.Estimate",22803,10
"4244",2018-10-15,"Winter.Chinook.Passage.Estimate",24180,10
"4245",2018-10-16,"Winter.Chinook.Passage.Estimate",23828,10
"4246",2018-10-17,"Winter.Chinook.Passage.Estimate",26950,10
"4247",2018-10-18,"Winter.Chinook.Passage.Estimate",16659,10
"4248",2018-10-19,"Winter.Chinook.Passage.Estimate",13406,10
"4249",2018-10-20,"Winter.Chinook.Passage.Estimate",16879,10
"4250",2018-10-21,"Winter.Chinook.Passage.Estimate",14796,10
"4251",2018-10-22,"Winter.Chinook.Passage.Estimate",13275,10
"4252",2018-10-23,"Winter.Chinook.Passage.Estimate",12226,10
"4253",2018-10-24,"Winter.Chinook.Passage.Estimate",7839,10
"4254",2018-10-25,"Winter.Chinook.Passage.Estimate",7019,10
"4255",2018-10-26,"Winter.Chinook.Passage.Estimate",8941,10
"4256",2018-10-27,"Winter.Chinook.Passage.Estimate",16121,10
"4257",2018-10-28,"Winter.Chinook.Passage.Estimate",14213,10
"4258",2018-10-29,"Winter.Chinook.Passage.Estimate",11550,10
"4259",2018-10-30,"Winter.Chinook.Passage.Estimate",14429,10
"4260",2018-10-31,"Winter.Chinook.Passage.Estimate",13342,10
"4261",2018-11-01,"Winter.Chinook.Passage.Estimate",12754,11
"4262",2018-11-02,"Winter.Chinook.Passage.Estimate",10860,11
"4263",2018-11-03,"Winter.Chinook.Passage.Estimate",11787,11
"4264",2018-11-04,"Winter.Chinook.Passage.Estimate",8537,11
"4265",2018-11-05,"Winter.Chinook.Passage.Estimate",7300,11
"4266",2018-11-06,"Winter.Chinook.Passage.Estimate",8095,11
"4267",2018-11-07,"Winter.Chinook.Passage.Estimate",8125,11
"4268",2018-11-08,"Winter.Chinook.Passage.Estimate",8066,11
"4269",2018-11-09,"Winter.Chinook.Passage.Estimate",9509,11
"4270",2018-11-10,"Winter.Chinook.Passage.Estimate",5857,11
"4271",2018-11-11,"Winter.Chinook.Passage.Estimate",11330,11
"4272",2018-11-12,"Winter.Chinook.Passage.Estimate",8545,11
"4273",2018-11-13,"Winter.Chinook.Passage.Estimate",6510,11
"4274",2018-11-14,"Winter.Chinook.Passage.Estimate",3231,11
"4275",2018-11-15,"Winter.Chinook.Passage.Estimate",4241,11
"4276",2018-11-16,"Winter.Chinook.Passage.Estimate",3163,11
"4277",2018-11-17,"Winter.Chinook.Passage.Estimate",2939,11
"4278",2018-11-18,"Winter.Chinook.Passage.Estimate",2932,11
"4279",2018-11-19,"Winter.Chinook.Passage.Estimate",5327,11
"4280",2018-11-20,"Winter.Chinook.Passage.Estimate",6278,11
"4281",2018-11-21,"Winter.Chinook.Passage.Estimate",3831,11
"4282",2018-11-24,"Winter.Chinook.Passage.Estimate",6847,11
"4283",2018-11-25,"Winter.Chinook.Passage.Estimate",20013,11
"4284",2018-11-26,"Winter.Chinook.Passage.Estimate",12528,11
"4285",2018-11-27,"Winter.Chinook.Passage.Estimate",2147,11
"4286",2018-11-28,"Winter.Chinook.Passage.Estimate",1800,11
"4287",2018-12-01,"Winter.Chinook.Passage.Estimate",55136,12
"4288",2018-12-02,"Winter.Chinook.Passage.Estimate",23487,12
"4289",2018-12-03,"Winter.Chinook.Passage.Estimate",3725,12
"4290",2018-12-04,"Winter.Chinook.Passage.Estimate",4257,12
"4291",2018-12-07,"Winter.Chinook.Passage.Estimate",2233,12
"4292",2018-12-08,"Winter.Chinook.Passage.Estimate",1730,12
"4293",2018-12-09,"Winter.Chinook.Passage.Estimate",1629,12
"4294",2018-12-10,"Winter.Chinook.Passage.Estimate",581,12
"4295",2018-12-11,"Winter.Chinook.Passage.Estimate",885,12
"4296",2018-12-12,"Winter.Chinook.Passage.Estimate",881,12
"4297",2018-12-13,"Winter.Chinook.Passage.Estimate",1541,12
"4298",2018-12-14,"Winter.Chinook.Passage.Estimate",1419,12
"4299",2018-12-15,"Winter.Chinook.Passage.Estimate",329,12
"4300",2018-12-16,"Winter.Chinook.Passage.Estimate",1268,12
"4301",2018-12-19,"Winter.Chinook.Passage.Estimate",1450,12
"4302",2018-12-20,"Winter.Chinook.Passage.Estimate",147,12
"4303",2018-12-21,"Winter.Chinook.Passage.Estimate",27,12
"4304",2018-12-22,"Winter.Chinook.Passage.Estimate",297,12
"4305",2018-12-23,"Winter.Chinook.Passage.Estimate",118,12
"4306",2018-12-24,"Winter.Chinook.Passage.Estimate",83,12
"4307",2018-12-27,"Winter.Chinook.Passage.Estimate",1965,12
"4308",2018-12-28,"Winter.Chinook.Passage.Estimate",1216,12
"4309",2018-12-29,"Winter.Chinook.Passage.Estimate",1576,12
"4310",2018-12-30,"Winter.Chinook.Passage.Estimate",1145,12
"4311",2018-12-31,"Winter.Chinook.Passage.Estimate",1433,12
"4312",NA,"Winter.Chinook.Passage.Estimate",815,NA
"4313",NA,"Winter.Chinook.Passage.Estimate",610,NA
"4314",NA,"Winter.Chinook.Passage.Estimate",1898,NA
"4315",NA,"Winter.Chinook.Passage.Estimate",202,NA
"4316",NA,"Winter.Chinook.Passage.Estimate",165,NA
"4317",NA,"Winter.Chinook.Passage.Estimate",2052,NA
"4318",NA,"Winter.Chinook.Passage.Estimate",486,NA
"4319",NA,"Winter.Chinook.Passage.Estimate",616,NA
"4320",NA,"Winter.Chinook.Passage.Estimate",918,NA
"4321",NA,"Winter.Chinook.Passage.Estimate",251,NA
"4322",NA,"Winter.Chinook.Passage.Estimate",1344,NA
"4323",NA,"Winter.Chinook.Passage.Estimate",265,NA
"4324",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4325",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4326",NA,"Winter.Chinook.Passage.Estimate",841,NA
"4327",NA,"Winter.Chinook.Passage.Estimate",299,NA
"4328",NA,"Winter.Chinook.Passage.Estimate",376,NA
"4329",NA,"Winter.Chinook.Passage.Estimate",188,NA
"4330",NA,"Winter.Chinook.Passage.Estimate",58,NA
"4331",NA,"Winter.Chinook.Passage.Estimate",60,NA
"4332",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4333",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4334",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4335",NA,"Winter.Chinook.Passage.Estimate",279,NA
"4336",NA,"Winter.Chinook.Passage.Estimate",236,NA
"4337",NA,"Winter.Chinook.Passage.Estimate",36,NA
"4338",NA,"Winter.Chinook.Passage.Estimate",31,NA
"4339",NA,"Winter.Chinook.Passage.Estimate",77,NA
"4340",NA,"Winter.Chinook.Passage.Estimate",67,NA
"4341",NA,"Winter.Chinook.Passage.Estimate",405,NA
"4342",NA,"Winter.Chinook.Passage.Estimate",1328,NA
"4343",NA,"Winter.Chinook.Passage.Estimate",694,NA
"4344",NA,"Winter.Chinook.Passage.Estimate",414,NA
"4345",NA,"Winter.Chinook.Passage.Estimate",112,NA
"4346",NA,"Winter.Chinook.Passage.Estimate",147,NA
"4347",NA,"Winter.Chinook.Passage.Estimate",89,NA
"4348",NA,"Winter.Chinook.Passage.Estimate",32,NA
"4349",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4350",NA,"Winter.Chinook.Passage.Estimate",1108,NA
"4351",NA,"Winter.Chinook.Passage.Estimate",548,NA
"4352",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4353",NA,"Winter.Chinook.Passage.Estimate",245,NA
"4354",NA,"Winter.Chinook.Passage.Estimate",228,NA
"4355",NA,"Winter.Chinook.Passage.Estimate",406,NA
"4356",NA,"Winter.Chinook.Passage.Estimate",906,NA
"4357",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4358",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4359",NA,"Winter.Chinook.Passage.Estimate",907,NA
"4360",NA,"Winter.Chinook.Passage.Estimate",754,NA
"4361",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4362",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4363",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4364",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4365",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4366",NA,"Winter.Chinook.Passage.Estimate",357,NA
"4367",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4368",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4369",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4370",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4371",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4372",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4373",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4374",NA,"Winter.Chinook.Passage.Estimate",42,NA
"4375",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4376",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4377",NA,"Winter.Chinook.Passage.Estimate",40,NA
"4378",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4379",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4380",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4381",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4382",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4383",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4384",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4385",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4386",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4387",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4388",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4389",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4390",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4391",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4392",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4393",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4394",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4395",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4396",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4397",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4398",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4399",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4400",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4401",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4402",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4403",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4404",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4405",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4406",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4407",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4408",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4409",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4410",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4411",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4412",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4413",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4414",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4415",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4416",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4417",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4418",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4419",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4420",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4421",NA,"Winter.Chinook.Passage.Estimate",87,NA
"4422",NA,"Winter.Chinook.Passage.Estimate",90,NA
"4423",NA,"Winter.Chinook.Passage.Estimate",91,NA
"4424",NA,"Winter.Chinook.Passage.Estimate",43,NA
"4425",NA,"Winter.Chinook.Passage.Estimate",42,NA
"4426",NA,"Winter.Chinook.Passage.Estimate",43,NA
"4427",NA,"Winter.Chinook.Passage.Estimate",92,NA
"4428",NA,"Winter.Chinook.Passage.Estimate",138,NA
"4429",NA,"Winter.Chinook.Passage.Estimate",43,NA
"4430",NA,"Winter.Chinook.Passage.Estimate",41,NA
"4431",NA,"Winter.Chinook.Passage.Estimate",142,NA
"4432",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4433",NA,"Winter.Chinook.Passage.Estimate",0,NA
"4434",NA,"Winter.Chinook.Passage.Estimate",84,NA
"4435",NA,"Winter.Chinook.Passage.Estimate",187,NA
"4436",NA,"Winter.Chinook.Passage.Estimate",401,NA
"4437",NA,"Winter.Chinook.Passage.Estimate",429,NA
"4438",NA,"Winter.Chinook.Passage.Estimate",532,NA
"4439",NA,"Winter.Chinook.Passage.Estimate",375,NA
"4440",NA,"Winter.Chinook.Passage.Estimate",874,NA
"4441",NA,"Winter.Chinook.Passage.Estimate",710,NA
"4442",NA,"Winter.Chinook.Passage.Estimate",1801,NA
"4443",NA,"Winter.Chinook.Passage.Estimate",1778,NA
"4444",NA,"Winter.Chinook.Passage.Estimate",1452,NA
"4445",NA,"Winter.Chinook.Passage.Estimate",1628,NA
"4446",NA,"Winter.Chinook.Passage.Estimate",1398,NA
"4447",NA,"Winter.Chinook.Passage.Estimate",1585,NA
"4448",NA,"Winter.Chinook.Passage.Estimate",1940,NA
"4449",NA,"Winter.Chinook.Passage.Estimate",2314,NA
"4450",NA,"Winter.Chinook.Passage.Estimate",2747,NA
"4451",NA,"Winter.Chinook.Passage.Estimate",1945,NA
"4452",NA,"Winter.Chinook.Passage.Estimate",2536,NA
"4453",NA,"Winter.Chinook.Passage.Estimate",3148,NA
"4454",NA,"Winter.Chinook.Passage.Estimate",3282,NA
"4455",NA,"Winter.Chinook.Passage.Estimate",4249,NA
"4456",NA,"Winter.Chinook.Passage.Estimate",3916,NA
"4457",NA,"Winter.Chinook.Passage.Estimate",4254,NA
"4458",NA,"Winter.Chinook.Passage.Estimate",6597,NA
"4459",NA,"Winter.Chinook.Passage.Estimate",8759,NA
"4460",NA,"Winter.Chinook.Passage.Estimate",8398,NA
"4461",NA,"Winter.Chinook.Passage.Estimate",11396,NA
"4462",NA,"Winter.Chinook.Passage.Estimate",12047,NA
"4463",NA,"Winter.Chinook.Passage.Estimate",14062,NA
"4464",NA,"Winter.Chinook.Passage.Estimate",14954,NA
"4465",NA,"Winter.Chinook.Passage.Estimate",22454,NA
"4466",NA,"Winter.Chinook.Passage.Estimate",25267,NA
"4467",NA,"Winter.Chinook.Passage.Estimate",25129,NA
"4468",NA,"Winter.Chinook.Passage.Estimate",26930,NA
"4469",NA,"Winter.Chinook.Passage.Estimate",27178,NA
"4470",NA,"Winter.Chinook.Passage.Estimate",34458,NA
"4471",NA,"Winter.Chinook.Passage.Estimate",29978,NA
"4472",2004-06-28,"Spring.Chinook.Passage.Estimate",0,6
"4473",2004-06-29,"Spring.Chinook.Passage.Estimate",0,6
"4474",2004-06-30,"Spring.Chinook.Passage.Estimate",0,6
"4475",2004-07-01,"Spring.Chinook.Passage.Estimate",0,7
"4476",2004-07-02,"Spring.Chinook.Passage.Estimate",0,7
"4477",2004-07-03,"Spring.Chinook.Passage.Estimate",63,7
"4478",2004-07-04,"Spring.Chinook.Passage.Estimate",0,7
"4479",2004-07-05,"Spring.Chinook.Passage.Estimate",0,7
"4480",2004-07-06,"Spring.Chinook.Passage.Estimate",0,7
"4481",2004-07-07,"Spring.Chinook.Passage.Estimate",0,7
"4482",2004-07-08,"Spring.Chinook.Passage.Estimate",0,7
"4483",2004-07-09,"Spring.Chinook.Passage.Estimate",0,7
"4484",2004-07-10,"Spring.Chinook.Passage.Estimate",0,7
"4485",2004-07-11,"Spring.Chinook.Passage.Estimate",0,7
"4486",2004-07-12,"Spring.Chinook.Passage.Estimate",63,7
"4487",2004-07-13,"Spring.Chinook.Passage.Estimate",0,7
"4488",2004-07-17,"Spring.Chinook.Passage.Estimate",0,7
"4489",2004-07-18,"Spring.Chinook.Passage.Estimate",0,7
"4490",2004-07-19,"Spring.Chinook.Passage.Estimate",0,7
"4491",2004-07-20,"Spring.Chinook.Passage.Estimate",0,7
"4492",2004-07-21,"Spring.Chinook.Passage.Estimate",0,7
"4493",2004-07-22,"Spring.Chinook.Passage.Estimate",0,7
"4494",2004-07-23,"Spring.Chinook.Passage.Estimate",0,7
"4495",2004-07-25,"Spring.Chinook.Passage.Estimate",62,7
"4496",2004-07-26,"Spring.Chinook.Passage.Estimate",0,7
"4497",2004-07-27,"Spring.Chinook.Passage.Estimate",0,7
"4498",2004-07-28,"Spring.Chinook.Passage.Estimate",0,7
"4499",2004-07-29,"Spring.Chinook.Passage.Estimate",0,7
"4500",2004-07-30,"Spring.Chinook.Passage.Estimate",0,7
"4501",2004-07-31,"Spring.Chinook.Passage.Estimate",0,7
"4502",2004-08-01,"Spring.Chinook.Passage.Estimate",0,8
"4503",2004-08-02,"Spring.Chinook.Passage.Estimate",0,8
"4504",2004-08-03,"Spring.Chinook.Passage.Estimate",0,8
"4505",2004-08-04,"Spring.Chinook.Passage.Estimate",0,8
"4506",2004-08-05,"Spring.Chinook.Passage.Estimate",0,8
"4507",2004-08-06,"Spring.Chinook.Passage.Estimate",0,8
"4508",2004-08-07,"Spring.Chinook.Passage.Estimate",0,8
"4509",2004-08-08,"Spring.Chinook.Passage.Estimate",0,8
"4510",2004-08-09,"Spring.Chinook.Passage.Estimate",0,8
"4511",2004-08-10,"Spring.Chinook.Passage.Estimate",0,8
"4512",2004-08-11,"Spring.Chinook.Passage.Estimate",0,8
"4513",2004-08-12,"Spring.Chinook.Passage.Estimate",0,8
"4514",2004-08-13,"Spring.Chinook.Passage.Estimate",0,8
"4515",2004-08-14,"Spring.Chinook.Passage.Estimate",0,8
"4516",2004-08-15,"Spring.Chinook.Passage.Estimate",0,8
"4517",2004-08-16,"Spring.Chinook.Passage.Estimate",0,8
"4518",2004-08-17,"Spring.Chinook.Passage.Estimate",0,8
"4519",2004-08-18,"Spring.Chinook.Passage.Estimate",0,8
"4520",2004-08-19,"Spring.Chinook.Passage.Estimate",0,8
"4521",2004-08-20,"Spring.Chinook.Passage.Estimate",0,8
"4522",2004-08-21,"Spring.Chinook.Passage.Estimate",0,8
"4523",2004-08-22,"Spring.Chinook.Passage.Estimate",0,8
"4524",2004-08-23,"Spring.Chinook.Passage.Estimate",0,8
"4525",2004-08-24,"Spring.Chinook.Passage.Estimate",0,8
"4526",2004-08-25,"Spring.Chinook.Passage.Estimate",0,8
"4527",2004-08-26,"Spring.Chinook.Passage.Estimate",0,8
"4528",2004-08-27,"Spring.Chinook.Passage.Estimate",0,8
"4529",2004-08-28,"Spring.Chinook.Passage.Estimate",0,8
"4530",2004-08-29,"Spring.Chinook.Passage.Estimate",0,8
"4531",2004-08-30,"Spring.Chinook.Passage.Estimate",0,8
"4532",2004-08-31,"Spring.Chinook.Passage.Estimate",0,8
"4533",2004-09-01,"Spring.Chinook.Passage.Estimate",0,9
"4534",2004-09-02,"Spring.Chinook.Passage.Estimate",0,9
"4535",2004-09-03,"Spring.Chinook.Passage.Estimate",0,9
"4536",2004-09-04,"Spring.Chinook.Passage.Estimate",0,9
"4537",2004-09-05,"Spring.Chinook.Passage.Estimate",0,9
"4538",2004-09-06,"Spring.Chinook.Passage.Estimate",0,9
"4539",2004-09-07,"Spring.Chinook.Passage.Estimate",0,9
"4540",2004-09-08,"Spring.Chinook.Passage.Estimate",0,9
"4541",2004-09-15,"Spring.Chinook.Passage.Estimate",0,9
"4542",2004-09-16,"Spring.Chinook.Passage.Estimate",0,9
"4543",2004-09-17,"Spring.Chinook.Passage.Estimate",0,9
"4544",2004-09-18,"Spring.Chinook.Passage.Estimate",0,9
"4545",2004-09-19,"Spring.Chinook.Passage.Estimate",0,9
"4546",2004-09-20,"Spring.Chinook.Passage.Estimate",0,9
"4547",2004-09-21,"Spring.Chinook.Passage.Estimate",0,9
"4548",2004-09-22,"Spring.Chinook.Passage.Estimate",0,9
"4549",2004-09-23,"Spring.Chinook.Passage.Estimate",0,9
"4550",2004-09-24,"Spring.Chinook.Passage.Estimate",0,9
"4551",2004-09-25,"Spring.Chinook.Passage.Estimate",0,9
"4552",2004-09-26,"Spring.Chinook.Passage.Estimate",0,9
"4553",2004-09-27,"Spring.Chinook.Passage.Estimate",0,9
"4554",2004-09-28,"Spring.Chinook.Passage.Estimate",0,9
"4555",2004-09-29,"Spring.Chinook.Passage.Estimate",0,9
"4556",2004-09-30,"Spring.Chinook.Passage.Estimate",0,9
"4557",2004-10-01,"Spring.Chinook.Passage.Estimate",0,10
"4558",2004-10-02,"Spring.Chinook.Passage.Estimate",0,10
"4559",2004-10-03,"Spring.Chinook.Passage.Estimate",0,10
"4560",2004-10-04,"Spring.Chinook.Passage.Estimate",0,10
"4561",2004-10-05,"Spring.Chinook.Passage.Estimate",0,10
"4562",2004-10-06,"Spring.Chinook.Passage.Estimate",0,10
"4563",2004-10-07,"Spring.Chinook.Passage.Estimate",0,10
"4564",2004-10-08,"Spring.Chinook.Passage.Estimate",0,10
"4565",2004-10-09,"Spring.Chinook.Passage.Estimate",0,10
"4566",2004-10-10,"Spring.Chinook.Passage.Estimate",0,10
"4567",2004-10-11,"Spring.Chinook.Passage.Estimate",0,10
"4568",2004-10-12,"Spring.Chinook.Passage.Estimate",0,10
"4569",2004-10-13,"Spring.Chinook.Passage.Estimate",0,10
"4570",2004-10-14,"Spring.Chinook.Passage.Estimate",0,10
"4571",2004-10-15,"Spring.Chinook.Passage.Estimate",0,10
"4572",2004-10-16,"Spring.Chinook.Passage.Estimate",2405,10
"4573",2004-10-17,"Spring.Chinook.Passage.Estimate",2393,10
"4574",2004-10-18,"Spring.Chinook.Passage.Estimate",2303,10
"4575",2004-10-19,"Spring.Chinook.Passage.Estimate",13986,10
"4576",2004-10-20,"Spring.Chinook.Passage.Estimate",9800,10
"4577",2004-10-21,"Spring.Chinook.Passage.Estimate",15359,10
"4578",2004-10-22,"Spring.Chinook.Passage.Estimate",2783,10
"4579",2004-10-23,"Spring.Chinook.Passage.Estimate",310,10
"4580",2004-10-24,"Spring.Chinook.Passage.Estimate",846,10
"4581",2004-10-25,"Spring.Chinook.Passage.Estimate",840,10
"4582",2004-10-26,"Spring.Chinook.Passage.Estimate",438,10
"4583",2004-10-27,"Spring.Chinook.Passage.Estimate",1454,10
"4584",2004-10-28,"Spring.Chinook.Passage.Estimate",865,10
"4585",2004-10-29,"Spring.Chinook.Passage.Estimate",42,10
"4586",2004-10-30,"Spring.Chinook.Passage.Estimate",227,10
"4587",2004-10-31,"Spring.Chinook.Passage.Estimate",506,10
"4588",2004-11-01,"Spring.Chinook.Passage.Estimate",222,11
"4589",2004-11-02,"Spring.Chinook.Passage.Estimate",189,11
"4590",2004-11-03,"Spring.Chinook.Passage.Estimate",36,11
"4591",2004-11-04,"Spring.Chinook.Passage.Estimate",108,11
"4592",2004-11-05,"Spring.Chinook.Passage.Estimate",222,11
"4593",2004-11-06,"Spring.Chinook.Passage.Estimate",143,11
"4594",2004-11-07,"Spring.Chinook.Passage.Estimate",34,11
"4595",2004-11-08,"Spring.Chinook.Passage.Estimate",34,11
"4596",2004-11-09,"Spring.Chinook.Passage.Estimate",34,11
"4597",2004-11-10,"Spring.Chinook.Passage.Estimate",31,11
"4598",2004-11-11,"Spring.Chinook.Passage.Estimate",101,11
"4599",2004-11-12,"Spring.Chinook.Passage.Estimate",66,11
"4600",2004-11-13,"Spring.Chinook.Passage.Estimate",36,11
"4601",2004-11-14,"Spring.Chinook.Passage.Estimate",178,11
"4602",2004-11-15,"Spring.Chinook.Passage.Estimate",35,11
"4603",2004-11-16,"Spring.Chinook.Passage.Estimate",211,11
"4604",2004-11-17,"Spring.Chinook.Passage.Estimate",97,11
"4605",2004-11-18,"Spring.Chinook.Passage.Estimate",124,11
"4606",2004-11-19,"Spring.Chinook.Passage.Estimate",194,11
"4607",2004-11-20,"Spring.Chinook.Passage.Estimate",209,11
"4608",2004-11-21,"Spring.Chinook.Passage.Estimate",406,11
"4609",2004-11-22,"Spring.Chinook.Passage.Estimate",990,11
"4610",2004-11-23,"Spring.Chinook.Passage.Estimate",1016,11
"4611",2004-11-24,"Spring.Chinook.Passage.Estimate",1218,11
"4612",2004-11-25,"Spring.Chinook.Passage.Estimate",866,11
"4613",2004-11-26,"Spring.Chinook.Passage.Estimate",316,11
"4614",2004-11-27,"Spring.Chinook.Passage.Estimate",128,11
"4615",2004-11-28,"Spring.Chinook.Passage.Estimate",234,11
"4616",2004-11-29,"Spring.Chinook.Passage.Estimate",992,11
"4617",2004-11-30,"Spring.Chinook.Passage.Estimate",1480,11
"4618",2004-12-01,"Spring.Chinook.Passage.Estimate",452,12
"4619",2004-12-02,"Spring.Chinook.Passage.Estimate",395,12
"4620",2004-12-03,"Spring.Chinook.Passage.Estimate",571,12
"4621",2004-12-04,"Spring.Chinook.Passage.Estimate",752,12
"4622",2004-12-05,"Spring.Chinook.Passage.Estimate",514,12
"4623",2004-12-06,"Spring.Chinook.Passage.Estimate",407,12
"4624",2004-12-07,"Spring.Chinook.Passage.Estimate",216,12
"4625",2004-12-08,"Spring.Chinook.Passage.Estimate",2900,12
"4626",2004-12-10,"Spring.Chinook.Passage.Estimate",36136,12
"4627",2004-12-11,"Spring.Chinook.Passage.Estimate",5555,12
"4628",2004-12-12,"Spring.Chinook.Passage.Estimate",1081,12
"4629",2004-12-13,"Spring.Chinook.Passage.Estimate",512,12
"4630",2004-12-14,"Spring.Chinook.Passage.Estimate",617,12
"4631",2004-12-15,"Spring.Chinook.Passage.Estimate",1705,12
"4632",2004-12-16,"Spring.Chinook.Passage.Estimate",1129,12
"4633",2004-12-17,"Spring.Chinook.Passage.Estimate",793,12
"4634",2004-12-18,"Spring.Chinook.Passage.Estimate",1135,12
"4635",2004-12-19,"Spring.Chinook.Passage.Estimate",2109,12
"4636",2004-12-20,"Spring.Chinook.Passage.Estimate",829,12
"4637",2004-12-21,"Spring.Chinook.Passage.Estimate",1020,12
"4638",2004-12-22,"Spring.Chinook.Passage.Estimate",1225,12
"4639",2004-12-23,"Spring.Chinook.Passage.Estimate",1603,12
"4640",2004-12-24,"Spring.Chinook.Passage.Estimate",564,12
"4641",2004-12-30,"Spring.Chinook.Passage.Estimate",1464,12
"4642",2004-12-31,"Spring.Chinook.Passage.Estimate",7573,12
"4643",2005-01-03,"Spring.Chinook.Passage.Estimate",772,1
"4644",2005-01-04,"Spring.Chinook.Passage.Estimate",216,1
"4645",2005-01-05,"Spring.Chinook.Passage.Estimate",282,1
"4646",2005-01-06,"Spring.Chinook.Passage.Estimate",71,1
"4647",2005-01-07,"Spring.Chinook.Passage.Estimate",35,1
"4648",2005-01-09,"Spring.Chinook.Passage.Estimate",2083,1
"4649",2005-01-10,"Spring.Chinook.Passage.Estimate",596,1
"4650",2005-01-11,"Spring.Chinook.Passage.Estimate",37,1
"4651",2005-01-12,"Spring.Chinook.Passage.Estimate",2213,1
"4652",2005-01-13,"Spring.Chinook.Passage.Estimate",558,1
"4653",2005-01-14,"Spring.Chinook.Passage.Estimate",370,1
"4654",2005-01-15,"Spring.Chinook.Passage.Estimate",0,1
"4655",2005-01-16,"Spring.Chinook.Passage.Estimate",0,1
"4656",2005-01-17,"Spring.Chinook.Passage.Estimate",0,1
"4657",2005-01-18,"Spring.Chinook.Passage.Estimate",0,1
"4658",2005-01-19,"Spring.Chinook.Passage.Estimate",0,1
