Project,Date,DataType,Winter Chinook BY,Winter Chinook Passage Estimate,Winter Chinook Length,Spring Chinook BY,Spring Chinook Passage Estimate,Spring Chinook Length,Fall Chinook BY,Fall Chinook Passage Estimate,Fall Chinook Length,Late-Fall Chinook BY,Late-Fall Chinook Passage Estimate,Late-Fall Chinook Length,Steelhead BY,Steelhead Passage Estimate,Steelhead Length,Bend Bridge Peak Flow (CFS),Water Temperature (C),Turbidity (NTU)
RedBluff,2017-01-01,Daily,2016,0,NA,2016,73,43,2016,45724,30-40,2016,0,NA,2017,0,NA,11100,8.9,5.1
RedBluff,2017-01-02,Daily,2016,271,62-89,2016,112,48,2016,58793,29-40,2016,0,NA,2017,0,NA,10200,8.3,5.2
RedBluff,2017-01-03,Daily,2016,0,NA,2016,0,NA,2016,55357,30-41,2016,0,NA,2017,0,NA,9250,8.3,5.5
RedBluff,2017-01-04,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35900,7.7,NA
RedBluff,2017-01-05,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,37100,7.3,NA
RedBluff,2017-01-06,Daily,2016,0,NA,2016,0,NA,2016,141213,32-41,2016,0,NA,2017,0,NA,12700,6.4,25.5
RedBluff,2017-01-07,Daily,2016,0,NA,2016,0,NA,2016,81272,31-40,2016,0,NA,2017,0,NA,10300,6.7,9.9
RedBluff,2017-01-08,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26900,6.9,NA
RedBluff,2017-01-09,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,81100,8.2,NA
RedBluff,2017-01-10,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,67900,8.8,NA
RedBluff,2017-01-11,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,76700,8.9,NA
RedBluff,2017-01-12,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70000,8.6,NA
RedBluff,2017-01-13,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,57200,8.9,NA
RedBluff,2017-01-14,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51700,9.1,NA
RedBluff,2017-01-15,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47000,9.1,NA
RedBluff,2017-01-16,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43500,9.0,NA
RedBluff,2017-01-17,Daily,2016,0,NA,2016,0,NA,2016,383150,28-40,2016,0,NA,2017,0,NA,42400,9.1,12.1
RedBluff,2017-01-18,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41400,7.9,NA
RedBluff,2017-01-19,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,71900,8.4,NA
RedBluff,2017-01-20,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,74100,8.7,NA
RedBluff,2017-01-21,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,73200,8.6,NA
RedBluff,2017-01-22,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,64300,8.7,NA
RedBluff,2017-01-23,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,76900,8.7,NA
RedBluff,2017-01-24,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,52500,8.8,NA
RedBluff,2017-01-25,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44900,8.5,NA
RedBluff,2017-01-26,Daily,2016,0,NA,2016,0,NA,2016,26991,31-42,2016,0,NA,2017,0,NA,40100,8.7,28.8
RedBluff,2017-01-27,Daily,2016,0,NA,2016,0,NA,2016,44811,30-44,2016,0,NA,2017,0,NA,39900,8.7,27.1
RedBluff,2017-01-28,Daily,2016,479,122,2016,769,49-52,2016,163007,27-47,2016,0,NA,2017,0,NA,38300,8.6,22.2
RedBluff,2017-01-29,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36100,8.5,NA
RedBluff,2017-01-30,Daily,2016,0,NA,2016,0,NA,2016,41211,31-48,2016,0,NA,2017,0,NA,31300,8.5,26.6
RedBluff,2017-01-31,Daily,2016,0,NA,2016,0,NA,2016,70214,27-47,2016,0,NA,2017,0,NA,30700,8.4,26.2
RedBluff,2017-02-01,Daily,2016,0,NA,2016,0,NA,2016,52450,31-39,2016,0,NA,2017,0,NA,30200,8.4,27.8
RedBluff,2017-02-02,Daily,2016,365,125,2016,363,66,2016,60203,30-49,2016,0,NA,2017,0,NA,30100,8.6,25.2
RedBluff,2017-02-03,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36100,9.0,NA
RedBluff,2017-02-04,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41200,9.5,NA
RedBluff,2017-02-05,Daily,2016,0,NA,2016,2983,52,2016,275812,31-49,2016,0,NA,2017,0,NA,40700,9.3,42.2
RedBluff,2017-02-06,Daily,2016,0,NA,2016,0,NA,2016,79958,29-46,2016,0,NA,2017,0,NA,37500,9.6,33.9
RedBluff,2017-02-07,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,79500,10.1,NA
RedBluff,2017-02-08,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,102000,10.2,NA
RedBluff,2017-02-09,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56800,10.6,NA
RedBluff,2017-02-10,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,78600,10.2,NA
RedBluff,2017-02-11,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,79100,9.2,NA
RedBluff,2017-02-12,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,75600,8.8,NA
RedBluff,2017-02-13,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,78200,8.8,NA
RedBluff,2017-02-14,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,85000,8.6,NA
RedBluff,2017-02-15,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,87000,8.6,NA
RedBluff,2017-02-16,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,85900,9.3,NA
RedBluff,2017-02-17,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,65000,9.1,NA
RedBluff,2017-02-18,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,96800,9.4,NA
RedBluff,2017-02-19,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100000,9.3,NA
RedBluff,2017-02-20,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,74400,9.2,NA
RedBluff,2017-02-21,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63900,9.7,NA
RedBluff,2017-02-22,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66800,8.9,NA
RedBluff,2017-02-23,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,85100,8.4,NA
RedBluff,2017-02-24,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,84700,8.4,NA
RedBluff,2017-02-25,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,82200,8.7,NA
RedBluff,2017-02-26,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,82300,8.6,NA
RedBluff,2017-02-27,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80800,8.6,NA
RedBluff,2017-02-28,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80100,8.6,NA
RedBluff,2017-03-01,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,79200,8.7,NA
RedBluff,2017-03-02,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,77700,8.9,NA
RedBluff,2017-03-03,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,72500,8.9,NA
RedBluff,2017-03-04,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61700,9.2,NA
RedBluff,2017-03-05,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,55400,8.8,NA
RedBluff,2017-03-06,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51900,8.4,NA
RedBluff,2017-03-07,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40200,8.8,NA
RedBluff,2017-03-08,Daily,2016,311,150,2016,0,NA,2016,4655,31-58,2016,0,NA,2017,0,NA,36400,9.4,39.3
RedBluff,2017-03-09,Daily,2016,276,136,2016,0,NA,2016,2512,33-62,2016,0,NA,2017,343,20,30500,9.9,35.9
RedBluff,2017-03-10,Daily,2016,596,100-131,2016,255,69-75,2016,3488,32-64,2016,0,NA,2017,0,NA,26100,10.1,34.1
RedBluff,2017-03-11,Daily,2016,886,93-147,2016,208,67-75,2016,3179,31-61,2016,0,NA,2017,52,26,22800,10.4,31.6
RedBluff,2017-03-12,Daily,2016,347,100-149,2016,296,66-76,2016,3360,33-63,2016,0,NA,2017,0,NA,19700,10.7,30.6
RedBluff,2017-03-13,Daily,2016,514,95-133,2016,420,68-80,2016,2942,31-65,2016,0,NA,2017,0,NA,18000,10.9,28.4
RedBluff,2017-03-14,Daily,2016,235,93-124,2016,330,69-88,2016,3761,31-66,2016,0,NA,2017,0,NA,15600,11.1,29.8
RedBluff,2017-03-15,Daily,2016,555,96-133,2016,692,67-78,2016,3627,31-66,2016,0,NA,2017,0,NA,15000,11.0,29.9
RedBluff,2017-03-16,Daily,2016,178,99-125,2016,281,69-85,2016,2771,33-67,2016,0,NA,2017,44,26,14000,10.7,26.5
RedBluff,2017-03-17,Daily,2016,284,97-132,2016,488,68-86,2016,3288,31-66,2016,0,NA,2017,0,NA,13400,11.1,27.6
RedBluff,2017-03-18,Daily,2016,251,100-147,2016,839,69-87,2016,2641,33-66,2016,0,NA,2017,0,NA,13200,11.3,27.7
RedBluff,2017-03-19,Daily,2016,293,94-141,2016,544,69-88,2016,2428,31-67,2016,0,NA,2017,42,31,13100,10.8,26.8
RedBluff,2017-03-20,Daily,2016,166,97-125,2016,522,69-84,2016,1612,34-68,2016,0,NA,2017,0,NA,12900,10.9,27
RedBluff,2017-03-21,Daily,2016,41,135,2016,736,71-89,2016,1514,29-68,2016,0,NA,2017,0,NA,13200,11.4,28.3
RedBluff,2017-03-22,Daily,2016,1058,95-145,2016,1322,70-94,2016,3835,27-68,2016,0,NA,2017,0,NA,16200,11.4,38.2
RedBluff,2017-03-23,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21500,10.4,NA
RedBluff,2017-03-24,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17200,10.3,NA
RedBluff,2017-03-25,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36600,10.8,NA
RedBluff,2017-03-26,Daily,2016,292,131,2016,31148,72-91,2016,71272,29-71,2017,0,NA,2017,0,NA,27700,10.9,34.4
RedBluff,2017-03-27,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23300,10.8,NA
RedBluff,2017-03-28,Daily,2016,480,101-112,2016,27182,73-87,2016,75067,32-72,2017,0,NA,2017,252,23,23700,11.4,25.1
RedBluff,2017-03-29,Daily,2016,202,113-126,2016,11927,73-96,2016,18649,30-72,2017,0,NA,2017,0,NA,17800,11.7,29.1
RedBluff,2017-03-30,Daily,2016,49,100,2016,5523,74-93,2016,9912,31-73,2017,0,NA,2017,0,NA,16600,11.7,20.5
RedBluff,2017-03-31,Daily,2016,0,NA,2016,4225,74-98,2016,7356,32-73,2017,0,NA,2017,0,NA,16500,11.6,20.2
RedBluff,2017-04-01,Daily,2016,0,NA,2016,3735,75-100,2016,5423,34-74,2017,47,30,2017,0,NA,16000,12.1,18.9
RedBluff,2017-04-02,Daily,2016,0,NA,2016,2998,75-91,2016,3806,35-74,2017,285,31-34,2017,0,NA,15200,12.9,17
RedBluff,2017-04-03,Daily,2016,47,127,2016,2916,76-100,2016,2116,35-75,2017,235,32-34,2017,0,NA,14700,12.8,15.2
RedBluff,2017-04-04,Daily,2016,0,NA,2016,2545,76-94,2016,2068,35-75,2017,94,33,2017,0,NA,14400,12.6,15.3
RedBluff,2017-04-05,Daily,2016,0,NA,2016,1459,77-95,2016,1549,35-76,2017,44,34,2017,0,NA,14400,12.4,14.9
RedBluff,2017-04-06,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14000,11.8,NA
RedBluff,2017-04-07,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,37300,11.6,NA
RedBluff,2017-04-08,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35800,11.5,NA
RedBluff,2017-04-09,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25200,11.4,NA
RedBluff,2017-04-10,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17300,11.8,NA
RedBluff,2017-04-11,Daily,2016,0,NA,2016,21867,79-92,2016,53552,51-78,2017,282,33,2017,0,NA,16100,11.8,13.7
RedBluff,2017-04-12,Daily,2016,0,NA,2016,14818,80-104,2016,31138,38-79,2017,0,NA,2017,0,NA,16500,11.3,13.2
RedBluff,2017-04-13,Daily,2016,0,NA,2016,251794,80-90,2016,1968953,61-79,2017,0,NA,2017,0,NA,27700,11.1,13.4
RedBluff,2017-04-14,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31800,10.6,NA
RedBluff,2017-04-15,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31700,11.0,NA
