Project,Date,DataType,Winter Chinook BY,Winter Chinook Passage Estimate,Winter Chinook Length,Spring Chinook BY,Spring Chinook Passage Estimate,Spring Chinook Length,Fall Chinook BY,Fall Chinook Passage Estimate,Fall Chinook Length,Late-Fall Chinook BY,Late-Fall Chinook Passage Estimate,Late-Fall Chinook Length,Steelhead BY,Steelhead Passage Estimate,Steelhead Length,Bend Bridge Peak Flow (CFS),Water Temperature (C),Turbidity (NTU)
RedBluff,2011-02-18,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19900,6.9,NA
RedBluff,2011-02-19,Daily,2010,282,85,2010,440,59-60,2010,186847,30-56,2010,0,NA,2011,0,NA,17300,8.1,19.3
RedBluff,2011-02-20,Daily,2010,471,77-123,2010,786,58-65,2010,76396,30-56,2010,0,NA,2011,51,173,12600,8.0,15.0
RedBluff,2011-02-21,Daily,2010,283,88-91,2010,750,58-67,2010,63696,30-56,2010,0,NA,2011,0,NA,9830,8.5,7.8
RedBluff,2011-02-22,Daily,2010,121,103-126,2010,375,58-66,2010,22013,30-57,2010,0,NA,2011,0,NA,8130,8.7,5.2
RedBluff,2011-02-23,Daily,2010,139,87-116,2010,169,59-70,2010,24680,28-58,2010,0,NA,2011,32,170,7790,8.9,4.9
RedBluff,2011-02-24,Daily,2010,28,113,2010,173,59-67,2010,13861,30-56,2010,0,NA,2011,0,NA,7150,8.8,3.8
RedBluff,2011-02-25,Daily,2010,0,NA,2010,116,60-62,2010,9193,30-58,2010,0,NA,2011,0,NA,10900,8.0,3.6
RedBluff,2011-02-26,Daily,2010,395,81-160,2010,271,62-67,2010,59899,28-59,2010,0,NA,2011,0,NA,12500,7.7,17.0
RedBluff,2011-02-27,Daily,2010,0,NA,2010,248,60-70,2010,53081,28-58,2010,0,NA,2011,0,NA,10100,8.1,9.3
RedBluff,2011-02-28,Daily,2010,94,96-101,2010,275,61-66,2010,22783,27-59,2010,0,NA,2011,0,NA,8190,8.3,5.2
RedBluff,2011-03-01,Daily,2010,61,83-89,2010,0,NA,2010,16617,27-60,2010,0,NA,2011,0,NA,7280,8.6,4.7
RedBluff,2011-03-02,Daily,2010,109,93,2010,0,NA,2010,5566,31-50,2010,0,NA,2011,109,165,7060,9.4,3.3
RedBluff,2011-03-03,Daily,2010,164,128,2010,327,62-67,2010,28792,32-50,2010,0,NA,2011,0,NA,18200,9.4,14.8
RedBluff,2011-03-04,Daily,2010,997,102-135,2010,292,63,2010,156348,30-56,2010,0,NA,2011,141,193,15800,10.1,13.7
RedBluff,2011-03-05,Daily,2010,0,NA,2010,382,62-73,2010,30916,29-59,2010,0,NA,2011,0,NA,10200,10.3,5.8
RedBluff,2011-03-06,Daily,2010,122,97,2010,0,NA,2010,5996,31-62,2010,0,NA,2011,0,NA,9730,10.4,5.9
RedBluff,2011-03-07,Daily,2010,1214,100-110,2010,607,66-75,2010,145060,29-63,2010,0,NA,2011,0,NA,18700,10.3,33.5
RedBluff,2011-03-08,Daily,2010,625,100-140,2010,313,66-71,2010,77080,29-63,2010,0,NA,2011,0,NA,14600,10.5,22.3
RedBluff,2011-03-09,Daily,2010,0,NA,2010,149,66-82,2010,17845,31-64,2010,0,NA,2011,0,NA,10600,10.8,5.9
RedBluff,2011-03-10,Daily,2010,36,95,2010,142,65-72,2010,7689,29-62,2010,0,NA,2011,0,NA,9220,11.2,5.9
RedBluff,2011-03-11,Daily,2010,70,103-112,2010,70,67-74,2010,4899,30-62,2010,0,NA,2011,36,156,9930,11.1,6.2
RedBluff,2011-03-12,Daily,2010,36,120,2010,142,66-70,2010,7865,31-65,2010,0,NA,2011,0,NA,9950,10.8,6.8
RedBluff,2011-03-13,Daily,2010,0,NA,2010,73,85-86,2010,3303,31-58,2010,0,NA,2011,0,NA,8520,10.4,5.1
RedBluff,2011-03-14,Daily,2010,0,NA,2010,0,NA,2010,1122,35-65,2010,0,NA,2011,0,NA,11000,10.4,6.0
RedBluff,2011-03-15,Daily,2010,737,112-145,2010,0,NA,2010,11932,31-60,2010,0,NA,2011,147,182,12200,10.4,45.0
RedBluff,2011-03-16,Daily,2010,341,110,2010,683,67,2010,17751,32-57,2010,0,NA,2011,0,NA,32700,10.2,13.4
RedBluff,2011-03-17,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41700,9.6,NA
RedBluff,2011-03-18,Daily,2010,623,105,2010,0,NA,2010,12458,34-50,2010,0,NA,2011,0,NA,38500,9.1,NA
RedBluff,2011-03-19,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53900,8.4,NA
RedBluff,2011-03-20,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70300,8.4,NA
RedBluff,2011-03-21,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,95100,9.2,NA
RedBluff,2011-03-22,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,64900,9.2,NA
RedBluff,2011-03-23,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,64000,9.2,NA
RedBluff,2011-03-24,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70400,8.8,NA
RedBluff,2011-03-25,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,58800,8.8,NA
RedBluff,2011-03-26,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,58800,8.9,NA
RedBluff,2011-03-27,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,69400,9.2,NA
RedBluff,2011-03-28,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60400,9.3,NA
RedBluff,2011-03-29,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,59000,9.7,NA
RedBluff,2011-03-30,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60400,10.1,NA
RedBluff,2011-03-31,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,57900,10.4,NA
RedBluff,2011-04-01,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,57400,10.6,NA
RedBluff,2011-04-02,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56900,10.7,NA
RedBluff,2011-04-03,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54300,10.3,NA
RedBluff,2011-04-04,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47900,10.6,NA
RedBluff,2011-04-05,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41900,10.9,NA
RedBluff,2011-04-06,Daily,2010,327,108,2010,327,82,2010,4900,36-71,2011,1633,33-34,2011,0,NA,36200,10.7,9.6
RedBluff,2011-04-07,Daily,2010,328,110,2010,656,84-86,2010,7542,36-76,2011,4263,31-35,2011,0,NA,31900,10.3,15
RedBluff,2011-04-08,Daily,2010,0,NA,2010,2823,78-100,2010,6006,36-76,2011,962,32-35,2011,0,NA,28200,8.8,8.9
RedBluff,2011-04-09,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,58800,10.1,NA
RedBluff,2011-04-10,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,69400,10.8,NA
RedBluff,2011-04-11,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60400,11.4,NA
RedBluff,2011-04-12,Daily,2010,70,115,2010,3306,80-95,2010,9972,37-79,2011,625,32-36,2011,210,39-45,59000,11.8,6.5
RedBluff,2011-04-13,Daily,2010,51,120,2010,1018,81-100,2010,7441,37-80,2011,511,31-36,2011,152,36-102,60400,11.6,6.4
RedBluff,2011-04-14,Daily,2010,0,NA,2010,1328,81-93,2010,4978,38-80,2011,617,31-36,2011,95,42-54,57900,11.7,4.5
RedBluff,2011-04-15,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,57400,11.9,NA
RedBluff,2011-04-16,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56900,12.4,NA
RedBluff,2011-04-17,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54300,13.2,NA
RedBluff,2011-04-18,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47900,13.1,NA
RedBluff,2011-04-19,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41900,13.1,NA
RedBluff,2011-04-20,Daily,2010,0,NA,2010,1303,85-108,2010,33480,39-84,2011,6136,31-38,2011,0,NA,36200,12.8,6.5
RedBluff,2011-04-21,Daily,2010,0,NA,2010,2400,85-105,2010,34277,39-84,2011,852,30-38,2011,44,57,31900,12.1,4.5
RedBluff,2011-04-22,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28200,8.8,NA
RedBluff,2011-04-23,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11700,12.7,NA
RedBluff,2011-04-24,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11100,12.9,NA
RedBluff,2011-04-25,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11900,13.4,NA
RedBluff,2011-04-26,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11400,13.1,NA
RedBluff,2011-04-27,Daily,2010,40,128,2010,466,89-94,2010,41152,54-88,2011,736,31-39,2011,323,49-70,11200,13.3,4.5
RedBluff,2011-04-28,Daily,2010,0,NA,2010,798,90-116,2010,48449,47-88,2011,944,32-36,2011,220,57-76,10700,13.2,4.3
RedBluff,2011-04-29,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10300,12.6,NA
RedBluff,2011-04-30,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9000,12.7,NA
RedBluff,2011-05-01,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9000,13.2,NA
RedBluff,2011-05-02,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8800,13.9,NA
RedBluff,2011-05-03,Daily,2010,0,NA,2010,362,93-105,2010,47365,51-87,2011,815,33-41,2011,577,57-73,8520,14.4,3.2
RedBluff,2011-05-04,Daily,2010,0,NA,2010,298,93-106,2010,59173,53-92,2011,394,33-34,2011,452,57-106,10200,14.5,4.3
RedBluff,2011-05-05,Daily,2010,0,NA,2010,1155,93-121,2010,62016,51-92,2011,194,34-36,2011,452,54-71,10500,14.8,3.8
RedBluff,2011-05-06,Daily,2010,0,NA,2010,320,95-100,2010,39574,54-93,2011,1210,33-36,2011,266,54-77,10500,8.8,4.6
RedBluff,2011-05-07,Daily,2010,0,NA,2010,296,96-112,2010,24572,51-90,2011,687,32-38,2011,85,61-67,10100,14.9,3.3
RedBluff,2011-05-08,Daily,2010,0,NA,2010,666,95-100,2010,32213,49-94,2011,1075,31-38,2011,254,66-115,10300,13.8,5.3
RedBluff,2011-05-09,Daily,2010,0,NA,2010,249,97-103,2010,19580,53-95,2011,645,34-40,2011,200,58-84,10800,13.6,4.9
RedBluff,2011-05-10,Daily,2010,0,NA,2010,143,100-112,2010,21081,55-94,2011,235,34-38,2011,474,28-79,10400,13.6,4.9
RedBluff,2011-05-11,Daily,2010,0,NA,2010,310,100,2010,40028,54-94,2011,90,35-38,2011,266,52-72,10100,14.2,3.5
RedBluff,2011-05-12,Daily,2010,0,NA,2010,157,98,2010,30679,56-96,2011,182,29-36,2011,146,64-74,10000,14.5,5.3
RedBluff,2011-05-13,Daily,2010,0,NA,2010,46,100,2010,21422,48-97,2011,172,33-36,2011,174,61-83,10100,14.6,5.1
RedBluff,2011-05-14,Daily,2010,0,NA,2010,82,99-101,2010,24284,55-98,2011,212,32-37,2011,44,55,9990,13.8,3.5
RedBluff,2011-05-15,Daily,2010,0,NA,2010,123,100-110,2010,15219,50-99,2011,82,32-36,2011,163,69-80,10000,12.1,5.2
RedBluff,2011-05-16,Daily,2010,0,NA,2010,124,100-105,2010,17140,58-98,2011,0,NA,2011,84,65-76,10700,11.2,4.2
RedBluff,2011-05-17,Daily,2010,0,NA,2010,227,103-117,2010,16655,60-100,2011,46,34,2011,91,65-89,10400,11.2,6
RedBluff,2011-05-18,Daily,2010,0,NA,2010,283,102-106,2010,47474,60-101,2011,234,34-36,2011,167,54-69,16500,11.8,19
RedBluff,2011-05-19,Daily,2010,0,NA,2010,329,103-105,2010,85076,48-100,2011,2631,32-39,2011,0,NA,15800,13.6,8.8
RedBluff,2011-05-20,Daily,2010,0,NA,2010,96,104-106,2010,44094,48-100,2011,136,34-36,2011,133,67-71,12500,8.8,4.2
RedBluff,2011-05-21,Daily,2010,0,NA,2010,0,NA,2010,39376,54-100,2011,310,34-46,2011,248,56-75,12400,15.3,6.0
RedBluff,2011-05-22,Daily,2010,0,NA,2010,44,107,2010,28008,49-103,2011,89,32-36,2011,132,56-67,12000,15.2,5.1
RedBluff,2011-05-23,Daily,2010,0,NA,2010,0,NA,2010,15387,51-103,2011,163,33-42,2011,105,64-69,11900,14.4,5.7
RedBluff,2011-05-24,Daily,2010,0,NA,2010,147,109-112,2010,25071,54-103,2011,93,32-38,2011,48,66,12800,13.9,5.7
RedBluff,2011-05-25,Daily,2010,0,NA,2010,94,107,2010,24571,50-103,2011,438,33-47,2011,51,79,12900,13.2,6.8
RedBluff,2011-05-26,Daily,2010,0,NA,2010,111,107-119,2010,25820,55-104,2011,440,32-46,2011,222,70-76,14200,12.3,5.3
RedBluff,2011-05-27,Daily,2010,0,NA,2010,0,NA,2010,25942,53-106,2011,190,33-34,2011,180,53-79,14300,12.8,5.9
RedBluff,2011-05-28,Daily,2010,0,NA,2010,0,NA,2010,19383,57-107,2011,0,NA,2011,53,62,14000,12.8,6.2
RedBluff,2011-05-29,Daily,2010,0,NA,2010,174,109-121,2010,22386,54-104,2011,59,35,2011,59,49,15000,12.6,5.5
RedBluff,2011-05-30,Daily,2010,0,NA,2010,62,111,2010,20709,51-107,2011,61,33,2011,123,39-78,14700,13.0,5.6
RedBluff,2011-05-31,Daily,2010,0,NA,2010,0,NA,2010,16792,58-108,2011,167,36-48,2011,0,NA,14100,12.8,5.5
RedBluff,2011-06-01,Daily,2010,0,NA,2010,43,112,2010,27474,52-108,2011,93,32-37,2011,50,67,16300,11.9,13.9
RedBluff,2011-06-02,Daily,2010,0,NA,2010,50,113,2010,33148,59-109,2011,707,34-41,2011,148,69-79,16200,12.3,8.3
RedBluff,2011-06-03,Daily,2010,0,NA,2010,0,NA,2010,56209,56-108,2011,737,35-41,2011,111,56,19300,12.4,11.4
RedBluff,2011-06-04,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23000,12.1,NA
RedBluff,2011-06-05,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23900,12.1,NA
RedBluff,2011-06-06,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24800,12.3,NA
RedBluff,2011-06-07,Daily,2010,0,NA,2010,0,NA,2010,23760,52-111,2011,656,32-48,2011,0,NA,24800,12.4,9.1
RedBluff,2011-06-08,Daily,2010,0,NA,2010,78,124,2010,25651,53-113,2011,638,36-50,2011,85,70,24500,13.9,7.5
RedBluff,2011-06-09,Daily,2010,0,NA,2010,0,NA,2010,25016,56-115,2011,243,33-52,2011,87,89,21400,14.6,5.9
RedBluff,2011-06-10,Daily,2010,0,NA,2010,0,NA,2010,19950,54-113,2011,285,35-48,2011,142,27-54,18900,14.4,5.6
RedBluff,2011-06-11,Daily,2010,0,NA,2010,0,NA,2010,22791,55-111,2011,229,26-51,2011,48,64,16400,14.2,6.1
RedBluff,2011-06-12,Daily,2010,0,NA,2010,98,122,2010,19131,54-118,2011,44,51,2011,98,57-88,13800,14.1,5.2
RedBluff,2011-06-13,Daily,2010,0,NA,2010,0,NA,2010,12406,55-116,2011,116,30-51,2011,0,NA,12500,15.0,4.4
RedBluff,2011-06-14,Daily,2010,0,NA,2010,0,NA,2010,25718,56-111,2011,267,35-54,2011,55,68,12700,15.0,4.0
RedBluff,2011-06-15,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16500,14.6,NA
RedBluff,2011-06-16,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14600,14.2,NA
RedBluff,2011-06-17,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13700,14.2,NA
RedBluff,2011-06-18,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13500,13.9,NA
RedBluff,2011-06-19,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13500,14.1,NA
RedBluff,2011-06-20,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13500,14.4,NA
RedBluff,2011-06-21,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13300,14.7,NA
RedBluff,2011-06-22,Daily,2011,0,NA,2010,0,NA,2010,13743,60-110,2011,133,55-56,2011,130,25-27,13600,14.8,4.0
RedBluff,2011-06-23,Daily,2011,0,NA,2010,0,NA,2010,14940,58-111,2011,170,51,2011,170,59-83,13500,14.7,3.7
RedBluff,2011-06-24,Daily,2011,0,NA,2010,0,NA,2010,10292,61-108,2011,198,55-58,2011,132,70-85,13400,14.4,4.1
RedBluff,2011-06-25,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13500,14.3,NA
RedBluff,2011-06-26,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13300,14.2,NA
RedBluff,2011-06-27,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13100,14.4,NA
RedBluff,2011-06-28,Daily,2011,0,NA,2010,0,NA,2010,5519,61-110,2011,0,NA,2011,61,35,13000,14.1,4.2
RedBluff,2011-06-29,Daily,2011,0,NA,2010,0,NA,2010,3698,62-122,2011,0,NA,2011,0,NA,13800,13.3,4.3
RedBluff,2011-06-30,Daily,2011,0,NA,2010,0,NA,2010,8733,61-110,2011,67,50,2011,269,24-65,14000,13.8,3.9
RedBluff,2011-07-01,Daily,2011,0,NA,2010,0,NA,2010,8821,64-113,2011,78,58,2011,0,NA,14400,13.9,3.9
RedBluff,2011-07-02,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14800,14.0,NA
RedBluff,2011-07-03,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14600,14.2,NA
RedBluff,2011-07-04,Daily,2011,0,NA,2010,0,NA,2010,3583,62-110,2011,0,NA,2011,0,NA,14600,14.2,4.1
RedBluff,2011-07-05,Daily,2011,0,NA,2010,0,NA,2010,3627,64-111,2011,0,NA,2011,0,NA,15100,14.1,4.3
RedBluff,2011-07-06,Daily,2011,0,NA,2010,0,NA,2010,5770,66-119,2011,0,NA,2011,503,41-85,14900,14.1,4.4
RedBluff,2011-07-07,Daily,2011,0,NA,2010,0,NA,2010,4966,64-111,2011,210,37-62,2011,280,23-145,15000,14.2,4.3
RedBluff,2011-07-08,Daily,2011,0,NA,2010,0,NA,2010,2873,64-122,2011,0,NA,2011,70,77,14500,14.2,3.8
RedBluff,2011-07-09,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14100,14.2,NA
RedBluff,2011-07-10,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13900,14.2,NA
RedBluff,2011-07-11,Daily,2011,0,NA,2010,0,NA,2010,3096,68-105,2011,57,64,2011,163,31-83,13400,14.1,4.1
RedBluff,2011-07-12,Daily,2011,0,NA,2010,0,NA,2010,4754,72-112,2011,129,57-65,2011,130,29-71,13600,14.1,3.9
RedBluff,2011-07-13,Daily,2011,0,NA,2010,0,NA,2010,5447,67-115,2011,67,59,2011,65,68,13500,14.2,4.1
RedBluff,2011-07-14,Daily,2011,0,NA,2010,0,NA,2010,3579,68-124,2011,60,65,2011,238,45-93,13400,13.8,3.9
RedBluff,2011-07-15,Daily,2011,0,NA,2010,0,NA,2010,4174,69-108,2011,0,NA,2011,0,NA,13700,13.8,4
RedBluff,2011-07-16,Daily,2011,0,NA,2010,0,NA,2010,4738,71-121,2011,0,NA,2011,0,NA,13500,13.8,3.9
RedBluff,2011-07-17,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13200,13.9,NA
RedBluff,2011-07-18,Daily,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13400,13.3,NA
RedBluff,2011-07-19,Daily,2011,0,NA,2010,0,NA,2010,4364,72-110,2011,245,54-66,2011,120,42-72,13300,13.0,4.0
RedBluff,2011-07-20,Daily,2011,0,NA,2010,0,NA,2010,9204,70-120,2011,219,64-66,2011,218,23-89,13300,13.6,4.1
RedBluff,2011-07-21,Daily,2011,0,NA,2010,0,NA,2010,6498,70-127,2011,55,67,2011,452,25-76,12900,14.0,3.1
