Station,Index
346,1
345,1
344,1
343,1
342,1
340,1
323,1
405,1
418,1
411,1
602,1
501,1
504,1
519,1
606,1
609,1
610,1
508,1
513,1
520,1
801,1
804,1
703,1
704,1
706,1
705,1
707,1
809,1
812,1
815,1
901,1
902,1
906,1
919,1
910,1
912,1
914,1
915,1
918,1
711,1
716,1
