"Date","runname","Dailypassage"
2010-10-01,"Fall.Chinook.Passage.Estimate",70
2010-10-02,"Fall.Chinook.Passage.Estimate",0
2010-10-03,"Fall.Chinook.Passage.Estimate",0
2010-10-04,"Fall.Chinook.Passage.Estimate",31
2010-10-05,"Fall.Chinook.Passage.Estimate",0
2010-10-06,"Fall.Chinook.Passage.Estimate",32
2010-10-07,"Fall.Chinook.Passage.Estimate",34
2010-10-08,"Fall.Chinook.Passage.Estimate",0
2010-10-09,"Fall.Chinook.Passage.Estimate",31
2010-10-10,"Fall.Chinook.Passage.Estimate",0
2010-10-11,"Fall.Chinook.Passage.Estimate",0
2010-10-12,"Fall.Chinook.Passage.Estimate",0
2010-10-13,"Fall.Chinook.Passage.Estimate",34
2010-10-14,"Fall.Chinook.Passage.Estimate",29
2010-10-15,"Fall.Chinook.Passage.Estimate",0
2010-10-16,"Fall.Chinook.Passage.Estimate",0
2010-10-17,"Fall.Chinook.Passage.Estimate",0
2010-10-18,"Fall.Chinook.Passage.Estimate",0
2010-10-19,"Fall.Chinook.Passage.Estimate",0
2010-10-20,"Fall.Chinook.Passage.Estimate",0
2010-10-21,"Fall.Chinook.Passage.Estimate",0
2010-10-22,"Fall.Chinook.Passage.Estimate",0
2010-10-23,"Fall.Chinook.Passage.Estimate",0
2010-10-24,"Fall.Chinook.Passage.Estimate",34
2010-10-26,"Fall.Chinook.Passage.Estimate",0
2010-10-27,"Fall.Chinook.Passage.Estimate",0
2010-10-28,"Fall.Chinook.Passage.Estimate",0
2010-10-29,"Fall.Chinook.Passage.Estimate",0
2010-10-30,"Fall.Chinook.Passage.Estimate",0
2010-10-31,"Fall.Chinook.Passage.Estimate",0
2010-11-01,"Fall.Chinook.Passage.Estimate",0
2010-11-02,"Fall.Chinook.Passage.Estimate",0
2010-11-03,"Fall.Chinook.Passage.Estimate",36
2010-11-04,"Fall.Chinook.Passage.Estimate",0
2010-11-05,"Fall.Chinook.Passage.Estimate",0
2010-11-06,"Fall.Chinook.Passage.Estimate",0
2010-11-07,"Fall.Chinook.Passage.Estimate",0
2010-11-08,"Fall.Chinook.Passage.Estimate",0
2010-11-09,"Fall.Chinook.Passage.Estimate",37
2010-11-10,"Fall.Chinook.Passage.Estimate",33
2010-11-11,"Fall.Chinook.Passage.Estimate",0
2010-11-12,"Fall.Chinook.Passage.Estimate",0
2010-11-13,"Fall.Chinook.Passage.Estimate",0
2010-11-14,"Fall.Chinook.Passage.Estimate",0
2010-11-15,"Fall.Chinook.Passage.Estimate",0
2010-11-16,"Fall.Chinook.Passage.Estimate",0
2010-11-17,"Fall.Chinook.Passage.Estimate",0
2010-11-18,"Fall.Chinook.Passage.Estimate",0
2010-11-19,"Fall.Chinook.Passage.Estimate",0
2010-11-20,"Fall.Chinook.Passage.Estimate",0
2010-11-21,"Fall.Chinook.Passage.Estimate",0
2010-11-22,"Fall.Chinook.Passage.Estimate",0
2010-11-23,"Fall.Chinook.Passage.Estimate",0
2010-11-24,"Fall.Chinook.Passage.Estimate",0
2010-11-25,"Fall.Chinook.Passage.Estimate",0
2010-11-26,"Fall.Chinook.Passage.Estimate",0
2010-11-27,"Fall.Chinook.Passage.Estimate",0
2010-11-28,"Fall.Chinook.Passage.Estimate",0
2010-11-29,"Fall.Chinook.Passage.Estimate",0
2010-11-30,"Fall.Chinook.Passage.Estimate",0
2010-12-01,"Fall.Chinook.Passage.Estimate",36
2010-12-02,"Fall.Chinook.Passage.Estimate",33
2010-12-03,"Fall.Chinook.Passage.Estimate",238
2010-12-04,"Fall.Chinook.Passage.Estimate",567
2010-12-05,"Fall.Chinook.Passage.Estimate",227
2010-12-08,"Fall.Chinook.Passage.Estimate",9252
2010-12-09,"Fall.Chinook.Passage.Estimate",3247
2010-12-10,"Fall.Chinook.Passage.Estimate",12155
2010-12-13,"Fall.Chinook.Passage.Estimate",7804
2010-12-14,"Fall.Chinook.Passage.Estimate",2113
2010-12-15,"Fall.Chinook.Passage.Estimate",492
2010-12-16,"Fall.Chinook.Passage.Estimate",0
2010-12-17,"Fall.Chinook.Passage.Estimate",48093
2010-12-21,"Fall.Chinook.Passage.Estimate",15048
2010-12-22,"Fall.Chinook.Passage.Estimate",35791
2010-12-23,"Fall.Chinook.Passage.Estimate",50528
2010-12-24,"Fall.Chinook.Passage.Estimate",35810
2010-12-25,"Fall.Chinook.Passage.Estimate",3362
2010-12-27,"Fall.Chinook.Passage.Estimate",47423
2010-12-28,"Fall.Chinook.Passage.Estimate",58376
2010-12-29,"Fall.Chinook.Passage.Estimate",27598
2010-12-31,"Fall.Chinook.Passage.Estimate",195789
2011-01-01,"Fall.Chinook.Passage.Estimate",57228
2011-01-02,"Fall.Chinook.Passage.Estimate",27324
2011-01-03,"Fall.Chinook.Passage.Estimate",146038
2011-01-04,"Fall.Chinook.Passage.Estimate",94723
2011-01-05,"Fall.Chinook.Passage.Estimate",72521
2011-01-06,"Fall.Chinook.Passage.Estimate",104708
2011-01-07,"Fall.Chinook.Passage.Estimate",97676
2011-01-09,"Fall.Chinook.Passage.Estimate",39154
2011-01-10,"Fall.Chinook.Passage.Estimate",124250
2011-01-11,"Fall.Chinook.Passage.Estimate",71687
2011-01-12,"Fall.Chinook.Passage.Estimate",29653
2011-01-13,"Fall.Chinook.Passage.Estimate",55518
2011-01-14,"Fall.Chinook.Passage.Estimate",170894
2011-01-15,"Fall.Chinook.Passage.Estimate",153839
2011-01-16,"Fall.Chinook.Passage.Estimate",142307
2011-01-17,"Fall.Chinook.Passage.Estimate",55530
2011-01-18,"Fall.Chinook.Passage.Estimate",62527
2011-01-19,"Fall.Chinook.Passage.Estimate",84275
2011-01-20,"Fall.Chinook.Passage.Estimate",120270
2011-01-21,"Fall.Chinook.Passage.Estimate",114211
2011-01-22,"Fall.Chinook.Passage.Estimate",118063
2011-01-23,"Fall.Chinook.Passage.Estimate",91166
2011-01-24,"Fall.Chinook.Passage.Estimate",92693
2011-01-26,"Fall.Chinook.Passage.Estimate",79933
2011-01-27,"Fall.Chinook.Passage.Estimate",51161
2011-01-28,"Fall.Chinook.Passage.Estimate",55709
2011-01-29,"Fall.Chinook.Passage.Estimate",37703
2011-01-30,"Fall.Chinook.Passage.Estimate",22199
2011-01-31,"Fall.Chinook.Passage.Estimate",65389
2011-02-01,"Fall.Chinook.Passage.Estimate",106551
2011-02-02,"Fall.Chinook.Passage.Estimate",84373
2011-02-03,"Fall.Chinook.Passage.Estimate",63805
2011-02-04,"Fall.Chinook.Passage.Estimate",37060
2011-02-05,"Fall.Chinook.Passage.Estimate",22014
2011-02-06,"Fall.Chinook.Passage.Estimate",22322
2011-02-07,"Fall.Chinook.Passage.Estimate",20384
2011-02-08,"Fall.Chinook.Passage.Estimate",32942
2011-02-09,"Fall.Chinook.Passage.Estimate",31144
2011-02-10,"Fall.Chinook.Passage.Estimate",33406
2011-02-11,"Fall.Chinook.Passage.Estimate",19280
2011-02-12,"Fall.Chinook.Passage.Estimate",22499
2011-02-13,"Fall.Chinook.Passage.Estimate",13850
2011-02-14,"Fall.Chinook.Passage.Estimate",13569
2011-02-15,"Fall.Chinook.Passage.Estimate",6607
2011-02-16,"Fall.Chinook.Passage.Estimate",47075
2011-02-17,"Fall.Chinook.Passage.Estimate",707221
2011-02-19,"Fall.Chinook.Passage.Estimate",186847
2011-02-20,"Fall.Chinook.Passage.Estimate",76396
2011-02-21,"Fall.Chinook.Passage.Estimate",63696
2011-02-22,"Fall.Chinook.Passage.Estimate",22013
2011-02-23,"Fall.Chinook.Passage.Estimate",24680
2011-02-24,"Fall.Chinook.Passage.Estimate",13861
2011-02-25,"Fall.Chinook.Passage.Estimate",9193
2011-02-26,"Fall.Chinook.Passage.Estimate",59899
2011-02-27,"Fall.Chinook.Passage.Estimate",53081
2011-02-28,"Fall.Chinook.Passage.Estimate",22783
2011-03-01,"Fall.Chinook.Passage.Estimate",16617
2011-03-02,"Fall.Chinook.Passage.Estimate",5566
2011-03-03,"Fall.Chinook.Passage.Estimate",28792
2011-03-04,"Fall.Chinook.Passage.Estimate",156348
2011-03-05,"Fall.Chinook.Passage.Estimate",30916
2011-03-06,"Fall.Chinook.Passage.Estimate",5996
2011-03-07,"Fall.Chinook.Passage.Estimate",145060
2011-03-08,"Fall.Chinook.Passage.Estimate",77080
2011-03-09,"Fall.Chinook.Passage.Estimate",17845
2011-03-10,"Fall.Chinook.Passage.Estimate",7689
2011-03-11,"Fall.Chinook.Passage.Estimate",4899
2011-03-12,"Fall.Chinook.Passage.Estimate",7865
2011-03-13,"Fall.Chinook.Passage.Estimate",3303
2011-03-14,"Fall.Chinook.Passage.Estimate",1122
2011-03-15,"Fall.Chinook.Passage.Estimate",11932
2011-03-16,"Fall.Chinook.Passage.Estimate",17751
2011-03-18,"Fall.Chinook.Passage.Estimate",12458
2011-04-06,"Fall.Chinook.Passage.Estimate",4900
2011-04-07,"Fall.Chinook.Passage.Estimate",7542
2011-04-08,"Fall.Chinook.Passage.Estimate",6006
2011-04-12,"Fall.Chinook.Passage.Estimate",9972
2011-04-13,"Fall.Chinook.Passage.Estimate",7441
2011-04-14,"Fall.Chinook.Passage.Estimate",4978
2011-04-20,"Fall.Chinook.Passage.Estimate",33480
2011-04-21,"Fall.Chinook.Passage.Estimate",34277
2011-04-27,"Fall.Chinook.Passage.Estimate",41152
2011-04-28,"Fall.Chinook.Passage.Estimate",48449
2011-05-03,"Fall.Chinook.Passage.Estimate",47365
2011-05-04,"Fall.Chinook.Passage.Estimate",59173
2011-05-05,"Fall.Chinook.Passage.Estimate",62016
2011-05-06,"Fall.Chinook.Passage.Estimate",39574
2011-05-07,"Fall.Chinook.Passage.Estimate",24572
2011-05-08,"Fall.Chinook.Passage.Estimate",32213
2011-05-09,"Fall.Chinook.Passage.Estimate",19580
2011-05-10,"Fall.Chinook.Passage.Estimate",21081
2011-05-11,"Fall.Chinook.Passage.Estimate",40028
2011-05-12,"Fall.Chinook.Passage.Estimate",30679
2011-05-13,"Fall.Chinook.Passage.Estimate",21422
2011-05-14,"Fall.Chinook.Passage.Estimate",24284
2011-05-15,"Fall.Chinook.Passage.Estimate",15219
2011-05-16,"Fall.Chinook.Passage.Estimate",17140
2011-05-17,"Fall.Chinook.Passage.Estimate",16655
2011-05-18,"Fall.Chinook.Passage.Estimate",47474
2011-05-19,"Fall.Chinook.Passage.Estimate",85076
2011-05-20,"Fall.Chinook.Passage.Estimate",44094
2011-05-21,"Fall.Chinook.Passage.Estimate",39376
2011-05-22,"Fall.Chinook.Passage.Estimate",28008
2011-05-23,"Fall.Chinook.Passage.Estimate",15387
2011-05-24,"Fall.Chinook.Passage.Estimate",25071
2011-05-25,"Fall.Chinook.Passage.Estimate",24571
2011-05-26,"Fall.Chinook.Passage.Estimate",25820
2011-05-27,"Fall.Chinook.Passage.Estimate",25942
2011-05-28,"Fall.Chinook.Passage.Estimate",19383
2011-05-29,"Fall.Chinook.Passage.Estimate",22386
2011-05-30,"Fall.Chinook.Passage.Estimate",20709
2011-05-31,"Fall.Chinook.Passage.Estimate",16792
2011-06-01,"Fall.Chinook.Passage.Estimate",27474
2011-06-02,"Fall.Chinook.Passage.Estimate",33148
2011-06-03,"Fall.Chinook.Passage.Estimate",56209
2011-06-07,"Fall.Chinook.Passage.Estimate",23760
2011-06-08,"Fall.Chinook.Passage.Estimate",25651
2011-06-09,"Fall.Chinook.Passage.Estimate",25016
2011-06-10,"Fall.Chinook.Passage.Estimate",19950
2011-06-11,"Fall.Chinook.Passage.Estimate",22791
2011-06-12,"Fall.Chinook.Passage.Estimate",19131
2011-06-13,"Fall.Chinook.Passage.Estimate",12406
2011-06-14,"Fall.Chinook.Passage.Estimate",25718
2011-06-22,"Fall.Chinook.Passage.Estimate",13743
2011-06-23,"Fall.Chinook.Passage.Estimate",14940
2011-06-24,"Fall.Chinook.Passage.Estimate",10292
2011-06-28,"Fall.Chinook.Passage.Estimate",5519
2011-06-29,"Fall.Chinook.Passage.Estimate",3698
2011-06-30,"Fall.Chinook.Passage.Estimate",8733
2011-07-01,"Fall.Chinook.Passage.Estimate",8821
2011-07-04,"Fall.Chinook.Passage.Estimate",3583
2011-07-05,"Fall.Chinook.Passage.Estimate",3627
2011-07-06,"Fall.Chinook.Passage.Estimate",5770
2011-07-07,"Fall.Chinook.Passage.Estimate",4966
2011-07-08,"Fall.Chinook.Passage.Estimate",2873
2011-07-11,"Fall.Chinook.Passage.Estimate",3096
2011-07-12,"Fall.Chinook.Passage.Estimate",4754
2011-07-13,"Fall.Chinook.Passage.Estimate",5447
2011-07-14,"Fall.Chinook.Passage.Estimate",3579
2011-07-15,"Fall.Chinook.Passage.Estimate",4174
2011-07-16,"Fall.Chinook.Passage.Estimate",4738
2011-07-19,"Fall.Chinook.Passage.Estimate",4364
2011-07-20,"Fall.Chinook.Passage.Estimate",9204
2011-07-21,"Fall.Chinook.Passage.Estimate",6498
2011-07-22,"Fall.Chinook.Passage.Estimate",5065
2011-07-25,"Fall.Chinook.Passage.Estimate",2849
2011-07-26,"Fall.Chinook.Passage.Estimate",2830
2011-07-27,"Fall.Chinook.Passage.Estimate",2902
2011-07-28,"Fall.Chinook.Passage.Estimate",1976
2011-07-29,"Fall.Chinook.Passage.Estimate",1836
2011-07-30,"Fall.Chinook.Passage.Estimate",2213
2011-08-01,"Fall.Chinook.Passage.Estimate",1859
2011-08-02,"Fall.Chinook.Passage.Estimate",2527
2011-08-03,"Fall.Chinook.Passage.Estimate",1345
2011-08-04,"Fall.Chinook.Passage.Estimate",2121
2011-08-05,"Fall.Chinook.Passage.Estimate",1364
2011-08-06,"Fall.Chinook.Passage.Estimate",2215
2011-08-08,"Fall.Chinook.Passage.Estimate",1561
2011-08-09,"Fall.Chinook.Passage.Estimate",1062
2011-08-10,"Fall.Chinook.Passage.Estimate",1538
2011-08-11,"Fall.Chinook.Passage.Estimate",1706
2011-08-12,"Fall.Chinook.Passage.Estimate",1108
2011-08-13,"Fall.Chinook.Passage.Estimate",1671
2011-08-14,"Fall.Chinook.Passage.Estimate",621
2011-08-15,"Fall.Chinook.Passage.Estimate",741
2011-08-16,"Fall.Chinook.Passage.Estimate",1081
2011-08-17,"Fall.Chinook.Passage.Estimate",562
2011-08-18,"Fall.Chinook.Passage.Estimate",1018
2011-08-19,"Fall.Chinook.Passage.Estimate",1043
2011-08-20,"Fall.Chinook.Passage.Estimate",947
2011-08-21,"Fall.Chinook.Passage.Estimate",1094
2011-08-22,"Fall.Chinook.Passage.Estimate",692
2011-08-23,"Fall.Chinook.Passage.Estimate",808
2011-08-24,"Fall.Chinook.Passage.Estimate",898
2011-08-25,"Fall.Chinook.Passage.Estimate",236
2011-08-26,"Fall.Chinook.Passage.Estimate",500
2011-08-27,"Fall.Chinook.Passage.Estimate",349
2011-08-28,"Fall.Chinook.Passage.Estimate",761
2011-08-29,"Fall.Chinook.Passage.Estimate",435
2011-09-07,"Fall.Chinook.Passage.Estimate",127
2011-09-08,"Fall.Chinook.Passage.Estimate",0
2011-09-10,"Fall.Chinook.Passage.Estimate",0
2011-09-11,"Fall.Chinook.Passage.Estimate",0
2011-09-12,"Fall.Chinook.Passage.Estimate",0
2011-09-13,"Fall.Chinook.Passage.Estimate",0
2011-09-14,"Fall.Chinook.Passage.Estimate",0
2011-09-15,"Fall.Chinook.Passage.Estimate",46
2011-09-16,"Fall.Chinook.Passage.Estimate",0
2011-09-17,"Fall.Chinook.Passage.Estimate",0
2011-09-18,"Fall.Chinook.Passage.Estimate",47
2011-09-19,"Fall.Chinook.Passage.Estimate",42
2011-09-20,"Fall.Chinook.Passage.Estimate",0
2011-09-21,"Fall.Chinook.Passage.Estimate",48
2011-09-22,"Fall.Chinook.Passage.Estimate",43
2011-09-23,"Fall.Chinook.Passage.Estimate",46
2011-09-24,"Fall.Chinook.Passage.Estimate",0
2011-09-25,"Fall.Chinook.Passage.Estimate",0
2011-09-27,"Fall.Chinook.Passage.Estimate",85
2011-09-28,"Fall.Chinook.Passage.Estimate",0
2011-09-29,"Fall.Chinook.Passage.Estimate",87
2011-09-30,"Fall.Chinook.Passage.Estimate",0
2011-10-01,"Fall.Chinook.Passage.Estimate",0
2011-10-02,"Fall.Chinook.Passage.Estimate",0
2011-10-04,"Fall.Chinook.Passage.Estimate",0
2011-10-05,"Fall.Chinook.Passage.Estimate",45
2011-10-06,"Fall.Chinook.Passage.Estimate",95
2011-10-07,"Fall.Chinook.Passage.Estimate",41
2011-10-08,"Fall.Chinook.Passage.Estimate",83
2011-10-09,"Fall.Chinook.Passage.Estimate",85
2011-10-10,"Fall.Chinook.Passage.Estimate",0
2011-10-11,"Fall.Chinook.Passage.Estimate",0
2011-10-12,"Fall.Chinook.Passage.Estimate",0
2011-10-13,"Fall.Chinook.Passage.Estimate",40
2011-10-14,"Fall.Chinook.Passage.Estimate",0
2011-10-15,"Fall.Chinook.Passage.Estimate",44
2011-10-16,"Fall.Chinook.Passage.Estimate",0
2011-10-17,"Fall.Chinook.Passage.Estimate",0
2011-10-18,"Fall.Chinook.Passage.Estimate",33
2011-10-19,"Fall.Chinook.Passage.Estimate",71
2011-10-20,"Fall.Chinook.Passage.Estimate",0
2011-10-21,"Fall.Chinook.Passage.Estimate",0
2011-10-22,"Fall.Chinook.Passage.Estimate",0
2011-10-23,"Fall.Chinook.Passage.Estimate",41
2011-10-24,"Fall.Chinook.Passage.Estimate",79
2011-10-25,"Fall.Chinook.Passage.Estimate",44
2011-10-26,"Fall.Chinook.Passage.Estimate",85
2011-10-27,"Fall.Chinook.Passage.Estimate",0
2011-10-28,"Fall.Chinook.Passage.Estimate",0
2011-10-29,"Fall.Chinook.Passage.Estimate",44
2011-10-30,"Fall.Chinook.Passage.Estimate",0
2011-10-31,"Fall.Chinook.Passage.Estimate",32
2011-11-01,"Fall.Chinook.Passage.Estimate",0
2011-11-02,"Fall.Chinook.Passage.Estimate",33
2011-11-03,"Fall.Chinook.Passage.Estimate",0
2011-11-04,"Fall.Chinook.Passage.Estimate",36
2011-11-05,"Fall.Chinook.Passage.Estimate",0
2011-11-08,"Fall.Chinook.Passage.Estimate",0
2011-11-09,"Fall.Chinook.Passage.Estimate",0
2011-11-10,"Fall.Chinook.Passage.Estimate",0
2011-11-11,"Fall.Chinook.Passage.Estimate",0
2011-11-12,"Fall.Chinook.Passage.Estimate",0
2011-11-15,"Fall.Chinook.Passage.Estimate",0
2011-11-16,"Fall.Chinook.Passage.Estimate",0
2011-11-17,"Fall.Chinook.Passage.Estimate",0
2011-11-18,"Fall.Chinook.Passage.Estimate",0
2011-11-19,"Fall.Chinook.Passage.Estimate",0
2011-11-22,"Fall.Chinook.Passage.Estimate",0
2011-11-23,"Fall.Chinook.Passage.Estimate",0
2011-11-26,"Fall.Chinook.Passage.Estimate",0
2011-11-28,"Fall.Chinook.Passage.Estimate",0
2011-11-29,"Fall.Chinook.Passage.Estimate",0
2011-11-30,"Fall.Chinook.Passage.Estimate",0
2011-12-01,"Fall.Chinook.Passage.Estimate",469
2011-12-02,"Fall.Chinook.Passage.Estimate",108
2011-12-03,"Fall.Chinook.Passage.Estimate",327
2011-12-05,"Fall.Chinook.Passage.Estimate",105
2011-12-06,"Fall.Chinook.Passage.Estimate",292
2011-12-07,"Fall.Chinook.Passage.Estimate",435
2011-12-08,"Fall.Chinook.Passage.Estimate",501
2011-12-09,"Fall.Chinook.Passage.Estimate",355
2011-12-10,"Fall.Chinook.Passage.Estimate",735
2011-12-11,"Fall.Chinook.Passage.Estimate",465
2011-12-12,"Fall.Chinook.Passage.Estimate",760
2011-12-13,"Fall.Chinook.Passage.Estimate",603
2011-12-14,"Fall.Chinook.Passage.Estimate",1254
2011-12-15,"Fall.Chinook.Passage.Estimate",531
2011-12-16,"Fall.Chinook.Passage.Estimate",911
2011-12-17,"Fall.Chinook.Passage.Estimate",1150
2011-12-20,"Fall.Chinook.Passage.Estimate",2684
2011-12-21,"Fall.Chinook.Passage.Estimate",5306
2011-12-22,"Fall.Chinook.Passage.Estimate",4877
2011-12-23,"Fall.Chinook.Passage.Estimate",7135
2011-12-24,"Fall.Chinook.Passage.Estimate",9748
2011-12-28,"Fall.Chinook.Passage.Estimate",6188
2011-12-29,"Fall.Chinook.Passage.Estimate",4932
2011-12-30,"Fall.Chinook.Passage.Estimate",3986
2011-12-31,"Fall.Chinook.Passage.Estimate",9668
2012-01-04,"Fall.Chinook.Passage.Estimate",7675
2012-01-05,"Fall.Chinook.Passage.Estimate",13461
2012-01-06,"Fall.Chinook.Passage.Estimate",10461
2012-01-07,"Fall.Chinook.Passage.Estimate",15898
2012-01-08,"Fall.Chinook.Passage.Estimate",11213
2012-01-09,"Fall.Chinook.Passage.Estimate",14343
2012-01-10,"Fall.Chinook.Passage.Estimate",17886
2012-01-11,"Fall.Chinook.Passage.Estimate",10868
2012-01-12,"Fall.Chinook.Passage.Estimate",32450
2012-01-13,"Fall.Chinook.Passage.Estimate",31340
2012-01-14,"Fall.Chinook.Passage.Estimate",29271
2012-01-15,"Fall.Chinook.Passage.Estimate",16245
2012-01-16,"Fall.Chinook.Passage.Estimate",23752
2012-01-17,"Fall.Chinook.Passage.Estimate",31088
2012-01-18,"Fall.Chinook.Passage.Estimate",22008
2012-01-19,"Fall.Chinook.Passage.Estimate",12125
2012-01-20,"Fall.Chinook.Passage.Estimate",6330
2012-01-24,"Fall.Chinook.Passage.Estimate",337227
2012-01-25,"Fall.Chinook.Passage.Estimate",134755
2012-01-26,"Fall.Chinook.Passage.Estimate",45418
2012-01-27,"Fall.Chinook.Passage.Estimate",78347
2012-01-28,"Fall.Chinook.Passage.Estimate",94469
2012-01-29,"Fall.Chinook.Passage.Estimate",57666
2012-01-30,"Fall.Chinook.Passage.Estimate",27506
2012-01-31,"Fall.Chinook.Passage.Estimate",15984
2012-02-01,"Fall.Chinook.Passage.Estimate",16689
2012-02-02,"Fall.Chinook.Passage.Estimate",13204
2012-02-03,"Fall.Chinook.Passage.Estimate",24464
2012-02-04,"Fall.Chinook.Passage.Estimate",44013
2012-02-05,"Fall.Chinook.Passage.Estimate",46271
2012-02-06,"Fall.Chinook.Passage.Estimate",38279
2012-02-07,"Fall.Chinook.Passage.Estimate",13017
2012-02-08,"Fall.Chinook.Passage.Estimate",5740
2012-02-09,"Fall.Chinook.Passage.Estimate",11002
2012-02-10,"Fall.Chinook.Passage.Estimate",14554
2012-02-14,"Fall.Chinook.Passage.Estimate",106387
2012-02-15,"Fall.Chinook.Passage.Estimate",233855
2012-02-16,"Fall.Chinook.Passage.Estimate",90544
2012-02-17,"Fall.Chinook.Passage.Estimate",56381
2012-02-18,"Fall.Chinook.Passage.Estimate",22899
2012-02-19,"Fall.Chinook.Passage.Estimate",25759
2012-02-20,"Fall.Chinook.Passage.Estimate",12836
2012-02-21,"Fall.Chinook.Passage.Estimate",16103
2012-02-22,"Fall.Chinook.Passage.Estimate",13009
2012-02-23,"Fall.Chinook.Passage.Estimate",20335
2012-02-24,"Fall.Chinook.Passage.Estimate",29599
2012-02-25,"Fall.Chinook.Passage.Estimate",32332
2012-02-26,"Fall.Chinook.Passage.Estimate",14448
2012-02-27,"Fall.Chinook.Passage.Estimate",32292
2012-02-28,"Fall.Chinook.Passage.Estimate",36428
2012-02-29,"Fall.Chinook.Passage.Estimate",22663
2012-03-01,"Fall.Chinook.Passage.Estimate",22527
2012-03-02,"Fall.Chinook.Passage.Estimate",21513
2012-03-03,"Fall.Chinook.Passage.Estimate",34748
2012-03-04,"Fall.Chinook.Passage.Estimate",17794
2012-03-05,"Fall.Chinook.Passage.Estimate",15180
2012-03-06,"Fall.Chinook.Passage.Estimate",7718
2012-03-07,"Fall.Chinook.Passage.Estimate",8574
2012-03-08,"Fall.Chinook.Passage.Estimate",16553
2012-03-09,"Fall.Chinook.Passage.Estimate",11676
2012-03-10,"Fall.Chinook.Passage.Estimate",6728
2012-03-11,"Fall.Chinook.Passage.Estimate",2578
2012-03-12,"Fall.Chinook.Passage.Estimate",2589
2012-03-13,"Fall.Chinook.Passage.Estimate",2934
2012-03-14,"Fall.Chinook.Passage.Estimate",6024
2012-03-15,"Fall.Chinook.Passage.Estimate",395430
2012-03-16,"Fall.Chinook.Passage.Estimate",361947
2012-03-17,"Fall.Chinook.Passage.Estimate",237396
2012-03-19,"Fall.Chinook.Passage.Estimate",51937
2012-03-20,"Fall.Chinook.Passage.Estimate",32253
2012-03-21,"Fall.Chinook.Passage.Estimate",13526
2012-03-22,"Fall.Chinook.Passage.Estimate",5893
2012-03-23,"Fall.Chinook.Passage.Estimate",8042
2012-03-24,"Fall.Chinook.Passage.Estimate",17391
2012-03-25,"Fall.Chinook.Passage.Estimate",5926
2012-03-26,"Fall.Chinook.Passage.Estimate",13631
2012-03-27,"Fall.Chinook.Passage.Estimate",12010
2012-03-29,"Fall.Chinook.Passage.Estimate",53833
2012-03-30,"Fall.Chinook.Passage.Estimate",30276
2012-04-01,"Fall.Chinook.Passage.Estimate",70011
2012-04-02,"Fall.Chinook.Passage.Estimate",39034
2012-04-03,"Fall.Chinook.Passage.Estimate",7640
2012-04-04,"Fall.Chinook.Passage.Estimate",3350
2012-04-05,"Fall.Chinook.Passage.Estimate",2500
2012-04-06,"Fall.Chinook.Passage.Estimate",4825
2012-04-07,"Fall.Chinook.Passage.Estimate",3602
2012-04-08,"Fall.Chinook.Passage.Estimate",2013
2012-04-09,"Fall.Chinook.Passage.Estimate",1488
2012-04-10,"Fall.Chinook.Passage.Estimate",301
2012-04-13,"Fall.Chinook.Passage.Estimate",48348
2012-04-14,"Fall.Chinook.Passage.Estimate",9111
2012-04-15,"Fall.Chinook.Passage.Estimate",8398
2012-04-16,"Fall.Chinook.Passage.Estimate",3903
2012-04-17,"Fall.Chinook.Passage.Estimate",2636
2012-04-18,"Fall.Chinook.Passage.Estimate",1848
2012-04-19,"Fall.Chinook.Passage.Estimate",1577
2012-04-26,"Fall.Chinook.Passage.Estimate",49260
2012-04-27,"Fall.Chinook.Passage.Estimate",86267
2012-04-28,"Fall.Chinook.Passage.Estimate",60019
2012-04-29,"Fall.Chinook.Passage.Estimate",22501
2012-04-30,"Fall.Chinook.Passage.Estimate",22105
2012-05-01,"Fall.Chinook.Passage.Estimate",12328
2012-05-07,"Fall.Chinook.Passage.Estimate",53360
2012-05-08,"Fall.Chinook.Passage.Estimate",49115
2012-05-09,"Fall.Chinook.Passage.Estimate",57289
2012-05-10,"Fall.Chinook.Passage.Estimate",46737
2012-05-11,"Fall.Chinook.Passage.Estimate",30704
2012-05-12,"Fall.Chinook.Passage.Estimate",37369
2012-05-13,"Fall.Chinook.Passage.Estimate",24494
2012-05-14,"Fall.Chinook.Passage.Estimate",25921
2012-05-15,"Fall.Chinook.Passage.Estimate",24285
2012-05-16,"Fall.Chinook.Passage.Estimate",22744
2012-05-17,"Fall.Chinook.Passage.Estimate",23071
2012-05-18,"Fall.Chinook.Passage.Estimate",30490
2012-05-19,"Fall.Chinook.Passage.Estimate",24122
2012-05-20,"Fall.Chinook.Passage.Estimate",20658
2012-05-21,"Fall.Chinook.Passage.Estimate",21784
2012-05-22,"Fall.Chinook.Passage.Estimate",16888
2012-05-23,"Fall.Chinook.Passage.Estimate",15923
2012-05-24,"Fall.Chinook.Passage.Estimate",16929
2012-05-25,"Fall.Chinook.Passage.Estimate",12407
2012-05-26,"Fall.Chinook.Passage.Estimate",9909
2012-05-27,"Fall.Chinook.Passage.Estimate",8275
2012-05-30,"Fall.Chinook.Passage.Estimate",7986
2012-05-31,"Fall.Chinook.Passage.Estimate",11404
2012-06-01,"Fall.Chinook.Passage.Estimate",10843
2012-06-02,"Fall.Chinook.Passage.Estimate",12700
2012-06-03,"Fall.Chinook.Passage.Estimate",8855
2012-06-04,"Fall.Chinook.Passage.Estimate",4906
