"Date","runname","Dailypassage"
2010-10-01,"Winter.Chinook.Passage.Estimate",22352
2010-10-02,"Winter.Chinook.Passage.Estimate",20271
2010-10-03,"Winter.Chinook.Passage.Estimate",14069
2010-10-04,"Winter.Chinook.Passage.Estimate",19587
2010-10-05,"Winter.Chinook.Passage.Estimate",31607
2010-10-06,"Winter.Chinook.Passage.Estimate",18662
2010-10-07,"Winter.Chinook.Passage.Estimate",18472
2010-10-08,"Winter.Chinook.Passage.Estimate",16004
2010-10-09,"Winter.Chinook.Passage.Estimate",11556
2010-10-10,"Winter.Chinook.Passage.Estimate",17422
2010-10-11,"Winter.Chinook.Passage.Estimate",16793
2010-10-12,"Winter.Chinook.Passage.Estimate",18755
2010-10-13,"Winter.Chinook.Passage.Estimate",18584
2010-10-14,"Winter.Chinook.Passage.Estimate",14481
2010-10-15,"Winter.Chinook.Passage.Estimate",11768
2010-10-16,"Winter.Chinook.Passage.Estimate",10973
2010-10-17,"Winter.Chinook.Passage.Estimate",5601
2010-10-18,"Winter.Chinook.Passage.Estimate",8570
2010-10-19,"Winter.Chinook.Passage.Estimate",8169
2010-10-20,"Winter.Chinook.Passage.Estimate",7566
2010-10-21,"Winter.Chinook.Passage.Estimate",4238
2010-10-22,"Winter.Chinook.Passage.Estimate",1881
2010-10-23,"Winter.Chinook.Passage.Estimate",1161
2010-10-24,"Winter.Chinook.Passage.Estimate",4291
2010-10-26,"Winter.Chinook.Passage.Estimate",142832
2010-10-27,"Winter.Chinook.Passage.Estimate",21057
2010-10-28,"Winter.Chinook.Passage.Estimate",1728
2010-10-29,"Winter.Chinook.Passage.Estimate",519
2010-10-30,"Winter.Chinook.Passage.Estimate",658
2010-10-31,"Winter.Chinook.Passage.Estimate",704
2010-11-01,"Winter.Chinook.Passage.Estimate",919
2010-11-02,"Winter.Chinook.Passage.Estimate",1364
2010-11-03,"Winter.Chinook.Passage.Estimate",2160
2010-11-04,"Winter.Chinook.Passage.Estimate",1664
2010-11-05,"Winter.Chinook.Passage.Estimate",1766
2010-11-06,"Winter.Chinook.Passage.Estimate",1144
2010-11-07,"Winter.Chinook.Passage.Estimate",910
2010-11-08,"Winter.Chinook.Passage.Estimate",9351
2010-11-09,"Winter.Chinook.Passage.Estimate",30070
2010-11-10,"Winter.Chinook.Passage.Estimate",8649
2010-11-11,"Winter.Chinook.Passage.Estimate",6587
2010-11-12,"Winter.Chinook.Passage.Estimate",3163
2010-11-13,"Winter.Chinook.Passage.Estimate",3728
2010-11-14,"Winter.Chinook.Passage.Estimate",3852
2010-11-15,"Winter.Chinook.Passage.Estimate",5058
2010-11-16,"Winter.Chinook.Passage.Estimate",7867
2010-11-17,"Winter.Chinook.Passage.Estimate",4926
2010-11-18,"Winter.Chinook.Passage.Estimate",1908
2010-11-19,"Winter.Chinook.Passage.Estimate",1420
2010-11-20,"Winter.Chinook.Passage.Estimate",1009
2010-11-21,"Winter.Chinook.Passage.Estimate",704
2010-11-22,"Winter.Chinook.Passage.Estimate",2216
2010-11-23,"Winter.Chinook.Passage.Estimate",1191
2010-11-24,"Winter.Chinook.Passage.Estimate",5161
2010-11-25,"Winter.Chinook.Passage.Estimate",7519
2010-11-26,"Winter.Chinook.Passage.Estimate",9866
2010-11-27,"Winter.Chinook.Passage.Estimate",3878
2010-11-28,"Winter.Chinook.Passage.Estimate",2875
2010-11-29,"Winter.Chinook.Passage.Estimate",3516
2010-11-30,"Winter.Chinook.Passage.Estimate",1699
2010-12-01,"Winter.Chinook.Passage.Estimate",1058
2010-12-02,"Winter.Chinook.Passage.Estimate",503
2010-12-03,"Winter.Chinook.Passage.Estimate",208
2010-12-04,"Winter.Chinook.Passage.Estimate",355
2010-12-05,"Winter.Chinook.Passage.Estimate",114
2010-12-08,"Winter.Chinook.Passage.Estimate",4354
2010-12-09,"Winter.Chinook.Passage.Estimate",1443
2010-12-10,"Winter.Chinook.Passage.Estimate",5209
2010-12-13,"Winter.Chinook.Passage.Estimate",796
2010-12-14,"Winter.Chinook.Passage.Estimate",216
2010-12-15,"Winter.Chinook.Passage.Estimate",3938
2010-12-16,"Winter.Chinook.Passage.Estimate",8328
2010-12-17,"Winter.Chinook.Passage.Estimate",6273
2010-12-21,"Winter.Chinook.Passage.Estimate",547
2010-12-22,"Winter.Chinook.Passage.Estimate",0
2010-12-23,"Winter.Chinook.Passage.Estimate",1184
2010-12-24,"Winter.Chinook.Passage.Estimate",1647
2010-12-25,"Winter.Chinook.Passage.Estimate",1120
2010-12-27,"Winter.Chinook.Passage.Estimate",759
2010-12-28,"Winter.Chinook.Passage.Estimate",578
2010-12-29,"Winter.Chinook.Passage.Estimate",0
2010-12-31,"Winter.Chinook.Passage.Estimate",1733
2011-01-01,"Winter.Chinook.Passage.Estimate",4402
2011-01-02,"Winter.Chinook.Passage.Estimate",1453
2011-01-03,"Winter.Chinook.Passage.Estimate",948
2011-01-04,"Winter.Chinook.Passage.Estimate",2134
2011-01-05,"Winter.Chinook.Passage.Estimate",2491
2011-01-06,"Winter.Chinook.Passage.Estimate",1800
2011-01-07,"Winter.Chinook.Passage.Estimate",579
2011-01-09,"Winter.Chinook.Passage.Estimate",390
2011-01-10,"Winter.Chinook.Passage.Estimate",933
2011-01-11,"Winter.Chinook.Passage.Estimate",669
2011-01-12,"Winter.Chinook.Passage.Estimate",188
2011-01-13,"Winter.Chinook.Passage.Estimate",154
2011-01-14,"Winter.Chinook.Passage.Estimate",371
2011-01-15,"Winter.Chinook.Passage.Estimate",322
2011-01-16,"Winter.Chinook.Passage.Estimate",1079
2011-01-17,"Winter.Chinook.Passage.Estimate",570
2011-01-18,"Winter.Chinook.Passage.Estimate",331
2011-01-19,"Winter.Chinook.Passage.Estimate",128
2011-01-20,"Winter.Chinook.Passage.Estimate",425
2011-01-21,"Winter.Chinook.Passage.Estimate",1596
2011-01-22,"Winter.Chinook.Passage.Estimate",1536
2011-01-23,"Winter.Chinook.Passage.Estimate",577
2011-01-24,"Winter.Chinook.Passage.Estimate",517
2011-01-26,"Winter.Chinook.Passage.Estimate",389
2011-01-27,"Winter.Chinook.Passage.Estimate",225
2011-01-28,"Winter.Chinook.Passage.Estimate",206
2011-01-29,"Winter.Chinook.Passage.Estimate",50
2011-01-30,"Winter.Chinook.Passage.Estimate",0
2011-01-31,"Winter.Chinook.Passage.Estimate",82
2011-02-01,"Winter.Chinook.Passage.Estimate",0
2011-02-02,"Winter.Chinook.Passage.Estimate",79
2011-02-03,"Winter.Chinook.Passage.Estimate",0
2011-02-04,"Winter.Chinook.Passage.Estimate",0
2011-02-05,"Winter.Chinook.Passage.Estimate",32
2011-02-06,"Winter.Chinook.Passage.Estimate",99
2011-02-07,"Winter.Chinook.Passage.Estimate",0
2011-02-08,"Winter.Chinook.Passage.Estimate",110
2011-02-09,"Winter.Chinook.Passage.Estimate",26
2011-02-10,"Winter.Chinook.Passage.Estimate",51
2011-02-11,"Winter.Chinook.Passage.Estimate",112
2011-02-12,"Winter.Chinook.Passage.Estimate",75
2011-02-13,"Winter.Chinook.Passage.Estimate",25
2011-02-14,"Winter.Chinook.Passage.Estimate",0
2011-02-15,"Winter.Chinook.Passage.Estimate",49
2011-02-16,"Winter.Chinook.Passage.Estimate",0
2011-02-17,"Winter.Chinook.Passage.Estimate",1669
2011-02-19,"Winter.Chinook.Passage.Estimate",282
2011-02-20,"Winter.Chinook.Passage.Estimate",471
2011-02-21,"Winter.Chinook.Passage.Estimate",283
2011-02-22,"Winter.Chinook.Passage.Estimate",121
2011-02-23,"Winter.Chinook.Passage.Estimate",139
2011-02-24,"Winter.Chinook.Passage.Estimate",28
2011-02-25,"Winter.Chinook.Passage.Estimate",0
2011-02-26,"Winter.Chinook.Passage.Estimate",395
2011-02-27,"Winter.Chinook.Passage.Estimate",0
2011-02-28,"Winter.Chinook.Passage.Estimate",94
2011-03-01,"Winter.Chinook.Passage.Estimate",61
2011-03-02,"Winter.Chinook.Passage.Estimate",109
2011-03-03,"Winter.Chinook.Passage.Estimate",164
2011-03-04,"Winter.Chinook.Passage.Estimate",997
2011-03-05,"Winter.Chinook.Passage.Estimate",0
2011-03-06,"Winter.Chinook.Passage.Estimate",122
2011-03-07,"Winter.Chinook.Passage.Estimate",1214
2011-03-08,"Winter.Chinook.Passage.Estimate",625
2011-03-09,"Winter.Chinook.Passage.Estimate",0
2011-03-10,"Winter.Chinook.Passage.Estimate",36
2011-03-11,"Winter.Chinook.Passage.Estimate",70
2011-03-12,"Winter.Chinook.Passage.Estimate",36
2011-03-13,"Winter.Chinook.Passage.Estimate",0
2011-03-14,"Winter.Chinook.Passage.Estimate",0
2011-03-15,"Winter.Chinook.Passage.Estimate",737
2011-03-16,"Winter.Chinook.Passage.Estimate",341
2011-03-18,"Winter.Chinook.Passage.Estimate",623
2011-04-06,"Winter.Chinook.Passage.Estimate",327
2011-04-07,"Winter.Chinook.Passage.Estimate",328
2011-04-08,"Winter.Chinook.Passage.Estimate",0
2011-04-12,"Winter.Chinook.Passage.Estimate",70
2011-04-13,"Winter.Chinook.Passage.Estimate",51
2011-04-14,"Winter.Chinook.Passage.Estimate",0
2011-04-20,"Winter.Chinook.Passage.Estimate",0
2011-04-21,"Winter.Chinook.Passage.Estimate",0
2011-04-27,"Winter.Chinook.Passage.Estimate",40
2011-04-28,"Winter.Chinook.Passage.Estimate",0
2011-05-03,"Winter.Chinook.Passage.Estimate",0
2011-05-04,"Winter.Chinook.Passage.Estimate",0
2011-05-05,"Winter.Chinook.Passage.Estimate",0
2011-05-06,"Winter.Chinook.Passage.Estimate",0
2011-05-07,"Winter.Chinook.Passage.Estimate",0
2011-05-08,"Winter.Chinook.Passage.Estimate",0
2011-05-09,"Winter.Chinook.Passage.Estimate",0
2011-05-10,"Winter.Chinook.Passage.Estimate",0
2011-05-11,"Winter.Chinook.Passage.Estimate",0
2011-05-12,"Winter.Chinook.Passage.Estimate",0
2011-05-13,"Winter.Chinook.Passage.Estimate",0
2011-05-14,"Winter.Chinook.Passage.Estimate",0
2011-05-15,"Winter.Chinook.Passage.Estimate",0
2011-05-16,"Winter.Chinook.Passage.Estimate",0
2011-05-17,"Winter.Chinook.Passage.Estimate",0
2011-05-18,"Winter.Chinook.Passage.Estimate",0
2011-05-19,"Winter.Chinook.Passage.Estimate",0
2011-05-20,"Winter.Chinook.Passage.Estimate",0
2011-05-21,"Winter.Chinook.Passage.Estimate",0
2011-05-22,"Winter.Chinook.Passage.Estimate",0
2011-05-23,"Winter.Chinook.Passage.Estimate",0
2011-05-24,"Winter.Chinook.Passage.Estimate",0
2011-05-25,"Winter.Chinook.Passage.Estimate",0
2011-05-26,"Winter.Chinook.Passage.Estimate",0
2011-05-27,"Winter.Chinook.Passage.Estimate",0
2011-05-28,"Winter.Chinook.Passage.Estimate",0
2011-05-29,"Winter.Chinook.Passage.Estimate",0
2011-05-30,"Winter.Chinook.Passage.Estimate",0
2011-05-31,"Winter.Chinook.Passage.Estimate",0
2011-06-01,"Winter.Chinook.Passage.Estimate",0
2011-06-02,"Winter.Chinook.Passage.Estimate",0
2011-06-03,"Winter.Chinook.Passage.Estimate",0
2011-06-07,"Winter.Chinook.Passage.Estimate",0
2011-06-08,"Winter.Chinook.Passage.Estimate",0
2011-06-09,"Winter.Chinook.Passage.Estimate",0
2011-06-10,"Winter.Chinook.Passage.Estimate",0
2011-06-11,"Winter.Chinook.Passage.Estimate",0
2011-06-12,"Winter.Chinook.Passage.Estimate",0
2011-06-13,"Winter.Chinook.Passage.Estimate",0
2011-06-14,"Winter.Chinook.Passage.Estimate",0
2011-06-22,"Winter.Chinook.Passage.Estimate",0
2011-06-23,"Winter.Chinook.Passage.Estimate",0
2011-06-24,"Winter.Chinook.Passage.Estimate",0
2011-06-28,"Winter.Chinook.Passage.Estimate",0
2011-06-29,"Winter.Chinook.Passage.Estimate",0
2011-06-30,"Winter.Chinook.Passage.Estimate",0
2011-07-01,"Winter.Chinook.Passage.Estimate",0
2011-07-04,"Winter.Chinook.Passage.Estimate",0
2011-07-05,"Winter.Chinook.Passage.Estimate",0
2011-07-06,"Winter.Chinook.Passage.Estimate",0
2011-07-07,"Winter.Chinook.Passage.Estimate",0
2011-07-08,"Winter.Chinook.Passage.Estimate",0
2011-07-11,"Winter.Chinook.Passage.Estimate",0
2011-07-12,"Winter.Chinook.Passage.Estimate",0
2011-07-13,"Winter.Chinook.Passage.Estimate",0
2011-07-14,"Winter.Chinook.Passage.Estimate",0
2011-07-15,"Winter.Chinook.Passage.Estimate",0
2011-07-16,"Winter.Chinook.Passage.Estimate",0
2011-07-19,"Winter.Chinook.Passage.Estimate",0
2011-07-20,"Winter.Chinook.Passage.Estimate",0
2011-07-21,"Winter.Chinook.Passage.Estimate",0
2011-07-22,"Winter.Chinook.Passage.Estimate",0
2011-07-25,"Winter.Chinook.Passage.Estimate",0
2011-07-26,"Winter.Chinook.Passage.Estimate",0
2011-07-27,"Winter.Chinook.Passage.Estimate",0
2011-07-28,"Winter.Chinook.Passage.Estimate",0
2011-07-29,"Winter.Chinook.Passage.Estimate",0
2011-07-30,"Winter.Chinook.Passage.Estimate",0
2011-08-01,"Winter.Chinook.Passage.Estimate",0
2011-08-02,"Winter.Chinook.Passage.Estimate",0
2011-08-03,"Winter.Chinook.Passage.Estimate",138
2011-08-04,"Winter.Chinook.Passage.Estimate",0
2011-08-05,"Winter.Chinook.Passage.Estimate",0
2011-08-06,"Winter.Chinook.Passage.Estimate",0
2011-08-08,"Winter.Chinook.Passage.Estimate",0
2011-08-09,"Winter.Chinook.Passage.Estimate",73
2011-08-10,"Winter.Chinook.Passage.Estimate",0
2011-08-11,"Winter.Chinook.Passage.Estimate",71
2011-08-12,"Winter.Chinook.Passage.Estimate",131
2011-08-13,"Winter.Chinook.Passage.Estimate",64
2011-08-14,"Winter.Chinook.Passage.Estimate",125
2011-08-15,"Winter.Chinook.Passage.Estimate",63
2011-08-16,"Winter.Chinook.Passage.Estimate",126
2011-08-17,"Winter.Chinook.Passage.Estimate",131
2011-08-18,"Winter.Chinook.Passage.Estimate",381
2011-08-19,"Winter.Chinook.Passage.Estimate",110
2011-08-20,"Winter.Chinook.Passage.Estimate",223
2011-08-21,"Winter.Chinook.Passage.Estimate",288
2011-08-22,"Winter.Chinook.Passage.Estimate",576
2011-08-23,"Winter.Chinook.Passage.Estimate",632
2011-08-24,"Winter.Chinook.Passage.Estimate",711
2011-08-25,"Winter.Chinook.Passage.Estimate",1070
2011-08-26,"Winter.Chinook.Passage.Estimate",925
2011-08-27,"Winter.Chinook.Passage.Estimate",1679
2011-08-28,"Winter.Chinook.Passage.Estimate",1961
2011-08-29,"Winter.Chinook.Passage.Estimate",2018
2011-09-07,"Winter.Chinook.Passage.Estimate",2236
2011-09-08,"Winter.Chinook.Passage.Estimate",3400
2011-09-10,"Winter.Chinook.Passage.Estimate",3088
2011-09-11,"Winter.Chinook.Passage.Estimate",2062
2011-09-12,"Winter.Chinook.Passage.Estimate",2088
2011-09-13,"Winter.Chinook.Passage.Estimate",2276
2011-09-14,"Winter.Chinook.Passage.Estimate",3683
2011-09-15,"Winter.Chinook.Passage.Estimate",8550
2011-09-16,"Winter.Chinook.Passage.Estimate",8771
2011-09-17,"Winter.Chinook.Passage.Estimate",9137
2011-09-18,"Winter.Chinook.Passage.Estimate",8513
2011-09-19,"Winter.Chinook.Passage.Estimate",11249
2011-09-20,"Winter.Chinook.Passage.Estimate",10743
2011-09-21,"Winter.Chinook.Passage.Estimate",13735
2011-09-22,"Winter.Chinook.Passage.Estimate",15429
2011-09-23,"Winter.Chinook.Passage.Estimate",16143
2011-09-24,"Winter.Chinook.Passage.Estimate",19905
2011-09-25,"Winter.Chinook.Passage.Estimate",15914
2011-09-27,"Winter.Chinook.Passage.Estimate",18479
2011-09-28,"Winter.Chinook.Passage.Estimate",27157
2011-09-29,"Winter.Chinook.Passage.Estimate",28784
2011-09-30,"Winter.Chinook.Passage.Estimate",24555
2011-10-01,"Winter.Chinook.Passage.Estimate",30335
2011-10-02,"Winter.Chinook.Passage.Estimate",23732
2011-10-04,"Winter.Chinook.Passage.Estimate",9284
2011-10-05,"Winter.Chinook.Passage.Estimate",16094
2011-10-06,"Winter.Chinook.Passage.Estimate",19540
2011-10-07,"Winter.Chinook.Passage.Estimate",25893
2011-10-08,"Winter.Chinook.Passage.Estimate",20188
2011-10-09,"Winter.Chinook.Passage.Estimate",16567
2011-10-10,"Winter.Chinook.Passage.Estimate",8652
2011-10-11,"Winter.Chinook.Passage.Estimate",7685
2011-10-12,"Winter.Chinook.Passage.Estimate",9839
2011-10-13,"Winter.Chinook.Passage.Estimate",10977
2011-10-14,"Winter.Chinook.Passage.Estimate",11893
2011-10-15,"Winter.Chinook.Passage.Estimate",18095
2011-10-16,"Winter.Chinook.Passage.Estimate",8135
2011-10-17,"Winter.Chinook.Passage.Estimate",7548
2011-10-18,"Winter.Chinook.Passage.Estimate",7961
2011-10-19,"Winter.Chinook.Passage.Estimate",6307
2011-10-20,"Winter.Chinook.Passage.Estimate",6267
2011-10-21,"Winter.Chinook.Passage.Estimate",7731
2011-10-22,"Winter.Chinook.Passage.Estimate",10280
2011-10-23,"Winter.Chinook.Passage.Estimate",7300
2011-10-24,"Winter.Chinook.Passage.Estimate",4586
2011-10-25,"Winter.Chinook.Passage.Estimate",4480
2011-10-26,"Winter.Chinook.Passage.Estimate",7512
2011-10-27,"Winter.Chinook.Passage.Estimate",3938
2011-10-28,"Winter.Chinook.Passage.Estimate",6343
2011-10-29,"Winter.Chinook.Passage.Estimate",4925
2011-10-30,"Winter.Chinook.Passage.Estimate",3583
2011-10-31,"Winter.Chinook.Passage.Estimate",1998
2011-11-01,"Winter.Chinook.Passage.Estimate",3228
2011-11-02,"Winter.Chinook.Passage.Estimate",3563
2011-11-03,"Winter.Chinook.Passage.Estimate",3304
2011-11-04,"Winter.Chinook.Passage.Estimate",2671
2011-11-05,"Winter.Chinook.Passage.Estimate",3280
2011-11-08,"Winter.Chinook.Passage.Estimate",2775
2011-11-09,"Winter.Chinook.Passage.Estimate",2687
2011-11-10,"Winter.Chinook.Passage.Estimate",2907
2011-11-11,"Winter.Chinook.Passage.Estimate",4344
2011-11-12,"Winter.Chinook.Passage.Estimate",2669
2011-11-15,"Winter.Chinook.Passage.Estimate",3217
2011-11-16,"Winter.Chinook.Passage.Estimate",3607
2011-11-17,"Winter.Chinook.Passage.Estimate",2881
2011-11-18,"Winter.Chinook.Passage.Estimate",2025
2011-11-19,"Winter.Chinook.Passage.Estimate",4091
2011-11-22,"Winter.Chinook.Passage.Estimate",1362
2011-11-23,"Winter.Chinook.Passage.Estimate",913
2011-11-26,"Winter.Chinook.Passage.Estimate",7443
2011-11-28,"Winter.Chinook.Passage.Estimate",1802
2011-11-29,"Winter.Chinook.Passage.Estimate",4359
2011-11-30,"Winter.Chinook.Passage.Estimate",4577
2011-12-01,"Winter.Chinook.Passage.Estimate",6308
2011-12-02,"Winter.Chinook.Passage.Estimate",5836
2011-12-03,"Winter.Chinook.Passage.Estimate",5223
2011-12-05,"Winter.Chinook.Passage.Estimate",5898
2011-12-06,"Winter.Chinook.Passage.Estimate",5682
2011-12-07,"Winter.Chinook.Passage.Estimate",5572
2011-12-08,"Winter.Chinook.Passage.Estimate",2433
2011-12-09,"Winter.Chinook.Passage.Estimate",1885
2011-12-10,"Winter.Chinook.Passage.Estimate",1547
2011-12-11,"Winter.Chinook.Passage.Estimate",1063
2011-12-12,"Winter.Chinook.Passage.Estimate",544
2011-12-13,"Winter.Chinook.Passage.Estimate",1792
2011-12-14,"Winter.Chinook.Passage.Estimate",1415
2011-12-15,"Winter.Chinook.Passage.Estimate",498
2011-12-16,"Winter.Chinook.Passage.Estimate",877
2011-12-17,"Winter.Chinook.Passage.Estimate",2010
2011-12-20,"Winter.Chinook.Passage.Estimate",1521
2011-12-21,"Winter.Chinook.Passage.Estimate",2371
2011-12-22,"Winter.Chinook.Passage.Estimate",1881
2011-12-23,"Winter.Chinook.Passage.Estimate",1660
2011-12-24,"Winter.Chinook.Passage.Estimate",1651
2011-12-28,"Winter.Chinook.Passage.Estimate",378
2011-12-29,"Winter.Chinook.Passage.Estimate",496
2011-12-30,"Winter.Chinook.Passage.Estimate",129
2011-12-31,"Winter.Chinook.Passage.Estimate",404
2012-01-04,"Winter.Chinook.Passage.Estimate",219
2012-01-05,"Winter.Chinook.Passage.Estimate",985
2012-01-06,"Winter.Chinook.Passage.Estimate",757
2012-01-07,"Winter.Chinook.Passage.Estimate",398
2012-01-08,"Winter.Chinook.Passage.Estimate",116
2012-01-09,"Winter.Chinook.Passage.Estimate",271
2012-01-10,"Winter.Chinook.Passage.Estimate",180
2012-01-11,"Winter.Chinook.Passage.Estimate",171
2012-01-12,"Winter.Chinook.Passage.Estimate",204
2012-01-13,"Winter.Chinook.Passage.Estimate",135
2012-01-14,"Winter.Chinook.Passage.Estimate",501
2012-01-15,"Winter.Chinook.Passage.Estimate",0
2012-01-16,"Winter.Chinook.Passage.Estimate",240
2012-01-17,"Winter.Chinook.Passage.Estimate",405
2012-01-18,"Winter.Chinook.Passage.Estimate",57
2012-01-19,"Winter.Chinook.Passage.Estimate",84
2012-01-20,"Winter.Chinook.Passage.Estimate",221
2012-01-24,"Winter.Chinook.Passage.Estimate",3215
2012-01-25,"Winter.Chinook.Passage.Estimate",739
2012-01-26,"Winter.Chinook.Passage.Estimate",367
2012-01-27,"Winter.Chinook.Passage.Estimate",1104
2012-01-28,"Winter.Chinook.Passage.Estimate",526
2012-01-29,"Winter.Chinook.Passage.Estimate",144
2012-01-30,"Winter.Chinook.Passage.Estimate",150
2012-01-31,"Winter.Chinook.Passage.Estimate",0
2012-02-01,"Winter.Chinook.Passage.Estimate",65
2012-02-02,"Winter.Chinook.Passage.Estimate",29
2012-02-03,"Winter.Chinook.Passage.Estimate",0
2012-02-04,"Winter.Chinook.Passage.Estimate",267
2012-02-05,"Winter.Chinook.Passage.Estimate",0
2012-02-06,"Winter.Chinook.Passage.Estimate",0
2012-02-07,"Winter.Chinook.Passage.Estimate",54
2012-02-08,"Winter.Chinook.Passage.Estimate",0
2012-02-09,"Winter.Chinook.Passage.Estimate",24
2012-02-10,"Winter.Chinook.Passage.Estimate",37
2012-02-14,"Winter.Chinook.Passage.Estimate",0
2012-02-15,"Winter.Chinook.Passage.Estimate",27
2012-02-16,"Winter.Chinook.Passage.Estimate",211
2012-02-17,"Winter.Chinook.Passage.Estimate",0
2012-02-18,"Winter.Chinook.Passage.Estimate",46
2012-02-19,"Winter.Chinook.Passage.Estimate",23
2012-02-20,"Winter.Chinook.Passage.Estimate",0
2012-02-21,"Winter.Chinook.Passage.Estimate",65
2012-02-22,"Winter.Chinook.Passage.Estimate",47
2012-02-23,"Winter.Chinook.Passage.Estimate",51
2012-02-24,"Winter.Chinook.Passage.Estimate",0
2012-02-25,"Winter.Chinook.Passage.Estimate",98
2012-02-26,"Winter.Chinook.Passage.Estimate",41
2012-02-27,"Winter.Chinook.Passage.Estimate",65
2012-02-28,"Winter.Chinook.Passage.Estimate",74
2012-02-29,"Winter.Chinook.Passage.Estimate",0
2012-03-01,"Winter.Chinook.Passage.Estimate",73
2012-03-02,"Winter.Chinook.Passage.Estimate",75
2012-03-03,"Winter.Chinook.Passage.Estimate",0
2012-03-04,"Winter.Chinook.Passage.Estimate",0
2012-03-05,"Winter.Chinook.Passage.Estimate",0
2012-03-06,"Winter.Chinook.Passage.Estimate",27
2012-03-07,"Winter.Chinook.Passage.Estimate",24
2012-03-08,"Winter.Chinook.Passage.Estimate",28
2012-03-09,"Winter.Chinook.Passage.Estimate",28
2012-03-10,"Winter.Chinook.Passage.Estimate",0
2012-03-11,"Winter.Chinook.Passage.Estimate",0
2012-03-12,"Winter.Chinook.Passage.Estimate",0
2012-03-13,"Winter.Chinook.Passage.Estimate",26
2012-03-14,"Winter.Chinook.Passage.Estimate",110
2012-03-15,"Winter.Chinook.Passage.Estimate",5606
2012-03-16,"Winter.Chinook.Passage.Estimate",1061
2012-03-17,"Winter.Chinook.Passage.Estimate",0
2012-03-19,"Winter.Chinook.Passage.Estimate",0
2012-03-20,"Winter.Chinook.Passage.Estimate",61
2012-03-21,"Winter.Chinook.Passage.Estimate",48
2012-03-22,"Winter.Chinook.Passage.Estimate",62
2012-03-23,"Winter.Chinook.Passage.Estimate",40
2012-03-24,"Winter.Chinook.Passage.Estimate",90
2012-03-25,"Winter.Chinook.Passage.Estimate",0
2012-03-26,"Winter.Chinook.Passage.Estimate",68
2012-03-27,"Winter.Chinook.Passage.Estimate",148
2012-03-29,"Winter.Chinook.Passage.Estimate",0
2012-03-30,"Winter.Chinook.Passage.Estimate",250
2012-04-01,"Winter.Chinook.Passage.Estimate",0
2012-04-02,"Winter.Chinook.Passage.Estimate",137
2012-04-03,"Winter.Chinook.Passage.Estimate",0
2012-04-04,"Winter.Chinook.Passage.Estimate",0
2012-04-05,"Winter.Chinook.Passage.Estimate",34
2012-04-06,"Winter.Chinook.Passage.Estimate",31
2012-04-07,"Winter.Chinook.Passage.Estimate",0
2012-04-08,"Winter.Chinook.Passage.Estimate",30
2012-04-09,"Winter.Chinook.Passage.Estimate",0
2012-04-10,"Winter.Chinook.Passage.Estimate",0
2012-04-13,"Winter.Chinook.Passage.Estimate",0
2012-04-14,"Winter.Chinook.Passage.Estimate",0
2012-04-15,"Winter.Chinook.Passage.Estimate",0
2012-04-16,"Winter.Chinook.Passage.Estimate",0
2012-04-17,"Winter.Chinook.Passage.Estimate",0
2012-04-18,"Winter.Chinook.Passage.Estimate",34
2012-04-19,"Winter.Chinook.Passage.Estimate",0
2012-04-26,"Winter.Chinook.Passage.Estimate",0
2012-04-27,"Winter.Chinook.Passage.Estimate",0
2012-04-28,"Winter.Chinook.Passage.Estimate",0
2012-04-29,"Winter.Chinook.Passage.Estimate",0
2012-04-30,"Winter.Chinook.Passage.Estimate",0
2012-05-01,"Winter.Chinook.Passage.Estimate",0
2012-05-07,"Winter.Chinook.Passage.Estimate",0
2012-05-08,"Winter.Chinook.Passage.Estimate",0
2012-05-09,"Winter.Chinook.Passage.Estimate",0
2012-05-10,"Winter.Chinook.Passage.Estimate",0
2012-05-11,"Winter.Chinook.Passage.Estimate",0
2012-05-12,"Winter.Chinook.Passage.Estimate",0
2012-05-13,"Winter.Chinook.Passage.Estimate",0
2012-05-14,"Winter.Chinook.Passage.Estimate",0
2012-05-15,"Winter.Chinook.Passage.Estimate",0
2012-05-16,"Winter.Chinook.Passage.Estimate",0
2012-05-17,"Winter.Chinook.Passage.Estimate",0
2012-05-18,"Winter.Chinook.Passage.Estimate",0
2012-05-19,"Winter.Chinook.Passage.Estimate",0
2012-05-20,"Winter.Chinook.Passage.Estimate",0
2012-05-21,"Winter.Chinook.Passage.Estimate",0
2012-05-22,"Winter.Chinook.Passage.Estimate",0
2012-05-23,"Winter.Chinook.Passage.Estimate",0
2012-05-24,"Winter.Chinook.Passage.Estimate",0
2012-05-25,"Winter.Chinook.Passage.Estimate",0
2012-05-26,"Winter.Chinook.Passage.Estimate",0
2012-05-27,"Winter.Chinook.Passage.Estimate",0
2012-05-30,"Winter.Chinook.Passage.Estimate",0
2012-05-31,"Winter.Chinook.Passage.Estimate",0
2012-06-01,"Winter.Chinook.Passage.Estimate",0
2012-06-02,"Winter.Chinook.Passage.Estimate",0
2012-06-03,"Winter.Chinook.Passage.Estimate",0
2012-06-04,"Winter.Chinook.Passage.Estimate",0
2012-06-05,"Winter.Chinook.Passage.Estimate",0
2012-06-06,"Winter.Chinook.Passage.Estimate",0
2012-06-07,"Winter.Chinook.Passage.Estimate",0
2012-06-08,"Winter.Chinook.Passage.Estimate",0
2012-06-09,"Winter.Chinook.Passage.Estimate",0
