Source,Station,Latitude,Longitude,StationID
EMP,NZ002,38.06027777777778,-122.20694444444445,EMP NZ002
EMP,NZ003,38.052499999999995,-122.17833333333334,EMP NZ003
EMP,NZ004,38.02916666666667,-122.15833333333335,EMP NZ004
EMP,NZ005,38.031666666666666,-122.13527777777779,EMP NZ005
EMP,NZ020,38.05972222222222,-122.10972222222222,EMP NZ020
EMP,NZ022,38.07194444444445,-122.0961111111111,EMP NZ022
EMP,NZ024,38.09305555555556,-122.06916666666666,EMP NZ024
EMP,NZ028,38.117222222222225,-122.04722222222222,EMP NZ028
EMP,NZ030,38.11527777777778,-122.05194444444444,EMP NZ030
EMP,NZ032,38.17027777777778,-122.02083333333333,EMP NZ032
EMP,NZ033,38.13527777777778,-121.91222222222223,EMP NZ033
EMP,NZ034,38.07777777777778,-121.88333333333334,EMP NZ034
EMP,NZ036,38.09166666666667,-122.01416666666667,EMP NZ036
EMP,NZ038,38.074444444444445,-121.9888888888889,EMP NZ038
EMP,NZ040,38.073888888888895,-121.93666666666667,EMP NZ040
EMP,NZ042,38.049166666666665,-122.09222222222222,EMP NZ042
EMP,NZ044,38.065,-122.0611111111111,EMP NZ044
EMP,NZ046,38.065,-122.03416666666666,EMP NZ046
EMP,NZ048,38.059999999999995,-121.99583333333334,EMP NZ048
EMP,NZ050,38.058055555555555,-121.96527777777779,EMP NZ050
EMP,NZ052,38.046388888888885,-121.91722222222222,EMP NZ052
EMP,NZ054,38.045833333333334,-121.9063888888889,EMP NZ054
EMP,NZ056,38.04888888888889,-121.88472222222222,EMP NZ056
EMP,NZ058,38.05972222222222,-121.86833333333333,EMP NZ058
EMP,NZ060,38.06444444444444,-121.82888888888888,EMP NZ060
EMP,NZ062,38.06166666666666,-121.7961111111111,EMP NZ062
EMP,NZ064,38.084722222222226,-121.73805555555556,EMP NZ064
EMP,NZ066,38.10861111111111,-121.71444444444445,EMP NZ066
EMP,NZ068,38.14805555555556,-121.68361111111112,EMP NZ068
EMP,NZ069,38.17222222222222,-121.6438888888889,EMP NZ069
EMP,NZ070,38.177499999999995,-121.66666666666667,EMP NZ070
EMP,NZ071,38.21138888888889,-121.66472222222222,EMP NZ071
EMP,NZ072,38.031666666666666,-121.83527777777778,EMP NZ072
EMP,NZ074,38.02222222222222,-121.80361111111111,EMP NZ074
EMP,NZ076,38.02194444444444,-121.76361111111112,EMP NZ076
EMP,NZ078,38.0475,-121.70666666666666,EMP NZ078
EMP,NZ080,38.07333333333334,-121.67666666666668,EMP NZ080
EMP,NZ082,38.08972222222222,-121.65083333333334,EMP NZ082
EMP,NZ084,38.103611111111114,-121.60555555555555,EMP NZ084
EMP,NZ086,38.07777777777778,-121.57027777777778,EMP NZ086
EMP,NZ088,38.05416666666667,-121.51416666666667,EMP NZ088
EMP,NZ090,38.00194444444445,-121.44916666666667,EMP NZ090
EMP,NZ092,37.97833333333333,-121.38194444444444,EMP NZ092
EMP,NZ098,37.97083333333334,-121.53444444444445,EMP NZ098
EMP,NZ099,38.25833333333333,-121.69166666666668,EMP NZ099
EMP,NZ100,38.19694444444444,-121.61583333333333,EMP NZ100
EMP,NZ101,38.23777777777778,-121.6713888888889,EMP NZ101
EMP,NZ103,38.1725,-121.5925,EMP NZ103
EMP,NZ104,38.05638888888888,-121.66333333333334,EMP NZ104
EMP,NZ155,38.27166666666667,-121.66055555555556,EMP NZ155
EMP,NZ161,38.341944444444444,-121.64361111111111,EMP NZ161
EMP,NZ165,38.405,-121.61166666666666,EMP NZ165
EMP,NZ169,38.47,-121.58388888888888,EMP NZ169
EMP,NZ295,37.971111111111114,-122.4325,EMP NZ295
EMP,NZ300,38.01111111111111,-122.4,EMP NZ300
EMP,NZ305,38.040277777777774,-122.35,EMP NZ305
EMP,NZ310,38.026666666666664,-122.3236111111111,EMP NZ310
EMP,NZ325,38.05777777777777,-122.28888888888889,EMP NZ325
EMP,NZ338,38.066111111111105,-122.24305555555556,EMP NZ338
EMP,NZ340,38.10861111111111,-122.2786111111111,EMP NZ340
EMP,NZ41A,38.07083333333334,-122.41111111111111,EMP NZ41A
EMP,NZC03,38.34777777777778,-121.54027777777777,EMP NZC03
EMP,NZC09,37.83444444444444,-121.55388888888889,EMP NZC09
EMP,NZC13,38.11666666666667,-121.49722222222222,EMP NZC13
EMP,NZD06,38.044444444444444,-122.11666666666666,EMP NZD06
EMP,NZD11,38.04277777777778,-121.79277777777777,EMP NZD11
EMP,NZD14,38.018055555555556,-121.71055555555556,EMP NZD14
EMP,NZD15,38.052499999999995,-121.68833333333333,EMP NZD15
EMP,NZD16,38.09722222222222,-121.66666666666667,EMP NZD16
EMP,NZD19,38.04388888888889,-121.61361111111111,EMP NZD19
EMP,NZD28,37.98277777777778,-121.57722222222222,EMP NZD28
EMP,NZD41,38.03055555555555,-122.37083333333332,EMP NZD41
EMP,NZM01,38.24138888888889,-121.55138888888888,EMP NZM01
EMP,NZM02,38.15083333333333,-121.59638888888888,EMP NZM02
EMP,NZM03,38.14555555555555,-121.55666666666666,EMP NZM03
EMP,NZM04,37.97972222222222,-121.47416666666666,EMP NZM04
EMP,NZM06,38.14111111111111,-121.5,EMP NZM06
EMP,NZM07,38.126111111111115,-121.49527777777777,EMP NZM07
EMP,NZM08,38.04416666666666,-121.52916666666667,EMP NZM08
EMP,NZM09,38.08361111111111,-121.47,EMP NZM09
EMP,NZM10,38.04361111111111,-121.4263888888889,EMP NZM10
EMP,NZP02,38.233333333333334,-121.4888888888889,EMP NZP02
EMP,NZP04,38.169999999999995,-121.44722222222222,EMP NZP04
EMP,NZP10,37.891666666666666,-121.4888888888889,EMP NZP10
EMP,NZS42,38.18055555555555,-122.04722222222222,EMP NZS42
FMWT,340,38.10508,-122.26988,FMWT 340
FMWT,405,38.03353,-122.15815,FMWT 405
FMWT,411,38.06117,-122.06828,FMWT 411
FMWT,416,38.0702,-122.09415,FMWT 416
FMWT,418,38.09383,-122.06973,FMWT 418
FMWT,501,38.06167,-122.01955,FMWT 501
FMWT,502,38.05997,-122.00397,FMWT 502
FMWT,504,38.05945,-121.9767,FMWT 504
FMWT,508,38.04813,-121.91492,FMWT 508
FMWT,513,38.0592,-121.86842,FMWT 513
FMWT,519,38.07378,-121.94725,FMWT 519
FMWT,602,38.11783,-122.04183,FMWT 602
FMWT,606,38.1698,-122.02177,FMWT 606
FMWT,608,38.0887,-121.88332,FMWT 608
FMWT,704,38.07087,-121.77892,FMWT 704
FMWT,706,38.0903,-121.74,FMWT 706
FMWT,707,38.11397,-121.70797,FMWT 707
FMWT,711,38.17595,-121.67028,FMWT 711
FMWT,716,38.23787,-121.68438,FMWT 716
FMWT,719,38.33428,-121.64733,FMWT 719
FMWT,721,38.26815,-121.70277,FMWT 721
FMWT,723,38.23615,-121.67348,FMWT 723
FMWT,795,38.5377,-121.58468,FMWT 795
FMWT,796,38.47387,-121.5844,FMWT 796
FMWT,797,38.40462,-121.6156,FMWT 797
FMWT,802,38.03528,-121.83875,FMWT 802
FMWT,804,38.02308,-121.79868,FMWT 804
FMWT,809,38.0512,-121.69305,FMWT 809
FMWT,812,38.08792,-121.64883,FMWT 812
FMWT,815,38.0913,-121.57587,FMWT 815
FMWT,902,38.0205,-121.58255,FMWT 902
FMWT,906,38.05412,-121.51653,FMWT 906
FMWT,910,38.00228,-121.45037,FMWT 910
FMWT,912,37.96883,-121.37172,FMWT 912
FMWT,914,37.94662,-121.53475,FMWT 914
FMWT,915,37.949,-121.55908,FMWT 915
FMWT,919,38.10572,-121.49525,FMWT 919
TNS,323,38.0483055556,-122.282805556,TNS 323
TNS,340,38.1039130566,-122.269452088,TNS 340
TNS,342,38.1458611111,-122.285083333,TNS 342
TNS,405,38.0380579308,-122.150504388,TNS 405
TNS,411,38.0513055556,-122.083305556,TNS 411
TNS,418,38.0648055556,-122.097805556,TNS 418
TNS,501,38.0733770283,-122.022458953,TNS 501
TNS,504,38.0610555556,-122.013722222,TNS 504
TNS,508,38.0455576963,-121.923002692,TNS 508
TNS,513,38.0594581794,-121.864004686,TNS 513
TNS,519,38.0723055556,-121.959694444,TNS 519
TNS,520,38.0328055556,-121.869305556,TNS 520
TNS,602,38.114,-122.046194444,TNS 602
TNS,606,38.1677573085,-122.022009075,TNS 606
TNS,609,38.1671944444,-121.938,TNS 609
TNS,610,38.1188055556,-121.889194444,TNS 610
TNS,704,38.0677613102,-121.775007658,TNS 704
TNS,706,38.0900598201,-121.73900413,TNS 706
TNS,707,38.1122585442,-121.706006162,TNS 707
TNS,711,38.1733571745,-121.669003881,TNS 711
TNS,713,38.20712,-121.66008,TNS 713
TNS,716,38.23787,-121.68438,TNS 716
TNS,719,38.33428,-121.64733,TNS 719
TNS,721,38.26815,-121.70277,TNS 721
TNS,723,38.23615,-121.67348,TNS 723
TNS,795,38.5377,-121.58468,TNS 795
TNS,796,38.47387,-121.5844,TNS 796
TNS,797,38.40462,-121.6156,TNS 797
TNS,801,38.0556111111,-121.847,TNS 801
TNS,804,38.0205618811,-121.79400495,TNS 804
TNS,809,38.0539573964,-121.686002605,TNS 809
