Source,Station,Latitude,Longitude,StationID
TNS,812,38.0886595205,-121.640508478,TNS 812
TNS,815,38.08,-121.569805556,TNS 815
TNS,902,38.0261613097,-121.583005538,TNS 902
TNS,906,38.0539568689,-121.51100604,TNS 906
TNS,910,37.998358703,-121.444004722,TNS 910
TNS,912,37.9622610021,-121.364003488,TNS 912
TNS,914,37.9715,-121.52,TNS 914
TNS,915,37.940559818,-121.559002744,TNS 915
TNS,918,37.8593055556,-121.568805556,TNS 918
TNS,919,38.1048055556,-121.492,TNS 919
20mm,323,38.04288888888889,-122.28630555555556,20mm 323
20mm,328,38.06030555555555,-122.35,20mm 328
20mm,329,38.06361111111111,-122.304,20mm 329
20mm,334,38.07638888888889,-122.338,20mm 334
20mm,335,38.071111111111115,-122.324,20mm 335
20mm,336,38.06108333333333,-122.278,20mm 336
20mm,340,38.099222222222224,-122.26327777777777,20mm 340
20mm,341,38.127250000000004,-122.27877777777778,20mm 341
20mm,342,38.14625,-122.28875,20mm 342
20mm,343,38.182361111111106,-122.30927777777778,20mm 343
20mm,344,38.212694444444445,-122.30869444444444,20mm 344
20mm,345,38.22383333333334,-122.30897222222222,20mm 345
20mm,346,38.23638888888889,-122.28716666666666,20mm 346
20mm,405,38.03991666666666,-122.14672222222222,20mm 405
20mm,411,38.05022222222222,-122.07652777777777,20mm 411
20mm,418,38.0675,-122.09555555555555,20mm 418
20mm,501,38.07333333333334,-122.02633333333333,20mm 501
20mm,504,38.051944444444445,-121.98608333333334,20mm 504
20mm,508,38.04716666666666,-121.91722222222222,20mm 508
20mm,513,38.058861111111106,-121.86774999999999,20mm 513
20mm,519,38.07475,-121.95808333333333,20mm 519
20mm,520,38.03216666666667,-121.86311111111111,20mm 520
20mm,602,38.11555555555556,-122.04239166666666,20mm 602
20mm,606,38.17058333333333,-122.02791666666667,20mm 606
20mm,609,38.16708333333333,-121.93783333333333,20mm 609
20mm,610,38.122194444444446,-121.88911111111112,20mm 610
20mm,703,38.04861111111111,-121.79738888888889,20mm 703
20mm,704,38.066583333333334,-121.79031111111111,20mm 704
20mm,705,38.097611111111114,-121.70875000000001,20mm 705
20mm,706,38.086083333333335,-121.75044444444444,20mm 706
20mm,707,38.114694444444446,-121.70786111111111,20mm 707
20mm,711,38.177416666666666,-121.66225,20mm 711
20mm,716,38.23855555555556,-121.68391666666668,20mm 716
20mm,801,38.04369444444444,-121.844,20mm 801
20mm,802,38.020833333333336,-121.7303888888889,20mm 802
20mm,804,38.016444444444446,-121.79130555555555,20mm 804
20mm,809,38.053777777777775,-121.69302777777779,20mm 809
20mm,812,38.08991666666667,-121.63991666666668,20mm 812
20mm,815,38.087138888888894,-121.57113888888888,20mm 815
20mm,901,38.04625,-121.6185,20mm 901
20mm,902,38.02038888888889,-121.58266666666667,20mm 902
20mm,906,38.05002777777778,-121.50647222222223,20mm 906
20mm,910,38.005,-121.45302777777778,20mm 910
20mm,912,37.96641666666667,-121.36855555555555,20mm 912
20mm,914,37.9715,-121.52,20mm 914
20mm,915,37.94427777777778,-121.56788888888889,20mm 915
20mm,918,37.859,-121.56713888888889,20mm 918
20mm,919,38.10519444444444,-121.49458333333334,20mm 919
20mm,330,38.06361111111111,-122.304,20mm 330
20mm,347,38.25361111111111,-122.28469444444444,20mm 347
20mm,348,38.27436111111111,-122.28352777777778,20mm 348
20mm,349,38.28633333333333,-122.28436111111111,20mm 349
20mm,718,38.257555555555555,-121.72902777777777,20mm 718
20mm,720,38.26263888888889,-121.77927777777778,20mm 720
20mm,723,38.23725,-121.67308333333334,20mm 723
20mm,724,38.25625,-121.65208333333334,20mm 724
20mm,726,38.283055555555556,-121.64383333333333,20mm 726
20mm,719,38.3335,-121.64750000000001,20mm 719
FRP,501 FRP,38.07447,-122.01588,FRP 501 FRP
FRP,520 FRP,38.04482,-121.87193,FRP 520 FRP
FRP,602FRP,38.12129217,-122.0067224,FRP 602FRP
FRP,609 FRP,38.18178043,-121.9139374,FRP 609 FRP
FRP,703 FRP,38.0430953,-121.7992028,FRP 703 FRP
FRP,705 FRP,38.08988506,-121.7090585,FRP 705 FRP
FRP,706 FRP,38.08294,-121.72507,FRP 706 FRP
FRP,720 FRP,38.25995,-121.7926,FRP 720 FRP
FRP,723 FRP,38.24355,-121.68453,FRP 723 FRP
FRP,724 FRP,38.24246447,-121.6618801,FRP 724 FRP
FRP,726 FRP,38.25811292,-121.653526,FRP 726 FRP
FRP,801 FRP,38.04218957,-121.8444517,FRP 801 FRP
FRP,Barker rip rap,38.26531,-121.78379,FRP Barker rip rap
FRP,BK1,38.26781949,-121.7898314,FRP BK1
FRP,BK2,38.26321378,-121.7803662,FRP BK2
FRP,Blacklock,38.18031,-121.90878,FRP Blacklock
FRP,Bradmoor,38.18248,-121.92172,FRP Bradmoor
FRP,BROISL,38.039,-121.85761,FRP BROISL
FRP,Browns Channel,38.04050271,-121.8675863,FRP Browns Channel
FRP,Browns1,38.03813016,-121.8577899,FRP Browns1
FRP,CA3,38.28601,-121.72101,FRP CA3
FRP,CC1,38.26030111,-121.7811813,FRP CC1
FRP,CC2,38.25995987,-121.7906483,FRP CC2
FRP,Decker Breach,38.08360788,-121.723387,FRP Decker Breach
FRP,Decker BS1,38.10404278,-121.710669,FRP Decker BS1
FRP,Decker BS2,38.09872661,-121.7090939,FRP Decker BS2
FRP,Decker BS3,38.09689579,-121.7092772,FRP Decker BS3
FRP,Decker Inside,38.08512,-121.72336,FRP Decker Inside
FRP,Dow 2,38.02324421,-121.8333619,FRP Dow 2
FRP,Dow 3,38.02191299,-121.8253262,FRP Dow 3
FRP,Dow 4,38.02278941,-121.8294301,FRP Dow 4
FRP,Dow 5,38.02188756,-121.8336971,FRP Dow 5
FRP,Dow Breach,38.02375735,-121.8272565,FRP Dow Breach
FRP,Dow Outside,38.024821,-121.82609,FRP Dow Outside
FRP,Fallouts1,38.29586,-121.68886,FRP Fallouts1
FRP,Fallouts2,38.296002,-121.686518,FRP Fallouts2
FRP,Flyway,38.36414,-121.6444767,FRP Flyway
FRP,Headreach,38.03228,-121.47833,FRP Headreach
FRP,Horsebend1,38.08258782,-121.7280776,FRP Horsebend1
FRP,Horsebend2,38.08403422,-121.7146892,FRP Horsebend2
FRP,HorseBend3,38.09929728,-121.7079337,FRP HorseBend3
FRP,HS2,38.30367327,-121.7312177,FRP HS2
FRP,HS3,38.27772992,-121.7105386,FRP HS3
FRP,LI001E,38.24204,-121.68239,FRP LI001E
FRP,LI001W,38.27719,-121.69406,FRP LI001W
FRP,LI002E,38.246362,-121.678139,FRP LI002E
FRP,LI002W,38.269292,-121.691395,FRP LI002W
FRP,LI003E,38.255043,-121.672072,FRP LI003E
FRP,LI003W,38.257888,-121.690273,FRP LI003W
FRP,LI004E,38.26514,-121.671557,FRP LI004E
FRP,LI004W,38.25268,-121.686263,FRP LI004W
FRP,LI005E,38.273775,-121.66693,FRP LI005E
FRP,LI005W,38.244607,-121.686421,FRP LI005W
FRP,LI006W,38.28232,-121.69229,FRP LI006W
FRP,LI007E,38.28417,-121.66532,FRP LI007E
FRP,LI008E,38.28899,-121.66651,FRP LI008E
FRP,LI008W,38.28759,-121.69197,FRP LI008W
FRP,Liberty FAV,38.29607,-121.69193,FRP Liberty FAV
FRP,Liberty rip rap,38.2785,-121.69402,FRP Liberty rip rap
FRP,Liberty SAV,38.29003,-121.6918,FRP Liberty SAV
FRP,Liberty tules,38.29617,-121.68986,FRP Liberty tules
FRP,Liberty1,38.26962,-121.67718,FRP Liberty1
FRP,Liberty2,38.27565,-121.67599,FRP Liberty2
FRP,Liberty3,38.24967,-121.67701,FRP Liberty3
FRP,Liberty4,38.24771,-121.67861,FRP Liberty4
FRP,Liberty5,38.26238,-121.67883,FRP Liberty5
FRP,Liberty6,38.26704,-121.6879,FRP Liberty6
FRP,LinBr,38.25866311,-121.7925665,FRP LinBr
FRP,Lindsey FAV,38.25951823,-121.7975475,FRP Lindsey FAV
FRP,Lindsey SAV,38.25978,-121.7923,FRP Lindsey SAV
FRP,Lindsey tules,38.25902,-121.79259,FRP Lindsey tules
FRP,LN1,38.26026903,-121.7616752,FRP LN1
FRP,LN2,38.25814901,-121.738121,FRP LN2
FRP,LN3,38.24998083,-121.713593,FRP LN3
FRP,Miner rip rap,38.24232,-121.66168,FRP Miner rip rap
FRP,Miner SAV,38.25687,-121.6527,FRP Miner SAV
FRP,Miner Tules,38.23414087,-121.6691908,FRP Miner Tules
FRP,MinSlo1,38.24640849,-121.6595325,FRP MinSlo1
FRP,MINSLO2,38.26363244,-121.6470267,FRP MINSLO2
FRP,MinSlo3,38.27997313,-121.6415524,FRP MinSlo3
FRP,NELiberty,38.29183335,-121.6732488,FRP NELiberty
FRP,Nurse1,38.19274121,-121.9265354,FRP Nurse1
FRP,NWLiberty,38.29307247,-121.6861237,FRP NWLiberty
FRP,ProBr,38.24394144,-121.6636248,FRP ProBr
FRP,ProSlough,38.31306549,-121.6671414,FRP ProSlough
FRP,Rep 1 channel,38.08183,-121.72399,FRP Rep 1 channel
FRP,Rep 1 Wetland,38.08307,-121.72206,FRP Rep 1 Wetland
FRP,Rep 2 channel,38.08558,-121.70901,FRP Rep 2 channel
FRP,Rep 2 wetland,38.08766,-121.71127,FRP Rep 2 wetland
FRP,Rep 3 channel,38.10013,-121.70862,FRP Rep 3 channel
FRP,Rep 3 Wetland,38.10054,-121.70925,FRP Rep 3 Wetland
FRP,RYEISL,38.08098,-122.01718,FRP RYEISL
FRP,Ryer1,38.08547775,-122.018814,FRP Ryer1
FRP,Ryer2,38.08322056,-122.0083422,FRP Ryer2
FRP,Ryer3,38.07724609,-122.0136547,FRP Ryer3
FRP,Ryer4,38.07781685,-122.0034729,FRP Ryer4
FRP,SELiberty,38.25910821,-121.677316,FRP SELiberty
FRP,Shag SAV/FAV,38.27997,-121.69346,FRP Shag SAV/FAV
FRP,shag1,38.3098208,-121.6928649,FRP shag1
FRP,Shag2,38.27849914,-121.6934933,FRP Shag2
FRP,SJ1,38.03217,-121.47817,FRP SJ1
FRP,SJ2,38.03201,-121.47786,FRP SJ2
FRP,SJ3,38.00916,-121.45679,FRP SJ3
FRP,SJ4,38.00804,-121.4561,FRP SJ4
FRP,SJ5,38.00391,-121.45036,FRP SJ5
FRP,SJ6,38.00345,-121.45008,FRP SJ6
FRP,SJ7,37.99771,-121.44746,FRP SJ7
FRP,SJ8,37.99752,-121.44749,FRP SJ8
FRP,SoPro1,38.24924019,-121.6637237,FRP SoPro1
FRP,SoPro2,38.24498926,-121.66946,FRP SoPro2
FRP,SoPro3,38.23894736,-121.6687814,FRP SoPro3
FRP,SoPro4,38.25147542,-121.6603186,FRP SoPro4
FRP,SoPro5,38.24192,-121.66946,FRP SoPro5
FRP,SoPro6,38.23722,-121.6692,FRP SoPro6
FRP,SoPro7,38.24526063,-121.6604141,FRP SoPro7
FRP,Stacy's Island,38.0947,-121.59039,FRP Stacy's Island
FRP,Stairsteps1,38.32666076,-121.68302919999999,FRP Stairsteps1
FRP,Stairsteps2,38.33389898,-121.6739171,FRP Stairsteps2
FRP,Stairsteps3,38.34445786,-121.6554718,FRP Stairsteps3
FRP,substrates1,38.29976,-121.68925,FRP substrates1
FRP,substrates2,38.29964,-121.69061,FRP substrates2
FRP,SWLiberty,38.26131864,-121.6860805,FRP SWLiberty
FRP,throwtraps,38.16935,-121.41541,FRP throwtraps
FRP,Toedrain1,38.35634969,-121.6418877,FRP Toedrain1
FRP,TR1,38.1207568,-121.9818389,FRP TR1
FRP,TR2,38.12277207,-121.9860338,FRP TR2
FRP,TR3,38.1283278,-121.9895781,FRP TR3
FRP,TR4,38.13487,-121.99668,FRP TR4
FRP,TR5,38.13487,-121.99668,FRP TR5
FRP,TR6,38.1136,-121.98169,FRP TR6
FRP,TR7,38.11378,-121.98161,FRP TR7
FRP,Webb,38.09502792,-121.5879041,FRP Webb
FRP,Wildlands,38.33402,-121.67107,FRP Wildlands
FRP,WinBr,38.04592853,-121.847501,FRP WinBr
FRP,Wings 1,38.22694,-122.03591,FRP Wings 1
FRP,Wings Brood Pond,38.22601,-122.03826,FRP Wings Brood Pond
FRP,Winter 1,38.04965383,-121.8488996,FRP Winter 1
FRP,Winter 2,38.03794338,-121.8442846,FRP Winter 2
FRP,Winter 3,38.03060978,-121.8414193,FRP Winter 3
FRP,Winter 4,38.05228908,-121.856805,FRP Winter 4
FRP,Winter 5,38.05212368,-121.8542861,FRP Winter 5
FMWT,070,38.23330555555556,-121.519,FMWT 070
FMWT,071,38.24713888888889,-121.50961111111111,FMWT 071
FMWT,072,38.1875,-121.581,FMWT 072
FMWT,073,38.27641666666666,-121.542,FMWT 073
FMWT,101,37.67916666666667,-122.3125,FMWT 101
FMWT,102,37.69361111111111,-122.31305555555555,FMWT 102
FMWT,103,37.59027777777778,-122.25972222222222,FMWT 103
FMWT,104,37.605555555555554,-122.28472222222221,FMWT 104
FMWT,105,37.62444444444444,-122.30111111111111,FMWT 105
FMWT,106,37.645833333333336,-122.31388888888888,FMWT 106
FMWT,107,37.668055555555554,-122.3261111111111,FMWT 107
FMWT,108,37.69166666666666,-122.33888888888889,FMWT 108
FMWT,109,37.711666666666666,-122.33944444444444,FMWT 109
FMWT,110,37.733333333333334,-122.34527777777777,FMWT 110
FMWT,111,37.75416666666667,-122.35083333333333,FMWT 111
FMWT,112,37.78583333333333,-122.3611111111111,FMWT 112
FMWT,113,37.67916666666667,-122.35833333333333,FMWT 113
FMWT,201,37.81861111111112,-122.4213888888889,FMWT 201
FMWT,202,37.84722222222222,-122.44722222222222,FMWT 202
FMWT,203,37.85777777777778,-122.46972222222223,FMWT 203
FMWT,204,37.83416666666667,-122.3963888888889,FMWT 204
FMWT,205,37.82777777777778,-122.35833333333333,FMWT 205
FMWT,206,37.84388888888889,-122.3411111111111,FMWT 206
FMWT,207,37.87,-122.345,FMWT 207
FMWT,208,37.86527777777778,-122.39861111111112,FMWT 208
FMWT,209,37.88972222222222,-122.42222222222223,FMWT 209
FMWT,210,37.921388888888885,-122.44,FMWT 210
FMWT,211,37.94027777777777,-122.44583333333334,FMWT 211
FMWT,301,37.98030555555556,-122.41197222222223,FMWT 301
FMWT,302,38.013888888888886,-122.375,FMWT 302
FMWT,303,37.97219444444445,-122.42500000000001,FMWT 303
FMWT,304,37.995805555555556,-122.436,FMWT 304
FMWT,305,37.99438888888889,-122.408,FMWT 305
FMWT,306,38,-122.414,FMWT 306
FMWT,307,38.00438888888889,-122.42,FMWT 307
FMWT,308,38.01391666666667,-122.403,FMWT 308
FMWT,309,38.013888888888886,-122.394,FMWT 309
FMWT,310,38.02780555555555,-122.375,FMWT 310
FMWT,311,38.019416666666665,-122.378,FMWT 311
FMWT,312,38.01188888888889,-122.432,FMWT 312
FMWT,313,38.022194444444445,-122.449,FMWT 313
FMWT,314,38.02780555555555,-122.41300000000001,FMWT 314
FMWT,315,38.04219444444444,-122.39200000000001,FMWT 315
FMWT,316,38.06669444444445,-122.427,FMWT 316
FMWT,317,37.998305555555554,-122.449,FMWT 317
FMWT,318,38.05,-122.43100000000001,FMWT 318
FMWT,319,38.0775,-122.432,FMWT 319
FMWT,320,38.02361111111111,-122.30499999999999,FMWT 320
FMWT,321,38.03330555555556,-122.36099999999999,FMWT 321
FMWT,322,38.024388888888886,-122.35,FMWT 322
FMWT,323,38.02919444444444,-122.328,FMWT 323
FMWT,324,38.05280555555555,-122.319,FMWT 324
FMWT,325,38.055611111111105,-122.292,FMWT 325
FMWT,326,38.03969444444444,-122.29599999999999,FMWT 326
FMWT,327,38.04830555555555,-122.36399999999999,FMWT 327
FMWT,328,38.06030555555555,-122.35,FMWT 328
FMWT,329,38.06361111111111,-122.304,FMWT 329
FMWT,330,38.05188888888889,-122.414,FMWT 330
FMWT,331,38.065305555555554,-122.394,FMWT 331
FMWT,332,38.07330555555556,-122.39200000000001,FMWT 332
FMWT,333,38.07311111111112,-122.357,FMWT 333
FMWT,334,38.07638888888889,-122.338,FMWT 334
FMWT,335,38.071111111111115,-122.324,FMWT 335
FMWT,336,38.06111111111111,-122.278,FMWT 336
FMWT,337,38.058305555555556,-122.275,FMWT 337
FMWT,338,38.06111111111111,-122.25,FMWT 338
FMWT,339,38.06669444444445,-122.258,FMWT 339
FMWT,341,38.127250000000004,-122.27872222222223,FMWT 341
FMWT,401,38.058305555555556,-122.214,FMWT 401
FMWT,402,38.055611111111105,-122.183,FMWT 402
FMWT,403,38.04438888888889,-122.16900000000001,FMWT 403
FMWT,404,38.04611111111111,-122.17694444444444,FMWT 404
FMWT,406,38.02780555555555,-122.153,FMWT 406
FMWT,407,38.03330555555556,-122.14200000000001,FMWT 407
FMWT,408,38.03330555555556,-122.128,FMWT 408
FMWT,409,38.04438888888889,-122.106,FMWT 409
FMWT,410,38.04719444444444,-122.094,FMWT 410
FMWT,412,38.06388888888888,-122.056,FMWT 412
FMWT,413,38.063916666666664,-122.042,FMWT 413
FMWT,414,38.05361111111111,-122.113,FMWT 414
FMWT,415,38.058305555555556,-122.104,FMWT 415
FMWT,417,38.08080555555556,-122.077,FMWT 417
FMWT,419,38.104194444444445,-122.05799999999999,FMWT 419
FMWT,503,38.058305555555556,-121.986,FMWT 503
FMWT,505,38.055611111111105,-121.956,FMWT 505
FMWT,506,38.05280555555555,-121.944,FMWT 506
FMWT,507,38.05,-121.936,FMWT 507
FMWT,509,38.04438888888889,-121.91000000000001,FMWT 509
FMWT,510,38.04719444444444,-121.89200000000001,FMWT 510
FMWT,511,38.05,-121.883,FMWT 511
FMWT,512,38.055611111111105,-121.875,FMWT 512
FMWT,514,38.06388888888888,-121.844,FMWT 514
FMWT,515,38.09111111111111,-122.014,FMWT 515
FMWT,516,38.07638888888889,-121.992,FMWT 516
FMWT,517,38.069388888888895,-121.97800000000001,FMWT 517
FMWT,518,38.06888888888889,-121.956,FMWT 518
FMWT,601,38.10330555555556,-122.033,FMWT 601
FMWT,603,38.113305555555556,-122.042,FMWT 603
FMWT,604,38.12361111111111,-122.054,FMWT 604
FMWT,605,38.147194444444445,-122.056,FMWT 605
FMWT,607,38.18380555555555,-121.967,FMWT 607
FMWT,701,38.06388888888888,-121.828,FMWT 701
FMWT,702,38.06111111111111,-121.814,FMWT 702
FMWT,703,38.06111111111111,-121.797,FMWT 703
FMWT,705,38.08061111111112,-121.756,FMWT 705
FMWT,708,38.127805555555554,-121.694,FMWT 708
FMWT,709,38.147194444444445,-121.68900000000001,FMWT 709
FMWT,710,38.163916666666665,-121.67800000000001,FMWT 710
FMWT,712,38.19347222222222,-121.6226111111111,FMWT 712
FMWT,713,38.20561111111111,-121.658,FMWT 713
FMWT,715,38.22219444444445,-121.67200000000001,FMWT 715
